股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,76930,96152,92954,3,595,-3234,-4562,2
2303,聯電,51899,-25693,75601,3,-26187,-17588,-17767,3
2367,燿華,24271,5038,2833,2,-34,-55,592,2
2408,南亞科,21097,28752,11695,2,226,1190,1724,5
8422,可寧衛,19301,23378,8477,2,-179,-890,-2120,0
8112,至上,13901,29303,34289,5,-1114,-1727,-2028,0
5347,世界,13007,12462,24656,4,-11530,-15049,-19808,1
1605,華新,10719,48007,38309,3,4766,20201,22517,5
2002,中鋼,9708,54222,90297,4,9822,9302,8972,1
2883,凱基金,9550,20909,73524,4,605,2599,2368,2
2610,華航,8862,21263,62456,5,-1623,-12478,-11980,1
2324,仁寶,7039,14935,22567,4,-956,-5586,-13284,0
8150,南茂,6877,12188,6482,2,-2,-2,-5,0
1303,南亞,6806,31270,40471,4,648,796,3021,4
6282,康舒,6051,7838,954,3,-36,-58,-55,2
2313,華通,5488,6969,-18078,3,-11021,-12727,-15271,1
2329,華泰,4281,7152,2635,2,-22,-36,-34,2
8096,擎亞,2886,12279,18130,5,0,0,0,0
3023,信邦,2628,3268,7980,5,-22,-58,-206,0
2382,廣達,2504,5554,22293,5,-175,-754,-1098,0
5386,青雲,2290,2623,2629,3,0,0,0,0
8932,智通*,2128,1152,-129,1,0,0,0,1
6290,良維,1728,2132,2265,5,0,1,0,2
6239,力成,1698,-2634,-4643,2,51,610,530,4
6426,統新,1660,2800,2795,4,0,0,0,0
6446,藥華藥,1282,2190,6373,4,374,709,1342,5
2368,金像電,1254,5558,8631,5,427,713,638,3
3044,健鼎,1246,1913,2244,5,-703,-208,-11,3
1513,中興電,1214,3402,8912,4,-41,-42,-363,0
6285,啟碁,1183,5309,2231,3,-227,2088,1722,3
8155,博智,1105,1868,3629,5,0,0,-20,0
6442,光聖,846,3068,2486,4,-203,-50,-30,2
3665,貿聯-KY,753,1384,1733,5,-948,-1040,-1336,2
5289,宜鼎,737,444,734,3,49,44,34,3
3680,家登,568,-294,-328,3,-103,-108,-147,2
3081,聯亞,542,2131,788,3,-43,714,1041,4
6739,竹陞科技,314,636,785,5,103,103,103,1
3533,嘉澤,246,612,1015,5,-13,-103,139,3
6805,富世達,205,310,-385,2,65,579,782,5
2059,川湖,158,280,256,3,-224,-792,-1008,0
