排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,紡織,0.3,60.0,12/20,3.52,3.06,0.12,-0.1
2,TPU_散熱,0.6,50.0,2/4,5.58,125.43,9.64,38.94
3,BBU_電池模組,-0.14,42.86,3/7,2.92,6.1,-0.72,-5.68
4,塑膠,-0.19,41.18,7/17,-7.46,-2.15,0.92,4.24
5,記憶體控制IC,-0.4,40.0,2/5,4.31,0.24,-0.0,0.22
6,BBU_電源供應器與整合,-2.42,40.0,2/5,-80.68,-62.03,-0.6,0.97
7,金融,-0.38,38.89,7/18,-7.45,-2.15,0.92,4.24
8,化學,-1.0,30.0,6/20,-7.89,-5.97,0.83,4.09
9,造紙,-0.15,28.57,2/7,0.25,0.23,-0.0,-0.01
10,記憶體模組,-1.98,28.57,2/7,21.72,65.66,-4.52,-21.6
11,工業自動化與機器人,-1.75,28.57,2/7,0.92,-1.29,0.91,3.38
12,航運,-0.84,26.67,4/15,8.81,28.32,-1.0,-1.88
13,銀,-2.56,25.0,1/4,-10.83,-11.16,-5.46,-8.7
14,TPU_光通訊與連接器,-4.69,25.0,1/4,-12.93,-20.28,1.36,17.12
15,軟體設計,-0.67,20.0,3/15,-0.67,-1.46,-0.08,-0.14
16,無塵室與機電工程,-1.08,20.0,1/5,-9.51,-24.83,2.42,2.0
17,鋼鐵,-1.09,20.0,3/15,-0.04,-1.59,1.54,0.64
18,電池或電源,-1.53,20.0,4/20,-90.09,-89.21,-0.99,-5.62
19,被動元件,-2.44,15.79,3/19,-82.04,-87.77,-5.77,-8.22
20,IC設計,-2.24,15.38,2/13,9.92,-21.58,15.06,48.0
21,機器人,-2.87,14.29,2/14,-72.54,-73.74,0.48,3.31
22,低軌衛星,-4.23,14.29,1/7,-58.24,-31.04,3.73,10.72
23,廠務系統與水處理,-0.66,14.29,1/7,-0.57,-0.95,0.0,-0.11
24,軍工_無人機相關,-2.45,11.11,1/9,6.24,15.27,13.46,32.83
25,玻璃,-2.26,6.67,1/15,-61.1,-108.03,10.27,49.55
26,網通設備組件,-3.11,5.0,1/20,-12.94,108.92,20.28,70.65
27,光學元件或組裝,-3.07,0.0,0/15,2.88,8.41,3.79,9.54
28,記憶體封裝與測試,-4.62,0.0,0/4,2.95,7.63,-1.05,-0.22
29,記憶體製造,-4.65,0.0,0/4,-73.03,-16.89,-3.96,6.72
30,半導體設備,-3.27,0.0,0/7,-6.2,0.53,-0.85,-1.76
31,軍工_航太製造與維修,-2.4,0.0,0/6,-3.05,-0.69,0.73,1.56
32,TPU_伺服器主板與印刷電路板,-5.01,0.0,0/5,-85.8,-62.27,10.27,53.99
33,PCB,-4.03,0.0,0/15,-156.38,-17.28,18.55,77.06
34,CPO_光通訊,-4.7,0.0,0/6,6.72,24.8,3.84,11.93
35,銅,-2.86,0.0,0/10,-22.95,22.71,4.94,0.36
36,CPO_先進封裝測試,-3.13,0.0,0/5,3.78,-5.02,0.67,15.29
37,電器電纜,-3.39,0.0,0/10,-16.77,-37.4,0.47,-13.61
