股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,186758,381477,433258,5,156,-11,-1281,2
2887,台新金,39886,147250,164095,5,-43131,-131613,-191895,0
2344,華邦電,34578,67937,101092,4,13521,18298,16355,4
6770,力積電,32194,43074,43258,3,0,-16,-41,1
2892,第一金,27699,59534,64093,4,-1,-694,-757,1
6116,彩晶,24867,31308,30275,4,0,0,0,0
2883,凱基金,24265,107533,156893,5,353,-24280,-49423,1
2891,中信金,22195,83172,97877,4,-5527,-27825,-52412,0
2317,鴻海,21953,205462,235609,5,1665,7278,7457,4
1605,華新,21004,34816,56122,4,0,-7,-620,0
2027,大成鋼,18040,35973,38177,5,251,-463,-845,1
2409,友達,17812,-11323,-39739,2,65,63,44,2
2301,光寶科,17023,47498,58695,3,-781,-1025,-2000,1
2884,玉山金,16593,27202,-1467,3,-4199,-21851,-51660,0
2356,英業達,15348,34627,41140,5,-65,-370,-1268,0
2881,富邦金,12235,26840,45732,5,-1846,-10701,-24750,0
6005,群益證,12151,24988,39901,4,-7644,-22052,-34072,0
6285,啟碁,11622,13951,10291,4,1022,83,286,2
1101,台泥,10978,5766,-7938,2,-32,-40,-66,0
2408,南亞科,10355,45586,32629,4,10540,25468,24365,4
2324,仁寶,9382,6169,-360,2,-311,-818,-2592,0
2618,長榮航,9082,-2699,-8241,3,1376,2633,1681,3
2867,三商壽,9006,12780,8294,3,0,0,0,0
6147,頎邦,7981,1153,-5271,3,-9,3919,11761,4
2880,華南金,7611,13072,-3669,3,-83,-2294,-4541,0
2610,華航,7286,-2040,-10167,2,-491,-771,-3309,0
2406,國碩,6806,8295,12658,5,0,0,0,0
2327,國巨,6682,4855,15158,4,2180,3409,3387,4
3576,聯合再生,6544,5638,-2379,2,0,0,0,0
2492,華新科,6414,15817,17180,4,0,5,-214,1
4906,正文,5809,6588,8477,4,-5,-666,-1963,0
1504,東元,5758,-5638,-13583,2,-3,6,-101,1
2338,光罩,4926,5165,5605,3,0,0,0,0
2355,敬鵬,4856,5636,10627,4,-4,-519,-1502,0
1802,台玻,4847,30252,17133,4,0,0,0,0
3090,日電貿,4401,5538,6916,3,0,-218,-650,0
2313,華通,3934,-6445,6540,4,-948,-1833,2342,3
2330,台積電,3885,-9016,-21087,2,1433,4864,6269,5
6488,環球晶,3825,6796,10895,5,93,1798,3505,5
4958,臻鼎-KY,3680,-83,-6820,3,495,463,972,3
2481,強茂,3662,8276,8449,3,-45,-794,-1044,1
3105,穩懋,3270,-4812,-10315,3,-476,-472,-1032,1
2606,裕民,3093,6110,7945,5,-395,-1463,-2574,0
3450,聯鈞,3070,-773,-2037,2,22,4248,4928,4
2615,萬海,2729,8590,10059,4,-87,-366,-568,0
5388,中磊,2561,3674,3604,3,0,0,-1,0
8069,元太,2506,2150,-578,2,-4,-113,-26,1
2308,台達電,2351,770,-262,2,981,1510,1910,5
2049,上銀,1733,1564,2807,3,-674,-678,-620,1
3189,景碩,1591,-674,-1551,3,-365,-643,71,3
3006,晶豪科,1498,8039,8080,4,17,12,-3,2
2603,長榮,1471,13315,21828,5,-198,-2387,-2716,0
2395,研華,1456,3447,6926,5,65,83,80,3
3376,新日興,1274,279,351,2,-56,-6,-6,2
2376,技嘉,1185,8173,8889,5,287,-565,-1117,1
6271,同欣電,1180,244,1621,4,-2254,-4291,-4291,0
8046,南電,1129,2014,728,4,76,-194,897,4
4967,十銓,1007,860,2265,4,0,0,0,0
3044,健鼎,833,877,1595,3,171,540,699,4
3026,禾伸堂,780,724,-3581,3,676,5860,6352,5
3526,凡甲,741,123,-33,2,-5,460,882,4
2455,全新,738,2301,3109,3,0,482,3103,4
6414,樺漢,735,1562,3158,5,-39,-97,-248,0
3665,貿聯-KY,727,2651,3626,5,-259,-1558,-1513,2
2404,漢唐,665,644,601,3,-15,-241,-684,0
6187,萬潤,612,-986,-2654,1,-474,-414,785,4
6415,矽力*-KY,587,1181,3220,5,11,-98,-109,2
2345,智邦,544,670,2719,4,34,175,231,4
6446,藥華藥,508,1145,1166,4,-444,-881,-966,0
3037,欣興,497,-8548,-10029,1,446,-259,1580,4
3163,波若威,352,1114,962,3,-351,-415,-327,2
6789,采鈺,347,-1419,-810,3,123,216,214,4
3081,聯亞,341,-247,-899,2,-297,-183,8,3
3008,大立光,229,182,259,3,-12,-43,-71,1
6781,AES-KY,217,198,429,4,1,1,-185,2
1590,亞德客-KY,199,196,97,2,3,32,-21,3
6223,旺矽,149,126,68,2,78,96,223,4
3533,嘉澤,70,1181,1466,5,226,274,71,3
