股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6781,AES-KY,BBU_電池模組,0.44,1.79,502
6121,新普,BBU_電池模組,0.15,-2.95,547
3211,順達,BBU_電池模組,0.0,-3.61,2800
3625,西勝,BBU_電池模組,0.0,-1.83,290
4931,新盛力,BBU_電池模組,-0.71,-1.07,1369
3323,加百裕,BBU_電池模組,-0.92,-2.21,1452
6558,興能高,BBU_電池模組,-2.06,-3.91,645
2308,台達電,BBU_電源供應器與整合,6.33,8.62,15443
2301,光寶科,BBU_電源供應器與整合,1.13,9.12,33625
3625,西勝,BBU_電源供應器與整合,0.0,-1.83,290
5309,系統電,BBU_電源供應器與整合,-1.82,-0.46,3801
3305,昇貿,BBU_電源供應器與整合,-2.24,6.34,2132
6515,穎崴,CPO_先進封裝測試,2.25,10.98,384
6257,矽格,CPO_先進封裝測試,0.79,5.81,5618
3363,上詮,CPO_先進封裝測試,0.44,6.54,4606
3265,台星科,CPO_先進封裝測試,-1.82,1.89,1299
6451,訊芯-KY,CPO_先進封裝測試,-6.48,-7.0,3252
3163,波若威,CPO_光通訊,3.88,20.45,1480
6442,光聖,CPO_光通訊,-1.76,15.04,1008
4979,華星光,CPO_光通訊,-2.55,2.04,14433
3081,聯亞,CPO_光通訊,-3.12,8.5,437
2455,全新,CPO_光通訊,-5.26,9.42,37140
4977,眾達-KY,CPO_光通訊,-9.71,-1.18,8425
3529,力旺,IC設計,9.97,7.3,2245
3661,世芯-KY,IC設計,2.42,8.51,1915
3661,世芯-KY,IC設計,2.42,8.51,1915
2454,聯發科,IC設計,0.54,8.48,8732
3443,創意,IC設計,-1.2,4.21,1316
3443,創意,IC設計,-1.2,4.21,1316
6533,晶心科,IC設計,-2.41,1.36,411
8054,安國,IC設計,-2.43,-3.21,3220
6531,愛普*,IC設計,-3.41,-2.7,1758
2388,威盛,IC設計,-3.53,-2.57,4817
6643,M31,IC設計,-3.75,-10.47,1409
3035,智原,IC設計,-4.14,1.25,6137
3035,智原,IC設計,-4.14,1.25,6137
1815,富喬,PCB,9.9,10.27,80270
3189,景碩,PCB,4.73,9.48,36128
8358,金居,PCB,4.65,13.45,3042
2383,台光電,PCB,4.28,14.03,5309
6213,聯茂,PCB,2.11,5.22,19972
2313,華通,PCB,1.91,8.43,85537
2367,燿華,PCB,1.74,-1.87,73695
8046,南電,PCB,1.59,9.76,20740
5469,瀚宇博,PCB,0.63,1.6,3668
6274,台燿,PCB,0.0,2.5,5667
