股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2409,友達,156579,197243,192896,3,3,-1125,-2329,1
6770,力積電,112644,77444,-1017,1,7427,7425,7364,1
2344,華邦電,47386,26004,-15333,3,-1360,-8203,-17270,1
3481,群創,44175,46251,44140,3,-37,-68,-212,0
2303,聯電,38568,87140,8083,3,14860,8358,16936,3
3711,日月光投控,18355,18262,23212,3,-510,-273,-5176,2
1815,富喬,18325,27397,38297,4,4741,2775,3051,4
2330,台積電,16135,17059,10803,3,-367,-638,-1371,2
2408,南亞科,13693,-20276,-58189,3,351,-3594,-5280,1
4958,臻鼎-KY,9974,-7830,-8041,2,2722,1925,8376,3
3006,晶豪科,9409,2964,-4337,2,-1,135,234,3
1326,台化,8559,11572,53085,3,-8,100,199,2
2492,華新科,8312,16050,14263,2,-4,-68,-307,0
2337,旺宏,7691,-4696,-10005,2,-6,-1173,-3780,0
2449,京元電子,6996,-5542,-10380,2,1560,1453,5651,3
2327,國巨,6448,20333,13638,3,-109,-799,-6645,0
2886,兆豐金,6344,42648,76563,5,1207,3976,5938,3
1802,台玻,5993,-421,1063,2,113,179,904,5
2436,偉詮電,5950,5580,7848,4,0,0,0,0
2845,遠東銀,5219,33555,48030,4,-10,1338,5686,2
1301,台塑,4911,11913,26053,3,-10,-484,-1556,0
5876,上海商銀,4823,9309,24460,5,1059,4752,5165,4
6147,頎邦,3854,-5919,-6475,2,9,28,-863,3
2885,元大金,3640,28959,37896,5,-44,2496,-323,2
6182,合晶,3633,-1151,1057,3,100,100,-57,1
8021,尖點,3583,-841,-601,3,-212,-506,-444,2
8150,南茂,3203,2989,14922,3,117,117,114,3
5347,世界,3200,3061,2859,3,1550,1648,439,4
2454,聯發科,2913,4619,3058,3,920,1714,2562,4
3260,威剛,2542,-3597,-4306,2,0,146,233,3
5443,均豪,2402,2635,1529,4,0,0,0,0
3042,晶技,1512,1910,7096,3,-40,-198,-7,2
6239,力成,1441,40,2032,2,-12,-246,-28,1
3037,欣興,1079,3874,8177,5,360,-6000,-10093,1
3034,聯詠,994,946,3468,4,30,26,468,3
6274,台燿,955,2058,2643,5,-1766,-3091,-4554,0
1560,中砂,801,289,892,2,-1,-103,-163,1
6531,愛普*,792,-815,-1237,2,37,472,531,5
3374,精材,719,2989,5235,5,0,-4,2064,1
2360,致茂,570,487,197,2,31,-24,-26,2
8299,群聯,551,738,434,4,-38,-76,-205,0
6446,藥華藥,526,-71,-877,2,-60,125,-901,2
1519,華城,483,439,876,3,112,115,270,5
3026,禾伸堂,402,2464,-69,3,81,66,619,3
3450,聯鈞,394,326,-2877,3,-1,-180,740,2
3693,營邦,389,1389,2227,5,0,0,0,0
6223,旺矽,332,565,275,4,-3,-406,-418,1
8046,南電,260,-2642,-3140,3,-584,-4066,-4934,0
3131,弘塑,244,216,193,1,6,9,121,5
5536,聖暉*,238,164,-524,3,6,102,81,4
2308,台達電,186,3702,-3826,3,-9,392,-443,3
6805,富世達,150,321,603,5,10,-414,-1059,1
2383,台光電,131,-41,-445,1,30,-277,-284,2
7734,印能科技,81,140,184,3,-50,-63,-138,0
3443,創意,78,229,202,4,-116,-49,-154,3
5274,信驊,44,-29,-205,1,56,188,483,5
