股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,25365,-11710,-64655,1,-189,-97,-2,2
2886,兆豐金,11762,21155,37027,5,154,434,732,3
2605,新興,9333,89,5218,2,0,2,2,1
5880,合庫金,7303,5911,15149,4,142,469,540,4
8358,金居,7004,6804,10859,3,-1100,-6355,-5939,1
3062,建漢,6727,13222,12804,4,0,0,0,0
2353,宏碁,5523,-1775,1814,2,694,584,464,1
2344,華邦電,5077,24046,-37301,2,29414,23200,14401,1
6257,矽格,4855,4801,11596,4,125,253,178,3
2355,敬鵬,4675,-1154,4556,3,0,-3,-5,0
1785,光洋科,3448,-6022,-7962,2,0,0,-2,0
2337,旺宏,3319,16501,24121,5,-6437,-9022,-12200,1
8027,鈦昇,3068,3830,5039,4,0,0,0,0
1582,信錦,2185,-202,1449,4,0,510,509,1
3036,文曄,1753,4473,7869,5,-831,-643,760,4
3211,順達,1531,-3669,4681,3,1085,2281,5669,5
1519,華城,1386,897,895,3,-659,-1519,-1516,1
6414,樺漢,1171,1094,1016,3,-3,46,94,2
6531,愛普*,1087,229,-1521,1,21,118,161,4
1477,聚陽,892,2547,3835,5,35,-44,-112,1
3583,辛耘,627,1198,2335,4,151,154,154,4
3661,世芯-KY,559,-1002,-1228,2,-170,-381,-688,0
8299,群聯,535,3578,4291,4,-73,-2525,-3025,0
6830,汎銓,497,15,212,3,0,0,0,0
3131,弘塑,396,613,616,4,-185,-176,-180,1
3529,力旺,375,525,630,5,11,-217,-91,3
3533,嘉澤,363,183,-518,2,160,515,1820,5
3653,健策,340,315,35,2,-180,-87,-173,2
2454,聯發科,313,-400,-3409,2,-855,-1544,-2051,1
3443,創意,310,400,407,3,17,-46,-246,3
6640,均華,180,139,217,4,0,0,-10,0
7734,印能科技,134,291,368,4,140,197,244,3
6515,穎崴,51,98,184,4,-89,-132,-200,0
