股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,29219,-29813,-71555,1,-65,-112,-94,1
1815,富喬,26350,46922,72753,5,3786,6794,9602,5
2002,中鋼,22940,29004,13259,2,0,-30,-73,0
2610,華航,19376,31949,35338,5,1249,1449,1027,3
2892,第一金,14403,127082,253549,5,-13430,-135026,-268188,0
1101,台泥,14304,25321,28606,5,0,-22,-22,0
2618,長榮航,13169,23044,31032,5,-1751,-6933,-7863,0
2891,中信金,11233,68273,125114,5,-4128,-72025,-124961,0
2317,鴻海,10497,13190,26193,4,355,-14413,-28570,1
2885,元大金,8816,36557,66853,5,-8139,-37909,-65507,0
2882,國泰金,8454,50108,99810,5,-624,-48036,-90995,0
2371,大同,8026,26115,49166,5,-136,-17913,-35691,0
2301,光寶科,7715,19232,23133,4,-5270,-17517,-19740,1
8021,尖點,7200,3790,3787,3,880,807,283,1
2609,陽明,6893,45709,50482,5,-28,-90,-408,0
4938,和碩,6240,5686,-538,2,-7807,-11478,-8329,3
5347,世界,5622,13292,18803,5,-6733,-11782,-12660,0
3231,緯創,5128,20041,28922,5,-1818,-7141,-11490,0
2303,聯電,4668,45109,82895,5,-5322,-43447,-64654,0
2347,聯強,4492,15156,21927,5,-5458,-20082,-30793,0
1303,南亞,3959,1161,-11203,3,1526,-3330,-10070,1
2881,富邦金,3844,15590,35958,5,-400,-17721,-34662,0
1504,東元,3418,32400,62113,5,-2434,-34655,-67464,0
2385,群光,3266,4161,5118,5,-3150,-6919,-8088,0
2330,台積電,3091,3023,15266,4,372,654,936,4
3260,威剛,2881,11655,13206,4,2138,604,2060,4
2451,創見,2719,4181,4699,3,-2834,-8156,-7667,1
5371,中光電,2423,2364,-191,3,-412,-442,231,2
3017,奇鋐,1227,1923,3244,4,32,47,840,4
3211,順達,1201,2030,-1235,2,781,-88,2590,2
2603,長榮,1153,3824,-646,2,378,8214,15456,5
2474,可成,1143,3988,3950,4,-2181,-4072,-4279,1
3030,德律,1021,3148,6369,5,-58,-2312,-4497,0
3711,日月光投控,1020,16200,32124,5,-1765,-21498,-37602,0
3037,欣興,997,-973,-7165,1,1,182,-1126,2
3034,聯詠,918,1647,2552,5,-704,-1643,-2591,0
2449,京元電子,856,2856,7605,4,2389,1011,-1517,1
3044,健鼎,783,3002,5958,5,-956,-3317,-4932,0
3293,鈊象,701,843,880,4,0,-81,-131,0
6121,新普,666,1206,1206,4,-598,-1140,-908,1
6531,愛普*,665,2340,4260,5,0,-7,19,1
3406,玉晶光,473,-322,-725,1,35,585,1154,5
3661,世芯-KY,450,426,260,2,27,-198,-147,2
8299,群聯,308,3187,4088,4,17,-2909,-5577,1
3008,大立光,188,48,-200,2,432,836,975,3
5269,祥碩,184,190,289,3,0,0,0,0
6669,緯穎,157,248,208,4,-16,-74,-225,2
6805,富世達,142,-305,-268,2,188,236,273,3
2059,川湖,91,88,-25,2,15,52,193,5
