股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2887,台新金,42920,-14097,-47600,1,733,27962,51932,5
2409,友達,33792,40616,-2297,3,-9,29,30,4
2002,中鋼,18820,-2519,29552,4,29,161,183,4
1303,南亞,16451,13023,9770,3,3021,9825,-2328,3
2891,中信金,10894,-2004,-6530,2,4600,13942,21428,5
2317,鴻海,10467,-24797,-33439,1,67,80,277,3
1326,台化,9229,33350,44317,3,45,-4082,-4502,2
1301,台塑,8452,-6154,4728,2,688,3056,4162,4
5880,合庫金,7968,12964,19885,4,66,468,535,4
2886,兆豐金,7451,25024,37580,5,771,1207,1125,3
2892,第一金,7058,13504,15401,4,66,490,556,4
6505,台塑化,6395,1350,7443,4,2263,3682,3695,4
3711,日月光投控,6386,134,-1467,2,218,-170,-418,3
2801,彰銀,6290,686,2492,3,0,17,17,1
2812,台中銀,6284,11775,20480,5,0,1,4,2
2330,台積電,6181,-30216,-46542,1,633,2611,3540,5
2890,永豐金,6009,-9977,-9379,2,-195,389,503,3
2105,正新,5937,9201,17699,4,1,-44,-82,2
2615,萬海,5919,10926,11276,4,1,-26,-91,1
2885,元大金,5907,-1471,-2459,3,3740,6648,6845,4
2382,廣達,4859,-2425,2180,3,1132,1575,1475,4
1802,台玻,4449,181,-604,3,0,5,61,2
2301,光寶科,3327,981,7633,3,-326,-282,-493,2
2455,全新,3252,-1832,-5917,1,151,155,2184,4
3231,緯創,3030,-4357,-6120,1,1020,964,271,3
4938,和碩,2798,848,11970,4,-386,-1406,-1513,2
3105,穩懋,2735,-7497,-8191,2,3852,6691,10623,5
8096,擎亞,2635,3277,8164,5,0,0,0,0
1513,中興電,2498,-894,-4611,1,0,0,0,1
2327,國巨,2067,-4472,-2281,2,-512,118,115,3
6274,台燿,1950,-246,1931,2,973,901,1677,4
2412,中華電,1755,-1654,-1188,2,-3033,-6285,-6436,1
8046,南電,1743,1932,3743,3,425,1164,5128,5
8069,元太,1724,-443,-1338,2,25,-28,89,3
2603,長榮,1668,-2877,-5704,1,1000,1730,2351,5
3596,智易,1444,1240,2740,4,0,-151,-321,0
5475,德宏,1419,574,733,2,266,604,1018,3
2408,南亞科,1340,5776,-16687,3,-2140,-12542,-21699,0
3189,景碩,1301,1260,2819,4,-2127,-4652,-5008,0
4958,臻鼎-KY,1223,-937,6814,3,706,1356,1751,5
1477,聚陽,1193,2662,4693,5,0,-5,-87,1
1519,華城,1128,2818,1194,3,-79,-1175,-1599,0
2049,上銀,1127,680,1100,4,15,16,105,3
2376,技嘉,963,-731,3933,3,11,13,11,4
3036,文曄,917,3880,6367,5,-813,-1480,-70,3
3034,聯詠,861,-383,5698,3,53,55,11,3
2449,京元電子,826,3353,-1771,3,-635,-4478,-6390,1
8464,億豐,824,1185,1752,5,0,-16,-21,1
3044,健鼎,754,-1336,-2091,1,-559,-722,-489,3
8210,勤誠,680,-931,-1055,2,16,-479,-713,2
3533,嘉澤,628,993,678,3,18,345,1282,5
6446,藥華藥,585,162,-27,1,-70,-143,-145,2
2360,致茂,525,715,160,2,-31,64,322,3
2308,台達電,440,-6028,-9855,1,483,834,1502,5
3081,聯亞,424,16,-25,3,3,267,875,4
6187,萬潤,401,437,1645,4,0,0,889,2
3665,貿聯-KY,356,-104,-661,1,469,1226,1866,5
3661,世芯-KY,299,-505,-956,2,8,-320,-667,1
3131,弘塑,202,637,865,5,36,-151,-144,2
6442,光聖,155,-433,-1063,1,37,118,413,5
6223,旺矽,143,189,-58,2,209,227,145,3
2383,台光電,114,-450,-471,2,242,263,436,4
6510,精測,85,72,498,4,27,172,-360,2
6515,穎崴,48,139,146,4,-53,-185,-199,0
