排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體封裝與測試,4.7,100.0,4/4,0.69,4.09,-0.62,-2.35
2,記憶體製造,7.6,100.0,4/4,5.97,82.97,2.79,6.66
3,記憶體模組,4.12,100.0,7/7,-27.24,-35.27,6.22,3.29
4,半導體設備,2.1,85.71,6/7,1.53,-1.22,-0.03,0.61
5,無塵室與機電工程,1.17,80.0,4/5,-0.59,-6.91,3.17,3.65
6,被動元件,1.28,73.68,14/19,1.73,9.17,-0.66,-1.56
7,光學元件或組裝,1.36,73.33,11/15,17.23,7.74,1.65,-1.71
8,網通設備組件,2.24,70.0,14/20,43.12,101.52,2.08,-6.86
9,電器電纜,0.9,70.0,7/10,-0.74,2.07,1.16,1.81
10,CPO_光通訊,1.6,66.67,4/6,6.43,10.69,1.99,-1.75
11,CPO_先進封裝測試,2.85,60.0,3/5,1.61,5.52,-1.05,-5.52
12,PCB,1.31,60.0,9/15,-2.22,54.69,-2.35,-5.7
13,銅,1.19,60.0,6/10,-2.93,-16.93,-6.84,-10.86
14,BBU_電源供應器與整合,0.64,60.0,3/5,4.09,2.84,-0.32,-1.28
15,軍工_無人機相關,0.36,55.56,5/9,28.69,69.82,0.44,-0.35
16,電池或電源,-0.19,55.0,11/20,-10.34,-23.57,-1.13,-4.44
17,玻璃,1.11,53.33,8/15,20.71,73.61,2.48,8.13
18,銀,0.33,50.0,2/4,-2.62,11.02,-0.81,-0.97
19,TPU_光通訊與連接器,0.31,50.0,2/4,-1.27,-8.71,-0.07,-3.79
20,軟體設計,0.34,46.67,7/15,0.42,-0.38,0.03,-0.01
21,BBU_電池模組,-0.95,42.86,3/7,-9.71,-22.74,-1.98,-4.83
22,記憶體控制IC,-0.12,40.0,2/5,-2.64,2.09,-0.12,-0.13
23,化學,0.27,40.0,8/20,-12.11,-39.4,-7.54,-7.02
24,TPU_伺服器主板與印刷電路板,0.73,40.0,2/5,1.91,38.11,-0.88,0.6
25,軍工_航太製造與維修,-0.36,33.33,2/6,0.23,-0.45,0.0,0.0
26,廠務系統與水處理,-14.13,28.57,2/7,2.59,7.15,0.09,-0.16
27,工業自動化與機器人,-0.54,28.57,2/7,-3.25,-3.93,-0.0,0.89
28,造紙,-0.43,28.57,2/7,-0.04,-0.14,0.0,-0.0
29,TPU_散熱,0.16,25.0,1/4,-5.71,8.74,0.09,7.24
30,IC設計,-0.1,23.08,3/13,12.73,41.45,-0.79,-9.2
31,鋼鐵,-0.51,20.0,3/15,-1.44,2.64,-0.06,-0.13
32,紡織,-0.59,20.0,4/20,-0.47,-1.31,-0.41,-1.42
33,機器人,-0.52,14.29,2/14,-0.15,-8.66,-0.39,1.05
34,航運,-1.18,13.33,2/15,-13.77,-37.02,-0.71,-1.11
35,塑膠,-0.87,11.11,2/18,-12.24,-37.24,-7.15,-6.07
36,金融,-0.87,11.11,2/18,-12.24,-37.24,-7.15,-6.07
