股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2610,華航,52784,66178,43484,3,664,5494,9383,5
3481,群創,42096,80505,81353,3,174,-131,371,3
2409,友達,39607,36180,37827,3,102,201,205,4
2618,長榮航,34341,69603,86695,5,727,2536,-3780,3
1101,台泥,17795,34704,33268,3,12,54,18,2
2412,中華電,9689,30059,36489,5,63,853,637,3
6116,彩晶,7971,10355,6869,3,0,0,0,0
2313,華通,7221,7525,10831,3,-763,-5848,-5819,2
5876,上海商銀,7220,16686,20484,4,24,3440,-74,3
2002,中鋼,7059,54957,120497,5,18,18,-8,1
4958,臻鼎-KY,6886,6585,-7981,2,-2678,-2723,-1660,2
6505,台塑化,6353,1157,28404,4,137,-1318,-2947,1
3045,台灣大,5641,21446,30303,5,483,929,-2348,3
2646,星宇航空,5311,6529,2231,2,1,11,43,4
5871,中租-KY,5122,7200,3539,3,1082,2110,8053,5
2812,台中銀,5088,30393,26068,4,17,60,57,4
6147,頎邦,4157,26068,28449,4,-807,-7130,-10370,1
4904,遠傳,4086,17920,27808,5,144,511,-5344,3
2481,強茂,3751,12041,-187,3,-1806,-10415,-11512,1
3042,晶技,3157,2380,1735,3,0,-1193,-3059,0
8046,南電,2813,2707,1724,3,-589,-375,603,3
4919,新唐,2687,5274,6175,5,8,8,-333,1
5483,中美晶,2568,2209,-1296,3,-1,2076,1284,3
2382,廣達,2487,-2171,-5756,1,1397,4009,4959,5
6213,聯茂,2447,-3275,-11805,2,-898,-1578,-1150,2
2351,順德,2115,3070,3197,4,-250,-392,-415,1
3189,景碩,2039,-194,-1816,1,-98,-1217,444,2
2368,金像電,1937,2778,4191,5,-1657,-2137,-5587,0
3231,緯創,1838,37907,141134,5,4658,18721,18251,4
2603,長榮,1448,5163,12853,5,77,165,-1879,3
2493,揚博,1406,1563,1050,2,0,15,193,3
8358,金居,1194,989,-2275,1,-1766,-2061,-2375,0
6415,矽力*-KY,1101,1439,481,2,-241,-165,-408,1
3532,台勝科,1074,3368,1267,3,3,-1872,-1812,2
2376,技嘉,1054,-1677,-3419,1,-1761,-897,789,4
2472,立隆電,1007,1648,676,3,96,110,-5,2
3450,聯鈞,957,-2746,-3016,2,193,1562,2617,5
2357,華碩,782,1116,4960,4,43,590,-212,2
2455,全新,736,-1435,118,3,42,131,691,5
5269,祥碩,690,668,605,3,3,12,79,5
3293,鈊象,621,1002,1044,4,1,8,62,3
6451,訊芯-KY,590,433,-14,2,0,0,-27,0
6274,台燿,550,540,-407,2,-129,-254,274,2
8996,高力,458,566,-265,2,-549,-810,-375,3
2404,漢唐,308,-7,408,4,-804,-801,-1176,2
6442,光聖,242,-556,-1329,2,33,70,251,5
1590,亞德客-KY,177,263,332,4,-473,-471,-274,4
3443,創意,177,285,-177,2,23,-111,209,4
