排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體控制IC,4.92,100.0,5/5,10.31,1.4,-0.04,-0.35
2,廠務系統與水處理,0.31,85.71,6/7,0.17,-0.68,0.09,0.45
3,被動元件,1.37,84.21,16/19,-4.43,-15.87,16.45,18.85
4,CPO_先進封裝測試,3.35,80.0,4/5,0.83,-14.04,-1.05,4.97
5,IC設計,0.96,76.92,10/13,8.72,10.2,15.14,38.19
6,銀,0.6,75.0,3/4,-13.43,-24.69,16.27,20.69
7,記憶體模組,5.58,71.43,5/7,25.85,47.28,-5.57,-7.88
8,銅,1.03,70.0,7/10,-11.49,-43.31,8.11,7.65
9,PCB,0.59,60.0,9/15,-15.67,-27.71,4.99,-7.01
10,無塵室與機電工程,0.53,60.0,3/5,2.65,-21.52,2.39,-0.12
11,半導體設備,0.7,57.14,4/7,0.39,9.05,1.21,3.8
12,記憶體封裝與測試,-0.09,50.0,2/4,-10.36,-13.33,0.14,0.09
13,CPO_光通訊,0.48,50.0,3/6,-1.33,1.83,5.03,9.79
14,軟體設計,0.25,46.67,7/15,-0.4,-2.1,0.06,-0.17
15,網通設備組件,0.92,45.0,9/20,23.36,6.51,13.6,32.56
16,光學元件或組裝,-0.09,40.0,6/15,-7.82,-8.02,14.76,38.55
17,TPU_伺服器主板與印刷電路板,0.93,40.0,2/5,-6.24,-13.14,2.83,-2.0
18,BBU_電源供應器與整合,-1.41,40.0,2/5,17.06,37.73,-9.75,-29.87
19,紡織,-0.1,40.0,8/20,-2.3,-1.74,-0.4,-1.29
20,化學,-0.04,30.0,6/20,4.2,6.94,-2.61,-3.51
21,機器人,-0.67,28.57,4/14,7.56,9.14,0.61,-5.87
22,TPU_光通訊與連接器,-0.05,25.0,1/4,-3.59,8.68,3.42,6.03
23,記憶體製造,-0.5,25.0,1/4,-80.89,-35.76,0.25,49.61
24,金融,-0.45,21.05,4/19,-4.4,-6.03,-1.71,-1.41
25,玻璃,-0.88,20.0,3/15,-16.62,-2.92,2.21,-0.06
26,鋼鐵,-0.58,20.0,3/15,-24.12,-8.07,2.97,9.6
27,塑膠,-0.55,16.67,3/18,-4.4,-6.03,-1.71,-1.41
28,電池或電源,-1.02,15.0,3/20,11.01,32.73,-16.19,-41.31
29,造紙,-0.46,14.29,1/7,-0.33,-0.42,0.0,0.1
30,工業自動化與機器人,-0.47,14.29,1/7,0.15,0.63,-0.02,-0.01
31,軍工_無人機相關,-1.4,11.11,1/9,4.88,-26.59,8.17,27.57
32,電器電纜,-0.88,10.0,1/10,-11.45,-31.26,-0.41,-1.07
33,航運,-0.63,6.67,1/15,2.62,24.64,2.02,0.35
34,軍工_航太製造與維修,-1.32,0.0,0/6,-0.67,-6.03,0.0,0.81
35,低軌衛星,-2.43,0.0,0/7,-3.09,-13.07,-0.54,-6.09
36,TPU_散熱,-1.1,0.0,0/4,-1.95,25.09,5.22,9.51
37,BBU_電池模組,-1.84,0.0,0/7,0.06,1.44,-4.79,-5.92
