股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2317,鴻海,27796,83222,90474,4,210,5918,4292,2
2890,永豐金,15378,29921,34470,5,-9743,-33357,-47209,0
2303,聯電,14341,46006,152967,4,13116,23279,64275,4
1802,台玻,10427,11969,-24321,3,-118,-118,-118,0
2834,臺企銀,9781,13609,57349,4,4,-20,-103,2
1102,亞泥,9618,17204,8712,3,-2626,-10468,-17759,0
2886,兆豐金,9155,17780,24217,4,-7916,-23728,-33515,0
6190,萬泰科,9040,8067,8272,4,0,0,0,0
3673,TPK-KY,8807,9453,895,2,0,0,0,0
2880,華南金,8565,30146,47291,5,-9176,-33139,-47200,0
2330,台積電,7193,7271,-5144,2,754,708,-816,3
2337,旺宏,7066,-4717,-18796,2,-16640,-28997,-39652,0
4927,泰鼎-KY,6812,4393,8010,2,0,0,0,0
2887,台新金,6734,23469,12054,3,-17848,-57004,-85546,0
6257,矽格,6500,3910,4339,2,-1740,-3242,-5631,0
2881,富邦金,6181,19659,15783,4,-2822,-9922,-19357,0
5871,中租-KY,5911,16334,27288,5,-2465,-8334,-10779,0
8028,昇陽半導體,5876,19409,19940,5,-87,-27,-155,1
1815,富喬,4390,-3620,-7347,2,-1886,-2916,-2577,2
2351,順德,4291,1150,-261,1,107,249,249,2
6415,矽力*-KY,4023,3063,5944,4,465,2799,2721,3
2388,威盛,3985,10173,7737,4,599,597,850,2
2049,上銀,3909,6457,8269,4,-4,-3,-4,1
2344,華邦電,3812,14848,73538,4,-376,-6336,-33290,0
3035,智原,3595,6360,9330,5,0,-1,-3,0
5483,中美晶,3352,8625,17639,5,-395,-3231,-5388,0
2474,可成,3256,6475,7605,5,-1967,-7307,-9979,0
3162,精確,3085,4394,6344,4,0,0,0,0
6285,啟碁,2988,6467,-3376,2,-1852,-4760,-5931,0
1773,勝一,2952,3274,4014,4,0,0,-4,0
6488,環球晶,2949,4773,6303,4,-989,2234,1899,3
2476,鉅祥,2721,4835,6437,4,165,165,165,1
3450,聯鈞,2674,1595,-2458,2,-17,-17,1784,1
2376,技嘉,2586,7335,11418,5,-341,-2830,-2811,2
3211,順達,2266,8186,7564,4,-3141,-4271,-4155,1
6706,惠特,2210,7,-1655,1,0,0,0,0
5536,聖暉*,2019,4053,6930,5,-163,-321,-525,0
8155,博智,1923,1628,941,2,0,0,0,0
3587,閎康,1842,1455,962,1,0,0,0,0
3037,欣興,1826,5437,5806,5,105,-409,-1107,1
2458,義隆,1634,5756,7460,5,-120,-1205,-2014,0
3105,穩懋,1519,-2664,1685,3,-1906,-618,1321,3
8033,雷虎,1495,1357,3343,4,0,0,0,0
3264,欣銓,1405,2034,3929,3,-130,1258,4356,4
3044,健鼎,1394,3027,3233,4,-258,-624,-1029,1
3376,新日興,1358,6542,7491,4,320,1371,2734,5
3227,原相,1326,1991,2138,4,-691,-1353,-1374,0
3363,上詮,1269,788,1108,3,2,27,60,5
6139,亞翔,1173,2032,4741,5,-249,-1155,-1427,0
3661,世芯-KY,1123,3102,3799,5,41,726,898,5
3374,精材,1097,-3307,-3271,3,3,35,-52,3
8210,勤誠,967,1270,1606,4,75,114,175,3
3023,信邦,951,2980,3807,5,-434,-1503,-2457,0
6196,帆宣,875,-472,369,3,-63,-200,-285,0
6414,樺漢,866,3205,5712,5,-120,-576,-926,0
4749,新應材,862,1784,3801,5,-124,-142,-178,2
5284,jpp-KY,821,346,1150,4,0,0,0,0
2454,聯發科,746,4500,9794,3,590,4170,5623,5
6290,良維,716,-140,3375,4,0,0,0,2
6664,群翊,709,1276,851,3,0,-7,-8,0
2379,瑞昱,683,5741,9376,5,-831,-2199,-3631,0
3406,玉晶光,678,2250,3602,3,-346,-1714,-2175,0
8021,尖點,652,973,1457,5,-114,-176,-234,1
6187,萬潤,627,35,-2290,1,-816,84,1379,4
3324,雙鴻,623,2187,1627,3,3,56,57,4
2395,研華,582,2105,4564,5,-6,-78,-211,0
3693,營邦,565,680,788,4,29,51,58,3
3665,貿聯-KY,537,1116,1391,4,236,358,397,3
6789,采鈺,465,-887,-523,3,-2,-310,-130,2
1560,中砂,437,1716,2302,5,-36,-202,-499,0
3533,嘉澤,421,155,-474,2,-76,105,472,4
6669,緯穎,381,-84,428,3,244,1293,1888,5
1590,亞德客-KY,379,315,578,4,56,283,281,3
6691,洋基工程,316,989,1083,4,-171,-352,-491,0
4971,IET-KY,299,-513,-428,2,0,-130,-130,0
3529,力旺,210,227,0,2,-132,-52,271,3
2360,致茂,199,335,-4214,2,-366,-579,-519,1
6223,旺矽,108,-329,-742,2,-57,-272,-81,2
3443,創意,55,-542,-716,1,4,61,207,5
6515,穎崴,20,-6,-16,3,33,133,299,5
