排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,2.48,100.0,7/7,3.71,2.17,0.14,1.42
2,CPO_先進封裝測試,3.0,80.0,4/5,-1.48,-4.11,-1.97,-1.84
3,記憶體封裝與測試,2.91,75.0,3/4,8.5,7.77,-1.81,-4.71
4,TPU_光通訊與連接器,0.71,75.0,3/4,37.1,82.95,12.39,17.33
5,TPU_散熱,1.66,75.0,3/4,-12.81,-31.6,7.86,11.59
6,半導體設備,0.9,71.43,5/7,5.39,4.86,0.55,0.27
7,造紙,0.21,71.43,5/7,-0.02,-0.33,0.0,-0.0
8,工業自動化與機器人,0.27,71.43,5/7,1.58,1.6,-0.0,-0.0
9,航運,0.49,60.0,9/15,5.16,-20.91,-0.75,-0.72
10,BBU_電源供應器與整合,0.03,60.0,3/5,-29.75,-17.5,-6.26,-10.04
11,無塵室與機電工程,1.25,60.0,3/5,-0.57,3.84,18.17,32.64
12,電池或電源,0.43,60.0,12/20,-35.49,-20.7,-4.79,-3.8
13,塑膠,0.33,55.56,10/18,-3.23,-14.57,-2.95,-3.12
14,化學,0.33,55.0,11/20,0.09,-11.61,-3.03,-3.97
15,金融,0.3,52.63,10/19,-3.23,-14.57,-2.95,-3.12
16,電器電纜,0.12,50.0,5/10,-6.06,-1.43,0.37,3.57
17,機器人,-0.07,50.0,7/14,-23.41,-17.01,-6.74,-10.2
18,光學元件或組裝,-0.74,46.67,7/15,-1.09,-17.0,-2.18,-2.4
19,鋼鐵,-0.01,46.67,7/15,7.84,-3.63,-0.16,-0.2
20,TPU_伺服器主板與印刷電路板,0.31,40.0,2/5,-9.75,34.73,4.32,10.58
21,記憶體控制IC,2.6,40.0,2/5,1.24,0.0,-0.12,-0.26
22,IC設計,-0.84,38.46,5/13,-50.28,12.83,-1.25,-0.33
23,軍工_無人機相關,-0.78,33.33,3/9,-46.46,-1.67,-1.37,-1.25
24,銅,-0.47,30.0,3/10,6.3,29.02,2.15,16.86
25,紡織,-0.51,30.0,6/20,-1.64,-7.19,-0.58,-1.81
26,網通設備組件,-0.74,30.0,6/20,-15.61,81.17,10.71,19.51
27,廠務系統與水處理,0.05,28.57,2/7,2.66,8.29,-0.01,0.02
28,記憶體模組,-0.73,28.57,2/7,-8.95,-39.44,1.61,8.62
29,PCB,-0.28,26.67,4/15,15.7,78.08,1.35,20.52
30,記憶體製造,-0.72,25.0,1/4,-10.3,-3.9,-0.01,0.22
31,玻璃,-0.67,20.0,3/15,8.48,38.44,-4.7,4.67
32,軍工_航太製造與維修,-0.39,16.67,1/6,0.61,-1.45,-0.21,-0.21
33,CPO_光通訊,-1.87,16.67,1/6,9.52,9.81,-2.04,-2.68
34,被動元件,-1.68,10.53,2/19,-54.0,-40.11,-2.25,-3.18
35,軟體設計,-0.79,6.67,1/15,-0.61,-1.63,-0.38,-0.28
36,銀,-2.61,0.0,0/4,-29.02,-14.51,-0.35,0.95
