股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2891,中信金,50583,87404,114570,5,-3888,-23098,-43023,0
2887,台新金,36307,55820,156231,4,-3165,-35706,-108581,0
2603,長榮,25570,15940,11147,3,-2440,-6829,-7302,0
2027,大成鋼,21268,38903,96614,5,-1319,-2668,-4688,0
2337,旺宏,13039,-42239,-44557,1,-7923,-10991,-12759,2
3481,群創,12966,-58503,-173181,2,-24,1117,809,3
2344,華邦電,12724,-55391,-15333,3,1746,15428,57575,5
2883,凱基金,10461,-4603,-7469,3,5958,-12776,-21084,1
2388,威盛,8966,8066,8977,2,180,367,367,2
5309,系統電,7378,7707,8178,4,108,138,138,2
2312,金寶,7270,13319,7292,4,-2493,-5174,-5174,0
5425,台半,7146,12137,8152,4,573,787,787,2
4916,事欣科,5473,6984,9959,4,-126,-261,-261,0
4958,臻鼎-KY,4812,7081,-14005,3,5761,6626,4323,3
3264,欣銓,4675,4698,6020,3,-1445,-3110,-7154,1
6239,力成,4514,-5099,9719,2,-1207,-2259,-2327,1
6127,九豪,4111,6724,6451,3,0,0,0,0
8358,金居,3994,6419,6754,4,54,34,-1978,1
1582,信錦,3294,4279,7522,4,-2,374,1224,3
1785,光洋科,2811,81,1691,2,-455,-422,-95,3
2615,萬海,2632,18208,15652,3,1534,3840,3819,2
6257,矽格,2630,-160,1187,2,-3018,-4880,-4639,2
2492,華新科,2607,5717,16050,5,30,125,123,2
6213,聯茂,2518,2201,594,3,0,-49,-121,0
6271,同欣電,2282,3421,3653,3,0,0,0,0
8069,元太,2134,4672,14350,5,1021,1867,9860,3
2458,義隆,1746,3568,4617,4,145,176,-148,2
3034,聯詠,1572,4283,8297,5,-87,96,304,3
3357,臺慶科,1492,852,705,3,0,-1,-1,0
8261,富鼎,1489,1255,5400,3,0,18,18,1
2404,漢唐,1437,3846,3365,4,-264,-199,-219,1
2368,金像電,1357,2749,1955,3,-1067,-645,-631,3
6531,愛普*,1144,145,-2953,1,94,852,4199,5
8021,尖點,1096,1763,790,3,-914,-1279,-1569,1
1477,聚陽,1030,977,-422,2,-213,-261,-252,1
1560,中砂,1001,1109,-157,3,-773,-771,-733,3
1476,儒鴻,941,178,-571,1,-4,-45,-70,0
8046,南電,729,639,-1539,3,-24,-15,-3396,1
2379,瑞昱,611,4494,5600,5,-115,-832,-943,1
3693,營邦,443,420,725,3,-90,-117,-184,0
2383,台光電,359,940,1012,4,-167,-361,-367,2
4991,環宇-KY,299,997,1352,5,0,-188,-171,1
3583,辛耘,266,-46,-787,2,-22,121,571,3
3653,健策,212,-131,-88,2,-164,-113,-350,2
3081,聯亞,193,578,153,3,79,-98,118,3
3529,力旺,182,665,833,4,50,-179,-154,3
6274,台燿,168,481,1238,4,35,-98,-988,2
2360,致茂,127,1444,1680,4,46,-576,-724,2
3661,世芯-KY,126,-275,300,3,67,84,65,3
7734,印能科技,118,146,57,2,-2,6,43,2
6223,旺矽,81,217,420,3,-31,122,247,2
2059,川湖,71,101,162,3,-5,-23,-90,0
5274,信驊,46,314,325,4,-25,-269,-255,2
