排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_光通訊與連接器,1.35,100.0,4/4,-1.6,-16.24,1.65,5.99
2,電器電纜,1.82,90.0,9/10,24.13,36.33,-1.02,-5.46
3,廠務系統與水處理,2.19,85.71,6/7,0.93,1.38,0.38,0.34
4,CPO_光通訊,1.12,83.33,5/6,-9.63,-11.04,2.87,14.39
5,CPO_先進封裝測試,3.91,80.0,4/5,9.16,11.41,4.73,1.18
6,無塵室與機電工程,2.17,80.0,4/5,8.32,20.05,0.36,-12.15
7,記憶體封裝與測試,5.1,75.0,3/4,8.07,8.46,-4.82,-16.84
8,TPU_散熱,3.07,75.0,3/4,14.63,33.6,1.9,12.67
9,銀,-0.46,75.0,3/4,-5.17,-12.95,0.15,-1.32
10,鋼鐵,0.82,73.33,11/15,3.35,-3.87,5.65,17.27
11,半導體設備,1.32,71.43,5/7,3.18,8.47,-1.1,-5.63
12,PCB,1.62,66.67,10/15,-0.0,7.86,-7.48,-0.17
13,航運,0.64,66.67,10/15,16.29,18.47,12.62,35.72
14,被動元件,-0.01,63.16,12/19,-4.61,-29.21,-1.17,-0.35
15,IC設計,0.43,61.54,8/13,-18.37,-59.88,1.46,-0.24
16,記憶體控制IC,3.34,60.0,3/5,15.42,19.44,-0.12,-0.34
17,銅,1.39,60.0,6/10,8.15,-0.01,2.03,20.66
18,TPU_伺服器主板與印刷電路板,1.25,60.0,3/5,-10.36,-23.68,2.25,6.04
19,造紙,0.21,57.14,4/7,-0.03,-0.52,0.03,0.07
20,低軌衛星,1.78,57.14,4/7,-4.78,-10.59,-2.53,-1.52
21,網通設備組件,0.62,55.0,11/20,3.98,-10.44,8.42,33.09
22,光學元件或組裝,0.95,53.33,8/15,-3.28,-21.85,13.08,26.12
23,玻璃,0.45,53.33,8/15,6.44,13.74,-1.83,14.48
24,機器人,-0.17,42.86,6/14,4.7,15.47,-13.47,-38.14
25,BBU_電源供應器與整合,-0.34,40.0,2/5,4.24,0.36,-14.84,-21.55
26,電池或電源,-0.19,35.0,7/20,12.42,5.29,-18.78,-31.16
27,記憶體模組,-0.5,28.57,2/7,5.69,40.79,-31.88,-65.56
28,BBU_電池模組,0.4,28.57,2/7,4.48,-2.22,-2.79,-8.15
29,記憶體製造,-0.19,25.0,1/4,-67.73,-18.4,-7.85,3.12
30,軍工_無人機相關,-0.53,22.22,2/9,-17.64,-60.56,6.12,8.52
31,軟體設計,-0.69,20.0,3/15,-0.87,-1.72,0.07,0.15
32,紡織,-0.18,20.0,4/20,1.18,4.37,-3.05,-8.61
33,化學,-0.38,20.0,4/20,0.22,-5.46,-0.39,-6.71
34,軍工_航太製造與維修,-0.5,16.67,1/6,-3.88,-14.76,3.75,11.28
35,塑膠,-0.72,16.67,3/18,0.58,-6.21,-0.05,-6.76
36,金融,-0.72,15.79,3/19,0.58,-6.21,-0.05,-6.76
37,工業自動化與機器人,-0.92,0.0,0/7,-0.46,-0.99,0.0,-0.01
