股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,95880,-86335,-156214,1,6252,30199,32815,5
2303,聯電,61878,8879,95114,4,-27257,-27959,-39266,1
2367,燿華,33483,35942,37375,3,0,1004,2124,4
2409,友達,21745,-115646,-171793,2,-3625,-11151,-19801,0
2489,瑞軒,16758,14953,25428,4,0,0,0,0
8422,可寧衛,16456,14856,-45383,2,360,1072,-4983,3
1802,台玻,15908,-6746,92046,4,-1800,-1985,-1985,0
1303,南亞,15883,53731,23639,3,-219,-227,1355,2
2002,中鋼,15315,-8588,-15974,2,0,-1185,-1163,1
3037,欣興,12862,16449,5280,2,46,4635,9537,5
5347,世界,12360,15394,26004,4,-1305,506,-958,1
6285,啟碁,12047,18888,33828,5,-212,-908,-806,2
1301,台塑,10279,31777,39003,4,0,-434,-515,0
2486,一詮,10233,15745,17056,4,0,0,0,0
2454,聯發科,9517,10713,9858,4,-1391,-2335,-2402,1
8039,台虹,8933,6357,6712,2,-123,-390,-686,0
3715,定穎投控,8819,14536,9797,4,0,0,-1285,0
3711,日月光投控,8083,11808,11693,3,-4460,-5979,-5288,1
2371,大同,7807,-32201,-25929,2,-21,-41,-86,0
2882,國泰金,7397,9404,27078,4,-680,-5972,-11071,0
1326,台化,7377,21495,26077,4,0,-1,-38,0
8150,南茂,7356,6076,2076,3,0,0,236,1
2883,凱基金,7232,3518,45423,3,-871,-4402,156,2
8131,福懋科,6700,8812,6884,3,125,374,650,4
1514,亞力,6593,10465,13258,5,-25,-25,-5,1
5498,凱崴,6551,6061,-1832,2,0,0,0,0
4958,臻鼎-KY,6126,6689,-2738,2,25,1,311,3
2337,旺宏,6008,12391,16169,4,-3294,-15122,-14817,1
2355,敬鵬,5798,5528,7794,4,-11,-44,-97,0
6282,康舒,5520,-29911,-8847,3,537,1912,2710,5
6443,元晶,5275,49,5173,2,0,0,0,0
2867,三商壽,5164,17938,23953,5,0,0,0,0
3149,正達,5066,9139,16548,5,0,0,0,0
1605,華新,5049,-18179,-23160,2,-2133,-15278,-25102,0
5351,鈺創,4434,-6283,-7787,1,0,0,86,2
3189,景碩,4316,-3668,-16551,1,9,4909,8081,5
5469,瀚宇博,3766,8281,13289,5,0,-7,-13,0
2313,華通,3706,3942,10088,3,4097,5373,8034,4
2451,創見,3484,453,-5454,1,426,-130,619,4
6274,台燿,3378,11253,8049,4,524,-1679,-2412,2
2449,京元電子,3265,3635,2871,3,-2340,-3080,-3270,1
2344,華邦電,3167,-11345,-18359,2,-14,4,829,3
3532,台勝科,3020,3087,1981,2,0,0,0,0
8046,南電,2746,4349,15476,5,1,4258,13843,5
2368,金像電,1879,9297,10942,4,122,-6965,-11020,1
6919,康霈*,1599,2543,1842,3,0,0,-7,0
6239,力成,1554,10493,10785,4,-368,-786,-1873,1
1795,美時,1548,874,663,3,0,25,138,2
2383,台光電,1453,3382,5176,5,8,-551,-1150,1
6446,藥華藥,1377,1082,290,3,-127,-433,-691,0
2455,全新,1329,-110,-4556,1,-581,-380,567,3
8155,博智,1141,1249,992,3,0,24,24,1
3443,創意,1030,960,847,3,87,-108,109,4
3034,聯詠,972,1133,4619,4,-379,-1228,-3448,0
8210,勤誠,897,1597,843,3,80,71,-67,2
8358,金居,732,2969,4517,5,-849,-850,-854,0
6442,光聖,719,947,680,4,225,357,301,4
3211,順達,648,2194,1716,3,516,246,-604,1
5269,祥碩,619,407,182,1,22,21,39,4
3406,玉晶光,585,1018,1183,5,-26,-65,-89,0
6488,環球晶,571,450,-763,2,499,958,3150,4
3081,聯亞,422,972,1656,3,69,793,1022,4
3293,鈊象,382,-130,52,3,19,-110,-471,2
3491,昇達科,366,653,35,4,0,4,-172,1
3665,貿聯-KY,294,2204,4545,5,-325,-1919,-3875,0
2345,智邦,284,524,1271,3,-198,-1020,-1813,0
3017,奇鋐,283,1128,2663,5,-156,-419,-3247,0
3661,世芯-KY,273,89,211,3,-60,-101,-208,2
3529,力旺,215,850,705,3,-20,-393,-453,1
6223,旺矽,211,-317,-131,3,-13,324,444,2
6515,穎崴,114,18,-24,3,57,140,274,4
2059,川湖,82,-28,1001,4,-3,-13,-11,1
5274,信驊,38,-11,-102,2,23,39,73,5
