股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6147,頎邦,19447,20831,21076,3,1997,3425,6898,3
2891,中信金,13796,20174,7820,3,2998,6465,10311,5
2412,中華電,11835,33621,42107,5,-33,167,1165,4
3105,穩懋,3170,2824,3919,3,1866,1950,6149,5
3045,台灣大,2396,7199,11959,5,-46,-97,823,3
5483,中美晶,2136,1329,984,3,-23,244,168,1
3042,晶技,1992,4029,1239,4,55,-120,-120,1
2308,台達電,1846,-1417,-9227,3,-964,-1578,-3673,0
2049,上銀,1641,-3616,-343,3,23,23,124,2
2492,華新科,1482,-6444,-11042,1,-1523,-3235,-3264,1
2395,研華,881,1845,1889,4,-10,60,44,3
6139,亞翔,814,-287,-232,2,-11,-211,-334,0
6213,聯茂,733,1582,2028,3,119,135,142,4
3406,玉晶光,694,-406,-3355,2,395,1121,4291,5
6442,光聖,592,241,229,2,-245,-234,-181,2
3189,景碩,539,385,4471,4,695,636,1086,4
8046,南電,520,1919,3737,4,153,111,99,3
3017,奇鋐,500,470,805,4,-46,-184,-169,3
6683,雍智科技,456,549,615,4,0,6,32,2
6805,富世達,405,974,1147,5,-154,-300,-97,1
3008,大立光,368,528,492,3,-285,-193,-36,3
2404,漢唐,312,108,336,4,-27,-111,-120,1
3324,雙鴻,211,-291,88,3,-2,-3,-170,0
6510,精測,183,775,801,4,-205,-531,-21,2
