股票代碼,公司名稱,風險等級,累計注意股次數,連續天數,預測處置原因,最新收盤價,漲幅門檻,跌幅門檻
1471,首利,高,3,3,連續3日注意股（已達連續3日標準）,12.4,+6.0% (>13.62),-6.0% (<12.08)
3006,晶豪科,高,5,4,連續4日注意股（已達連續3日標準）,160.0,+6.0% (>179.67),-6.0% (<159.33)
8996,高力,高,8,3,連續3日注意股（已達連續3日標準）,803.0,+6.0% (>857.54),-6.0% (<760.46)
8476,台境*,高,4,4,連續4日注意股（已達連續3日標準）,18.2,+6.0% (>19.66),-6.0% (<17.44)
8131,福懋科,高,5,3,連續3日注意股（已達連續3日標準）,64.6,+6.0% (>70.17),-6.0% (<62.23)
6641,基士德-KY,高,3,3,連續3日注意股（已達連續3日標準）,21.15,+6.0% (>22.90),-6.0% (<20.30)
6446,藥華藥,高,4,4,連續4日注意股（已達連續3日標準）,723.0,+6.0% (>778.04),-6.0% (<689.96)
6443,元晶,高,10,4,連續4日注意股（已達連續3日標準）,39.3,+6.0% (>44.68),-6.0% (<39.62)
6426,統新,高,4,4,連續4日注意股（已達連續3日標準）,120.5,+6.0% (>128.79),-6.0% (<114.21)
4540,全球傳動,高,3,3,連續3日注意股（已達連續3日標準）,44.2,+6.0% (>48.55),-6.0% (<43.05)
3432,台端,高,4,4,連續4日注意股（已達連續3日標準）,17.6,+6.0% (>19.82),-6.0% (<17.58)
3135,凌航,高,4,4,連續4日注意股（已達連續3日標準）,104.0,+6.0% (>112.36),-6.0% (<99.64)
1514,亞力,高,4,4,連續4日注意股（已達連續3日標準）,119.5,+6.0% (>127.73),-6.0% (<113.27)
3037,欣興,高,3,3,連續3日注意股（已達連續3日標準）,340.0,+6.0% (>387.43),-6.0% (<343.57)
3049,精金,高,4,4,連續4日注意股（已達連續3日標準）,9.39,+6.0% (>9.87),-6.0% (<8.75)
1789,神隆,高,4,4,連續4日注意股（已達連續3日標準）,23.4,+6.0% (>24.91),-6.0% (<22.09)
2484,希華,高,4,4,連續4日注意股（已達連續3日標準）,26.3,+6.0% (>28.94),-6.0% (<25.66)
2455,全新,高,9,3,連續3日注意股（已達連續3日標準）,164.5,+6.0% (>180.73),-6.0% (<160.27)
2312,金寶,高,4,4,連續4日注意股（已達連續3日標準）,24.35,+6.0% (>26.82),-6.0% (<23.78)
1526,日馳,高,3,3,連續3日注意股（已達連續3日標準）,20.0,+6.0% (>22.00),-6.0% (<19.50)
1809,中釉,高,3,3,連續3日注意股（已達連續3日標準）,23.5,+6.0% (>26.39),-6.0% (<23.41)
1528,恩德,高,3,3,連續3日注意股（已達連續3日標準）,26.55,+6.0% (>31.22),-6.0% (<27.68)
1802,台玻,高,3,3,連續3日注意股（已達連續3日標準）,47.6,+6.0% (>55.97),-6.0% (<49.63)
2486,一詮,高,3,3,連續3日注意股（已達連續3日標準）,136.0,+6.0% (>150.52),-6.0% (<133.48)
1721,三晃,高,3,3,連續3日注意股（已達連續3日標準）,18.1,+6.0% (>20.67),-6.0% (<18.33)
1717,長興,高,4,3,連續3日注意股（已達連續3日標準）,54.1,+6.0% (>60.42),-6.0% (<53.58)
8046,南電,極高,6,6,連續6日注意股（已達連續3日標準）,379.0,+6.0% (>421.35),-6.0% (<373.65)
2489,瑞軒,極高,5,5,連續5日注意股（已達連續3日標準）,22.75,+6.0% (>24.27),-6.0% (<21.53)
7780,大研生醫*,極高,5,5,連續5日注意股（已達連續3日標準）,27.1,+6.0% (>28.94),-6.0% (<25.66)
6949,沛爾生醫-創,極高,8,6,連續6日注意股（已達連續3日標準）,679.0,+6.0% (>686.88),-6.0% (<609.12)
6442,光聖,極高,12,6,連續6日注意股（已達連續3日標準）,1695.0,+6.0% (>1860.30),-6.0% (<1649.70)
6116,彩晶,極高,9,7,連續7日注意股（已達連續3日標準）,8.38,+6.0% (>8.82),-6.0% (<7.82)
9103,美德醫療-DR,極高,11,7,連續7日注意股（已達連續3日標準）,5.69,+6.0% (>6.29),-6.0% (<5.57)
