股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,47379,10366,-40235,3,-650,-682,-814,1
2409,友達,24176,-128445,88530,3,-6389,-6436,-6399,1
2344,華邦電,18464,44262,47958,3,1425,-70,-1210,1
2605,新興,15114,30359,36168,4,0,90,165,2
6443,元晶,12338,9409,14636,3,0,0,0,0
8112,至上,12059,1717,36869,3,-14,-24,1841,2
1711,永光,11077,17953,24286,4,0,0,0,0
3006,晶豪科,10904,9258,10186,4,-8,-18,57,1
3702,大聯大,9952,17265,16122,2,2022,2497,3981,4
2356,英業達,9508,11530,21202,4,-30,19,92,2
1605,華新,9257,24119,22531,4,-119,-18,4,3
2347,聯強,9143,14145,15530,3,-190,-1407,-2094,1
2369,菱生,8439,3633,6168,2,0,0,0,0
2618,長榮航,8156,16257,15816,3,-98,57,753,3
6147,頎邦,7816,3581,9112,3,-14,-41,249,1
2406,國碩,7091,8736,18237,4,0,0,0,0
2323,中環,6976,-9632,93,3,0,0,0,0
6116,彩晶,6972,-15798,-3398,3,0,0,0,0
2884,玉山金,6676,-24145,-44942,2,-6143,-8899,-14277,0
2881,富邦金,6145,-4426,-9046,3,-3292,53,6532,3
1409,新纖,5678,9267,14170,4,0,-1,137,1
3045,台灣大,5169,7258,3982,2,-118,-464,-1807,1
2610,華航,5058,-20956,-44750,1,0,-484,3183,2
6213,聯茂,4909,8100,10082,4,0,210,210,1
2486,一詮,4906,7442,8349,4,-145,680,680,1
2301,光寶科,4771,2627,-3931,2,-240,-523,-471,3
2464,盟立,4109,9369,10111,5,0,0,-104,0
2308,台達電,4059,3464,2763,2,14,-663,-409,2
2891,中信金,3961,-3513,-47397,2,-5356,-1703,21255,2
2313,華通,3585,14323,-192,3,994,2257,2655,5
2327,國巨,3479,5253,-6644,2,1328,1231,811,2
4938,和碩,3371,9714,17230,4,769,943,778,3
2412,中華電,3326,6650,14867,5,-425,-933,-1297,0
2481,強茂,3224,10172,28975,5,223,-1396,-2752,1
5483,中美晶,3157,5082,1614,2,-573,-636,-1010,0
2376,技嘉,3028,5980,7868,4,-11,6,295,4
6191,精成科,2690,4382,6718,4,-999,-2068,-6892,1
3376,新日興,2664,5891,5760,3,0,17,31,2
2451,創見,2563,4163,4853,5,-416,-386,-411,2
6197,佳必琪,2234,3049,4021,3,0,77,261,4
2449,京元電子,2071,-3919,-8684,1,-1685,-2193,-1846,2
6139,亞翔,2062,3051,2764,2,12,956,895,2
8358,金居,1280,670,172,2,8,8,-2634,1
3034,聯詠,1169,97,1050,4,-27,-96,-263,0
2345,智邦,1075,-2123,-1864,2,-214,-609,-480,2
6415,矽力*-KY,811,-1170,-1416,3,-12,39,346,3
3583,辛耘,593,1223,1972,5,0,1,1,1
6446,藥華藥,501,643,88,2,-149,-530,-532,1
6488,環球晶,498,1774,72,4,-116,-540,-701,1
3293,鈊象,484,742,1569,3,-15,-46,-5,1
1560,中砂,451,162,-1960,2,-1248,-1261,-1265,1
3017,奇鋐,418,-104,1732,3,245,388,596,4
3653,健策,344,340,-66,3,134,228,498,4
6669,緯穎,297,323,865,4,-547,-1034,-1450,1
3661,世芯-KY,199,-256,655,3,-58,-327,-347,0
6805,富世達,144,0,-506,2,-464,-927,-1079,1
2383,台光電,117,-1060,-2143,1,76,116,608,4
