股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2887,台新金,37141,66743,81813,4,-31109,-70909,-109399,0
2367,燿華,25265,13358,15798,2,-316,-1081,-1939,0
2313,華通,20204,5147,-1311,1,-6327,-8195,-14393,0
2356,英業達,15936,25891,47771,4,3358,8262,8487,4
2890,永豐金,15450,41302,49876,5,-10403,-32571,-53011,0
2485,兆赫,12401,10646,11885,4,102,300,564,5
2884,玉山金,11577,33042,67750,5,-8816,-29166,-59059,0
5347,世界,10670,6317,1810,3,-5327,-14686,-11734,2
2355,敬鵬,10022,-2399,-1956,2,111,331,596,5
2891,中信金,9761,8181,27296,4,-6191,-27601,-50446,0
2880,華南金,9184,29203,52467,5,-9400,-30902,-53455,0
3231,緯創,8434,10266,69138,4,1416,3688,5625,5
2330,台積電,8305,13366,12544,3,1168,1180,2537,4
3702,大聯大,7391,12579,22343,5,-9166,-16624,-25192,0
5871,中租-KY,7065,19694,30021,5,-2542,-7573,-12761,0
2337,旺宏,6628,4148,3157,3,-3873,-27601,-38820,0
3189,景碩,6593,8366,15283,5,2631,3108,3798,3
2449,京元電子,6580,6019,6947,3,-5100,-7061,-10741,0
6016,康和證,5961,12281,16705,5,0,0,0,0
2382,廣達,5907,1680,15071,3,-2420,-3571,-3792,0
2542,興富發,5676,7463,8003,4,-2374,-8012,-14440,0
8064,東捷,5358,3188,5470,3,0,0,0,0
2301,光寶科,5151,15389,41863,4,-1448,-4938,-7692,0
6285,啟碁,5098,7687,4566,3,-1934,-3943,-6534,0
8046,南電,4987,4843,1414,3,2891,3660,4647,5
5483,中美晶,3876,9414,21088,5,-3132,-5608,-8315,0
3035,智原,3598,8149,12481,5,0,0,-1,0
5351,鈺創,3596,-7742,-8624,2,0,10,-10,1
2464,盟立,3523,8836,17458,4,0,0,0,0
5443,均豪,3165,1826,3056,2,0,175,309,2
6672,騰輝電子-KY,2953,1586,11,1,1,47,108,4
6257,矽格,2952,7487,8253,3,-1658,-3722,-6487,0
3374,精材,2401,4005,443,4,-418,-410,-471,3
6213,聯茂,2195,3363,-7051,2,105,291,520,5
3037,欣興,2176,4047,7749,5,-492,-428,-1140,1
1785,光洋科,2074,3611,2786,4,26,72,79,5
8028,昇陽半導體,2018,14344,21929,5,-73,-251,-211,1
8039,台虹,1892,-7666,-7986,3,-4,-6,-15,0
8086,宏捷科,1760,1236,-1790,3,0,3,4,3
6274,台燿,1720,1860,577,2,2,22,627,5
3715,定穎投控,1598,-2255,-8099,2,79,-1511,-2289,2
3211,順達,1500,8212,8606,4,-1378,-5534,-5463,1
3023,信邦,1458,3485,4835,5,-437,-1368,-2516,0
6526,達發,1385,1586,1773,3,-93,1,18,3
6187,萬潤,1309,1363,-133,2,-147,-637,526,3
6488,環球晶,1269,5381,9065,5,759,-215,3069,4
2327,國巨,1249,-3886,6092,3,-3031,-4852,-7323,0
6531,愛普*,1216,109,455,3,-4,189,583,4
3030,德律,1181,-1502,-3996,2,-87,-295,-529,0
8358,金居,1167,2829,-8789,3,-1466,-2203,-77,3
5439,高技,1164,-451,-1602,2,-1355,-2428,-1429,3
6239,力成,1000,-5986,-4520,2,-1304,-3919,-7189,0
2474,可成,995,5622,7652,5,-1333,-5699,-10271,0
4979,華星光,926,1128,2400,4,45,-1597,-743,3
4958,臻鼎-KY,888,-8448,-19338,1,820,2032,5664,5
2454,聯發科,828,1007,5283,3,1769,4892,6114,5
2345,智邦,825,237,-52,2,-70,30,396,2
3167,大量,692,1052,849,3,-128,-365,-602,0
8210,勤誠,689,1825,1829,4,230,348,419,4
2455,全新,680,1007,2015,5,23,1022,1047,5
6415,矽力*-KY,606,2772,5486,4,-52,1382,3521,3
5536,聖暉*,582,3454,5679,5,-98,-341,-455,0
1560,中砂,578,1423,2716,5,-662,-764,-937,0
2308,台達電,534,-6380,-5932,3,-38,279,1363,3
3034,聯詠,510,-878,-2816,2,361,1247,1005,4
3491,昇達科,473,68,94,2,-36,-125,-65,2
2467,志聖,398,578,886,4,-265,-288,-324,0
6691,洋基工程,345,922,1476,5,-164,-442,-624,0
3017,奇鋐,341,-877,-1204,2,228,1220,1662,5
1519,華城,312,-563,448,3,-25,421,569,4
2368,金像電,300,-46,-42,3,1007,1691,2030,4
3324,雙鴻,283,1856,2302,4,0,5,55,3
2383,台光電,262,-958,-973,2,277,1022,1251,5
3661,世芯-KY,251,1927,3831,5,94,217,833,5
3529,力旺,211,450,261,3,-52,-189,141,2
3653,健策,201,175,97,3,-132,38,620,4
6223,旺矽,197,324,-407,3,-159,-342,-362,1
3533,嘉澤,170,722,-179,3,55,27,334,4
3008,大立光,160,195,1080,4,-114,-323,-487,0
3443,創意,158,-204,-483,2,-259,-251,-150,4
6805,富世達,123,139,633,4,-653,-818,-921,1
5274,信驊,105,80,117,3,-66,-98,-68,3
3131,弘塑,75,-170,-202,2,42,94,201,5
6515,穎崴,44,92,20,3,-61,16,148,4
