股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2615,萬海,34462,33294,35824,4,-32738,-32770,-32916,0
2002,中鋼,33587,-54705,-66670,1,-4827,-4705,-1300,2
1717,長興,19366,15651,7503,2,49,409,499,4
3034,聯詠,15488,16072,15989,4,-13507,-14019,-14113,0
2912,統一超,13984,12191,12843,3,-12385,-12425,-12471,0
3231,緯創,11924,1135,15163,3,-47,-1257,-1930,1
2379,瑞昱,11292,11286,12107,4,-11217,-11325,-11397,1
8110,華東,8789,-3786,-4368,1,-4,-21,-21,0
2618,長榮航,8152,11697,34956,5,2339,7658,6774,2
2027,大成鋼,7889,19083,19150,4,39,83,1383,3
3702,大聯大,7665,35376,54695,5,2816,-201,115,2
2006,東和鋼鐵,7121,8372,5763,2,-36,-2171,-2199,0
2399,映泰,6341,5901,14229,4,-3,-11,-11,0
2884,玉山金,6223,-13945,-42861,2,-9112,-12651,-22313,0
2892,第一金,6200,-4289,-1979,3,-1818,-1880,-3639,1
2880,華南金,5102,7973,10656,4,-4123,-4426,-6055,0
3450,聯鈞,4709,5448,3460,3,1,-508,-794,1
3665,貿聯-KY,4693,3901,3254,1,-4131,-4458,-3868,3
2303,聯電,4068,-16429,-14176,3,-4386,-5046,-4862,2
4919,新唐,4011,9376,9700,3,100,98,97,2
4977,眾達-KY,2856,3979,1649,2,0,0,71,1
9941,裕融,2843,2789,3010,4,-2713,-3077,-3149,0
4904,遠傳,2729,7394,9673,5,-305,-3149,-3445,0
2308,台達電,2239,4818,8014,4,-420,-493,-978,2
8155,博智,1939,1902,2947,4,0,0,-354,0
4958,臻鼎-KY,1836,9645,2419,2,89,167,256,4
6415,矽力*-KY,1752,2017,-283,3,2,169,8,3
6139,亞翔,1668,2862,5967,5,-9,-50,914,2
4967,十銓,1628,4251,2781,4,-1,-6,-6,0
3036,文曄,1525,3599,5763,5,904,314,770,3
2455,全新,1369,2220,-4720,2,-3,-792,-947,2
8021,尖點,1154,5242,2585,4,21,48,96,3
2454,聯發科,1100,-2825,-4054,1,-222,-600,-975,0
3023,信邦,1066,1619,1796,4,-16,-77,-109,0
3211,順達,902,326,274,2,1,-160,-379,1
5536,聖暉*,855,1342,1403,4,6,-65,-339,2
3583,辛耘,835,2535,3529,5,0,0,1,3
2395,研華,786,635,1090,3,-99,-95,-47,3
3661,世芯-KY,742,966,966,3,-94,-248,-447,0
4979,華星光,737,-1535,-4626,1,771,-1504,-3063,2
3693,營邦,712,579,467,3,7,24,24,3
8210,勤誠,424,1062,291,3,-265,-1670,-1821,0
3293,鈊象,376,1537,2280,5,-6,-16,-56,1
6510,精測,344,427,302,3,-337,-578,-523,2
3081,聯亞,267,470,593,4,0,124,52,3
6187,萬潤,247,397,364,3,806,806,806,1
3017,奇鋐,198,2400,2512,3,439,572,789,3
3533,嘉澤,195,1128,859,4,474,1022,1064,4
3008,大立光,111,-151,-289,1,11,126,351,3
3443,創意,99,53,85,3,541,1675,1490,4
6669,緯穎,88,-810,-595,2,-63,-343,-1113,0
6515,穎崴,79,133,249,5,25,-15,-4,2
