股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,50569,65579,44336,3,23,43,76,4
2337,旺宏,34205,37817,29644,3,624,6045,6045,3
2887,台新金,25687,66611,151392,4,-610,-2963,-5304,0
2883,凱基金,24664,41128,59447,5,-58,-2470,-6833,0
1802,台玻,24568,75658,24501,3,0,0,0,0
2303,聯電,23708,106299,157313,5,-4615,-11987,-17527,0
2344,華邦電,19293,40638,80764,5,54,834,3038,5
3037,欣興,13971,35369,44239,5,2158,4742,5678,5
2402,毅嘉,10478,11368,14373,4,0,0,0,0
2891,中信金,10414,4110,-2189,3,-4696,-4891,-4183,2
2867,三商壽,9664,45549,45331,4,0,0,0,0
2881,富邦金,8411,19179,39972,5,-343,-477,-158,1
1303,南亞,7682,-5289,-5393,3,-29,-10926,-6559,3
2885,元大金,7005,4466,16546,4,-505,-554,1143,1
2884,玉山金,6303,46755,39142,3,1587,2236,469,3
2882,國泰金,6022,6370,37723,4,-316,-521,2161,1
1815,富喬,5689,7251,-2736,3,0,0,-96,0
3167,大量,5098,7972,8245,4,547,1306,1356,4
3105,穩懋,4827,6768,4161,3,0,136,-497,3
8046,南電,4492,7450,5063,3,455,140,-391,2
2327,國巨,3246,5952,18268,4,12,-355,-452,2
3189,景碩,2898,7139,13273,4,-2164,-4602,-4429,2
2382,廣達,2651,18985,31577,5,-6,-83,940,1
2313,華通,2554,2881,-431,2,-427,-949,-866,2
3706,神達,2512,6251,17171,5,129,309,839,5
8021,尖點,2031,3691,4680,3,-45,-51,-51,0
2408,南亞科,2018,24718,10661,4,103,2898,3848,4
6139,亞翔,1904,3621,6156,4,37,225,607,3
3551,世禾,1301,4406,5130,5,260,370,570,4
2345,智邦,1040,1069,-1954,2,48,-518,-616,1
5439,高技,958,-1165,-5914,1,-1,-3,33,2
3163,波若威,675,1457,-211,4,0,0,0,0
2308,台達電,549,-461,225,3,-167,-404,-65,2
1519,華城,486,90,-86,3,87,273,343,4
3491,昇達科,376,2052,2276,5,0,9,0,1
3661,世芯-KY,245,-151,-1291,1,40,-80,-171,2
