排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_光通訊,4.2,100.0,6/6,4.59,6.71,0.75,1.36
2,銀,3.99,100.0,4/4,7.79,11.9,0.56,0.49
3,TPU_伺服器主板與印刷電路板,2.43,100.0,5/5,15.31,46.39,4.71,5.38
4,TPU_光通訊與連接器,4.92,100.0,4/4,48.01,44.59,6.09,4.5
5,半導體設備,1.37,85.71,6/7,0.99,0.99,-0.14,-0.32
6,無塵室與機電工程,2.99,80.0,4/5,3.25,3.82,6.5,17.32
7,CPO_先進封裝測試,2.22,80.0,4/5,-0.97,-1.02,-0.63,-0.92
8,BBU_電池模組,1.63,71.43,5/7,0.65,-11.24,3.09,-0.71
9,電器電纜,0.39,70.0,7/10,-0.14,3.88,2.6,4.36
10,IC設計,1.26,69.23,9/13,57.28,75.84,0.88,0.13
11,電池或電源,1.17,60.0,12/20,8.86,4.45,4.63,-0.13
12,被動元件,0.46,57.89,11/19,-0.32,15.63,0.67,-1.58
13,廠務系統與水處理,1.94,57.14,4/7,5.4,8.22,0.05,0.13
14,PCB,0.36,53.33,8/15,5.27,60.16,18.26,16.81
15,光學元件或組裝,0.62,53.33,8/15,-3.41,1.33,0.78,1.47
16,紡織,0.13,50.0,10/20,-2.94,-6.02,-0.44,-1.64
17,記憶體封裝與測試,-0.45,50.0,2/4,-2.54,-0.04,-1.22,-3.52
18,TPU_散熱,0.19,50.0,2/4,3.84,-24.51,3.27,3.82
19,銅,0.7,50.0,5/10,13.37,19.79,13.41,7.87
20,造紙,-0.65,42.86,3/7,-0.18,-0.35,-0.0,-0.0
21,工業自動化與機器人,-0.14,42.86,3/7,0.56,-3.24,0.0,-0.01
22,BBU_電源供應器與整合,0.84,40.0,2/5,6.21,16.34,-1.4,-4.1
23,網通設備組件,0.7,40.0,8/20,107.16,139.9,8.3,10.51
24,航運,-1.06,33.33,5/15,-5.79,-39.84,0.78,-0.68
25,軟體設計,-0.22,33.33,5/15,-0.58,-0.61,0.04,0.13
26,機器人,-0.34,28.57,4/14,3.01,6.24,-1.68,-3.85
27,玻璃,-0.67,26.67,4/15,-20.81,50.67,3.69,11.85
28,軍工_無人機相關,-0.18,22.22,2/9,47.23,73.48,-0.21,0.56
29,化學,-1.13,20.0,4/20,-9.97,-23.82,-0.56,-8.47
30,金融,-1.55,15.79,3/19,-10.19,-23.59,-0.15,-7.32
31,鋼鐵,-0.64,13.33,2/15,-13.65,-12.91,-0.0,-0.09
32,塑膠,-1.71,11.11,2/18,-10.19,-23.58,-0.15,-7.32
33,軍工_航太製造與維修,-1.36,0.0,0/6,-0.88,-1.83,0.0,0.0
34,記憶體製造,-3.81,0.0,0/4,-41.73,12.38,-0.11,3.13
35,記憶體模組,-2.51,0.0,0/7,-20.4,-57.73,1.81,13.27
36,記憶體控制IC,-0.85,0.0,0/5,-0.22,-3.88,-0.02,-0.26
