股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6121,新普,BBU_電池模組,2.4,5.07,900
3625,西勝,BBU_電池模組,2.01,0.5,345
3211,順達,BBU_電池模組,0.78,-1.15,3082
6558,興能高,BBU_電池模組,-0.26,-0.92,469
6781,AES-KY,BBU_電池模組,-0.38,-7.83,1491
3323,加百裕,BBU_電池模組,-0.38,-1.39,935
4931,新盛力,BBU_電池模組,-1.78,-4.05,2039
3625,西勝,BBU_電源供應器與整合,2.01,0.5,345
3305,昇貿,BBU_電源供應器與整合,-0.71,2.39,1657
5309,系統電,BBU_電源供應器與整合,-0.79,3.11,7364
2308,台達電,BBU_電源供應器與整合,-0.82,-2.8,7892
2301,光寶科,BBU_電源供應器與整合,-0.93,-1.85,6333
6515,穎崴,CPO_先進封裝測試,6.15,4.09,1095
6451,訊芯-KY,CPO_先進封裝測試,4.38,5.36,3421
3363,上詮,CPO_先進封裝測試,-0.12,-0.86,1307
3265,台星科,CPO_先進封裝測試,-1.82,2.64,692
6257,矽格,CPO_先進封裝測試,-3.7,4.33,13033
3163,波若威,CPO_光通訊,9.94,13.05,17247
4979,華星光,CPO_光通訊,4.67,9.55,48969
3081,聯亞,CPO_光通訊,2.31,6.27,774
4977,眾達-KY,CPO_光通訊,1.97,4.44,12995
2455,全新,CPO_光通訊,0.71,2.17,5915
6442,光聖,CPO_光通訊,0.0,0.0,652
2388,威盛,IC設計,9.84,20.19,19615
3661,世芯-KY,IC設計,4.49,2.84,1980
3661,世芯-KY,IC設計,4.49,2.84,1980
3529,力旺,IC設計,0.76,-2.21,867
6533,晶心科,IC設計,0.37,-0.37,283
6531,愛普*,IC設計,0.12,3.03,2483
8054,安國,IC設計,-0.35,-8.44,4241
3035,智原,IC設計,-0.87,0.88,2570
3035,智原,IC設計,-0.87,0.88,2570
2454,聯發科,IC設計,-1.39,1.07,5330
6643,M31,IC設計,-1.78,-5.47,358
3443,創意,IC設計,-1.86,-0.47,2550
3443,創意,IC設計,-1.86,-0.47,2550
2367,燿華,PCB,9.88,14.88,41677
8046,南電,PCB,5.19,9.86,21649
8358,金居,PCB,4.1,7.63,5056
2316,楠梓電,PCB,3.74,7.77,11774
3037,欣興,PCB,2.49,13.85,72841
1815,富喬,PCB,2.47,5.7,60447
3189,景碩,PCB,2.24,7.77,39402
2368,金像電,PCB,1.36,2.41,9092
6213,聯茂,PCB,1.33,7.04,9369
2383,台光電,PCB,1.01,5.26,1963
6274,台燿,PCB,0.95,3.41,6133
5469,瀚宇博,PCB,0.42,-1.03,8126
4958,臻鼎-KY,PCB,0.34,1.37,9060
2313,華通,PCB,0.24,0.72,15075
3715,定穎投控,PCB,-0.85,4.04,12190
3037,欣興,TPU_伺服器主板與印刷電路板,2.49,13.85,72841
2368,金像電,TPU_伺服器主板與印刷電路板,1.36,2.41,9092
2383,台光電,TPU_伺服器主板與印刷電路板,1.01,5.26,1963
5469,瀚宇博,TPU_伺服器主板與印刷電路板,0.42,-1.03,8126
3715,定穎投控,TPU_伺服器主板與印刷電路板,-0.85,4.04,12190
3081,聯亞,TPU_光通訊與連接器,2.31,6.27,774
2345,智邦,TPU_光通訊與連接器,1.84,3.11,10648
6442,光聖,TPU_光通訊與連接器,0.0,0.0,652
6805,富世達,TPU_光通訊與連接器,-4.14,-1.95,3104
3017,奇鋐,TPU_散熱,1.81,6.42,6722
3324,雙鴻,TPU_散熱,0.78,1.24,3250
6831,未知,TPU_散熱,0.41,-5.47,1774
6805,富世達,TPU_散熱,-4.14,-1.95,3104
4979,華星光,光學元件或組裝,4.67,9.55,48969
6451,訊芯-KY,光學元件或組裝,4.38,5.36,3421
3081,聯亞,光學元件或組裝,2.31,6.27,774
4977,眾達-KY,光學元件或組裝,1.97,4.44,12995
3504,揚明光,光學元件或組裝,1.36,1.96,145
3362,先進光,光學元件或組裝,1.1,-1.82,166
3406,玉晶光,光學元件或組裝,0.34,-0.22,422
4976,佳凌,光學元件或組裝,0.16,-2.03,218
6442,光聖,光學元件或組裝,0.0,0.0,652
6209,今國光,光學元件或組裝,0.0,-0.18,6801
6668,中揚光,光學元件或組裝,-0.26,-1.56,135
3450,聯鈞,光學元件或組裝,-0.36,10.14,38907
3008,大立光,光學元件或組裝,-1.43,-4.17,619
3019,亞光,光學元件或組裝,-1.78,-1.78,1702
2374,佳能,光學元件或組裝,-1.8,-2.04,6287
1304,台聚,化學,3.93,-1.24,5930
1440,南紡,化學,2.14,2.14,1662
1727,中華化,化學,1.98,3.2,2322
1717,長興,化學,1.25,2.92,5078
4720,德淵,化學,0.71,0.71,427
1409,新纖,化學,0.66,-1.62,2309
4755,三福化,化學,0.1,0.5,123
1402,遠東新,化學,0.0,-1.38,8383
1710,東聯,化學,0.0,-2.77,662
1722,台肥,化學,0.0,-1.05,1140
1773,勝一,化學,-0.36,0.36,138
1725,元禎,化學,-0.57,0.97,2
6505,台塑化,化學,-0.58,-4.12,3830
4749,新應材,化學,-1.0,-0.5,653
4770,上品,化學,-1.27,5.17,435
1303,南亞,化學,-2.05,-2.05,91971
1723,中碳,化學,-2.29,-4.6,1010
1326,台化,化學,-2.84,-5.66,15486
4763,材料-KY,化學,-3.07,-5.96,10097
1301,台塑,化學,-3.82,-5.84,26127
2460,建通,半導體設備,9.89,11.11,1388
6640,均華,半導體設備,5.49,5.31,626
6196,帆宣,半導體設備,2.6,4.41,1882
6187,萬潤,半導體設備,0.28,1.14,1070
3138,耀登,半導體設備,-0.33,2.88,87
3583,辛耘,半導體設備,-1.54,2.07,732
3680,家登,半導體設備,-1.89,-1.89,784
1304,台聚,塑膠,3.93,-1.24,5930
1308,亞聚,塑膠,3.66,0.0,2708
1312,國喬,塑膠,3.04,1.28,4416
1305,華夏,塑膠,1.78,-2.97,1039
1313,聯成,塑膠,1.36,-2.18,4587
