股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2409,友達,31840,43227,14090,3,-5,60,58,2
2610,華航,30605,39852,30525,3,-115,-919,-1200,0
6282,康舒,27912,41395,42583,4,-1,-1,-1,0
2312,金寶,25314,30800,37383,5,-312,-1038,-1038,0
2303,聯電,23942,-12598,34456,2,2121,24001,35556,5
1717,長興,18439,6427,1395,1,0,7,7,1
2344,華邦電,17494,36459,69818,4,1524,16592,21369,5
2408,南亞科,17226,23283,58514,4,3908,16246,31174,5
2353,宏碁,16005,12178,9368,3,-1945,-4933,-6141,0
2892,第一金,14759,61572,93408,5,-529,-442,-1135,2
1303,南亞,14415,-16888,35119,2,-28,-105,-2328,2
2887,台新金,13441,89627,196991,5,-47653,-146153,-234634,0
5876,上海商銀,13344,13258,6718,2,-100,-413,-1544,0
2337,旺宏,11463,-21098,4098,4,5276,-4660,2476,2
2481,強茂,10733,11478,16093,3,0,-264,-1013,1
2886,兆豐金,10092,26136,29228,4,-52,292,424,3
2027,大成鋼,9966,40948,58882,5,-920,-1385,-2099,1
2542,興富發,9549,14523,15533,4,0,38,38,2
2301,光寶科,9520,36603,67078,4,-508,-6097,-6341,1
2317,鴻海,9407,61450,244959,5,112,2152,7765,5
6005,群益證,8574,16051,28889,4,-1299,-8912,-23320,1
1101,台泥,8334,15463,10252,3,-3,-35,-43,0
1326,台化,8066,-12263,5527,3,0,0,0,0
2492,華新科,7374,13486,22889,4,1,2,7,3
6016,康和證,6423,7678,9554,3,0,0,0,0
6173,信昌電,6415,8651,11559,3,0,0,0,0
3035,智原,6261,8030,8282,5,0,-45,-62,1
1605,華新,6011,-9995,3817,4,-8,-8,-15,0
1409,新纖,5780,5987,11983,4,0,1,1,1
2324,仁寶,5755,8714,5502,2,-744,-1497,-2004,0
2406,國碩,5551,11029,12518,4,0,0,0,0
2867,三商壽,5359,15327,19101,5,0,0,0,0
2377,微星,5331,7490,11977,3,0,19,-147,2
2855,統一證,5180,4135,824,1,10,-44,611,2
2609,陽明,5111,-2194,-1077,3,-44,14,16,3
6505,台塑化,4593,1616,8030,4,-7,-213,-137,2
2451,創見,4431,7208,12221,4,-123,-489,-950,1
3189,景碩,4295,9546,7281,4,-3930,-7844,-8122,1
2615,萬海,4202,3820,9680,4,-70,-319,-599,0
2049,上銀,4184,6455,6287,3,161,-513,-517,1
3042,晶技,4042,3582,1661,1,-110,-120,-120,0
6285,啟碁,3996,17199,19527,5,-27,2619,1680,2
3105,穩懋,3865,7242,-839,4,159,-232,-228,3
4919,新唐,3563,-5127,-6581,2,4,9,18,4
1216,統一,3202,21629,14272,3,-169,-102,-2313,1
8046,南電,3189,2858,3743,4,-590,-1020,-1290,2
2603,長榮,3154,5048,16891,5,-1396,-3326,-5514,0
3037,欣興,2965,-2305,-11350,2,979,-679,-1385,3
5351,鈺創,2946,-712,10990,3,25,25,58,3
8358,金居,2916,3662,6948,4,-142,-3092,-3625,2
2357,華碩,2908,4896,6388,3,86,200,597,3
5483,中美晶,2673,879,-2885,2,6036,7728,14180,5
2345,智邦,2647,1307,1434,3,668,339,480,3
3034,聯詠,2640,4673,7430,4,-110,559,672,4
3211,順達,2205,126,25,2,165,513,118,3
2316,楠梓電,2169,1416,2433,3,0,0,0,0
4958,臻鼎-KY,2147,3039,-725,3,160,855,823,4
2455,全新,2134,3379,4941,4,0,7,489,3
1560,中砂,1957,1929,1856,3,-4,59,58,3
9939,宏全,1857,314,-468,1,-8,-118,-3,1
4576,大銀微系統,1752,1669,1348,3,0,85,85,1
2421,建準,1744,60,-4057,2,0,0,-1,0
3006,晶豪科,1629,9434,15976,5,0,17,12,2
3680,家登,1589,1194,1757,4,0,-187,-187,0
2467,志聖,1513,1611,1869,3,-8,31,-546,2
3711,日月光投控,1419,-7572,-14306,1,656,4969,6325,5
2382,廣達,1418,977,19418,4,507,901,442,3
4977,眾達-KY,1369,1577,2210,4,0,-3,-9,0
2376,技嘉,1336,6616,13604,5,-70,109,-744,1
6488,環球晶,1277,7226,10196,5,421,707,2412,5
3374,精材,1202,6666,5869,3,0,0,24,1
6414,樺漢,862,2815,3643,5,-10,-109,-167,0
4991,環宇-KY,854,1002,1772,3,-50,-1227,-1262,0
2379,瑞昱,780,2102,2439,4,-77,-327,-254,3
3587,閎康,633,859,1312,5,0,0,0,0
2368,金像電,613,-99,73,3,-63,-291,-547,2
3491,昇達科,608,933,655,4,283,119,145,2
6715,嘉基,577,589,1100,4,0,518,751,3
3583,辛耘,561,-33,240,2,69,603,845,5
6451,訊芯-KY,503,45,-904,2,0,0,-22,0
6789,采鈺,502,1895,128,3,10,146,239,5
3443,創意,490,227,-1279,1,52,782,1723,5
3693,營邦,476,188,27,1,-157,-177,-173,1
3529,力旺,473,25,253,2,-33,326,311,3
2308,台達電,447,-1661,-3242,3,27,1120,1649,5
3167,大量,428,242,159,2,-566,-1366,-1634,0
5289,宜鼎,373,403,-312,2,-2,1056,1498,4
3661,世芯-KY,313,109,1154,4,1,373,-20,4
8210,勤誠,305,-78,-346,3,854,2630,3601,5
3131,弘塑,294,53,-93,2,-182,-268,-332,1
3653,健策,284,-1231,-1659,1,-23,-2193,-2309,0
3665,貿聯-KY,251,1511,3434,5,344,106,-1192,3
1590,亞德客-KY,218,738,735,4,-2,3,32,4
4749,新應材,197,521,66,3,85,-4,-941,1
6274,台燿,195,-1041,-4833,1,-358,903,3926,4
6442,光聖,155,-651,-373,3,-372,-523,-610,1
6223,旺矽,150,185,162,3,-286,109,127,3
6510,精測,130,-13,-151,2,70,-37,-53,2
3081,聯亞,125,702,113,3,118,-348,-235,2
2059,川湖,94,471,460,3,21,258,523,4
2383,台光電,80,-92,331,3,117,164,544,5
6515,穎崴,42,45,-8,3,26,-27,-39,2
5274,信驊,41,-222,-207,2,11,27,76,5
