股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2812,台中銀,28713,48487,46108,4,-124,-2961,-2967,0
5880,合庫金,27227,37360,46261,5,-229,-2461,-2466,1
2886,兆豐金,17737,40194,89849,5,3529,-9,-2961,1
2344,華邦電,14893,-27809,-28809,3,-2650,-8818,-12238,1
2845,遠東銀,13895,18512,12242,4,-51,4348,4345,1
2892,第一金,13316,56382,111237,5,5072,5589,4617,2
2880,華南金,12577,39673,54162,5,-2119,-8637,-10680,0
2464,盟立,11634,10014,5183,3,0,332,332,1
2889,國票金,11091,20212,35514,4,0,0,0,0
2409,友達,10295,36916,52153,4,-65,-1204,-1278,0
2801,彰銀,8427,11541,22634,3,3306,7176,6503,3
5876,上海商銀,7922,14471,13791,3,-851,-545,-1388,1
2834,臺企銀,7727,39533,50281,4,-271,-6382,-6389,0
3231,緯創,7065,3703,-11229,2,6582,8936,9049,4
2884,玉山金,6874,10250,-2604,2,5673,11322,12920,5
3019,亞光,6752,8537,9075,4,0,0,0,0
2412,中華電,5224,6860,2548,2,119,6,439,4
3481,群創,4639,-14137,8500,2,-81,-147,-27,1
1216,統一,4440,12128,13248,4,-713,-2513,-3653,0
3045,台灣大,3538,7235,10732,5,81,1225,1170,3
2356,英業達,3078,9523,1109,3,537,1781,2495,4
2301,光寶科,3072,-4572,-3689,2,749,1327,5156,5
4904,遠傳,3066,4521,5304,4,32,-266,-913,1
2455,全新,2744,4382,5677,4,1421,3458,3385,3
2377,微星,2475,11658,11376,4,297,198,162,1
3324,雙鴻,1757,5947,8285,5,-297,430,889,3
3234,光環,1674,2393,3126,5,0,0,0,0
2357,華碩,1312,3405,3483,4,429,1945,2032,4
4576,大銀微系統,1231,2313,2760,4,0,0,0,0
2408,南亞科,828,-30265,-904,3,-404,-1675,-867,3
6415,矽力*-KY,806,458,-511,2,-93,-537,-1190,0
3260,威剛,800,-204,-2113,2,-87,86,41,1
2486,一詮,738,1674,2929,5,0,0,20,1
3034,聯詠,700,2585,2281,4,-188,907,1111,3
3293,鈊象,674,2643,4149,5,-1952,-6078,-8741,0
3189,景碩,605,2159,3402,3,340,-2677,-2294,3
3374,精材,579,4798,10082,5,-2,7753,11087,3
4979,華星光,500,932,508,4,-621,-2159,1075,1
8299,群聯,484,118,668,3,-128,-119,-136,1
8358,金居,482,451,2420,3,-266,-149,-168,3
3693,營邦,436,1069,1492,5,0,0,0,0
3008,大立光,408,-259,162,2,-67,666,1043,4
3653,健策,334,213,423,2,-227,-163,-180,2
3406,玉晶光,305,1014,3857,5,0,3038,4359,3
3017,奇鋐,296,614,196,2,-242,-227,1333,3
6640,均華,177,60,17,1,0,40,60,4
3443,創意,167,-69,-27,2,-118,-145,-45,3
6683,雍智科技,163,238,-55,2,0,-58,-276,0
3081,聯亞,102,-245,331,3,-78,485,1400,3
