股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2409,友達,110947,136361,168597,4,-8,-13,67,2
3481,群創,81994,182135,447205,5,-74,3598,3802,3
2887,台新金,43324,93066,187555,5,-76326,-179348,-266356,0
2303,聯電,35286,47897,70513,3,9600,14258,37342,5
2317,鴻海,31682,71179,194023,5,-10780,-10325,-6866,4
2313,華通,29975,17354,-3122,3,2857,3885,860,3
2344,華邦電,27421,29303,96618,4,7659,10964,27037,5
2301,光寶科,27226,46805,95139,5,-4394,-9711,-10488,1
2408,南亞科,25571,38500,59152,4,2842,8548,24933,5
3231,緯創,20508,-25791,866,4,-112,-184,85,2
8069,元太,18750,18904,20204,3,874,858,854,2
6116,彩晶,15276,21367,50753,4,0,0,0,0
1402,遠東新,13866,15141,14530,3,-3,-57,-312,1
2481,強茂,13481,21298,24776,3,897,678,633,2
1802,台玻,12479,-7562,1085,3,0,0,0,0
1714,和桐,10620,14278,12730,3,0,0,-1,0
2892,第一金,10374,44247,98558,5,-363,-804,-483,2
2027,大成鋼,8865,31773,66411,5,-5216,-6852,-7243,1
3714,富采,8061,6351,556,3,0,-150,-150,0
5876,上海商銀,7273,20222,17343,3,-399,-682,-1223,0
6285,啟碁,6668,12244,25083,5,539,799,2781,3
3033,威健,5852,12190,20286,3,-31,-94,-147,0
3450,聯鈞,5718,12262,12373,3,50,50,1313,3
3707,漢磊,5373,4435,-5353,1,0,0,0,0
3305,昇貿,5093,6755,6283,3,0,0,0,0
1717,長興,4487,12447,9983,2,-300,-300,-292,1
2367,燿華,4178,3859,6401,4,0,0,0,0
2374,佳能,3976,4500,4155,3,-4,-4,-5,0
1216,統一,3691,23834,23055,4,-1014,-416,-2501,1
2606,裕民,3520,8098,13030,5,-3675,-4587,-5674,0
3034,聯詠,3403,8069,10872,5,-198,336,383,3
6206,飛捷,3337,4981,5535,5,-7,-23,-38,0
2376,技嘉,3123,8554,16265,5,43,-135,-350,2
4739,康普,2934,2029,1713,3,0,-1,9,1
4966,譜瑞-KY,2716,3407,3155,2,2454,3701,3859,5
8358,金居,2706,7068,8824,4,409,-3572,-2676,3
3702,大聯大,2537,-6104,-2854,3,-3033,2711,2066,2
2382,廣達,2490,5292,20924,4,91,763,699,4
4931,新盛力,2466,4213,3494,4,0,0,0,0
3006,晶豪科,2286,10222,15856,5,14,14,25,2
2455,全新,1834,4475,4545,4,0,7,11,2
2467,志聖,1628,3248,3566,4,-18,-9,-104,2
2049,上銀,1274,5997,7718,4,576,736,58,2
8147,正淩,1227,1733,1257,3,0,0,0,0
3037,欣興,1088,-1713,-5671,3,2464,1338,938,3
4991,環宇-KY,990,2538,1529,3,0,-1067,-1262,0
3587,閎康,926,1750,2186,5,0,0,0,0
8021,尖點,919,781,756,3,-367,-426,-482,0
6414,樺漢,629,2709,3860,5,-87,-157,-223,0
6187,萬潤,563,1220,1196,4,4,-638,-1098,2
6291,沛亨,556,602,747,3,0,310,727,3
2395,研華,529,3483,6270,5,-8,47,118,4
6903,巨漢,516,128,670,4,0,0,0,0
3081,聯亞,481,842,788,4,78,26,-370,2
3363,上詮,457,462,511,3,35,51,48,2
3665,貿聯-KY,396,1180,3549,5,-201,164,-1486,2
2383,台光電,395,337,665,3,289,410,765,5
6139,亞翔,331,-2771,-2415,2,-690,-640,-537,4
3293,鈊象,274,427,-613,3,-47,100,40,1
5269,祥碩,241,207,273,3,158,270,284,5
5289,宜鼎,235,692,-74,3,-125,427,1244,3
2360,致茂,232,415,1007,3,412,591,574,4
3008,大立光,228,170,408,4,157,139,132,2
3131,弘塑,108,330,443,3,-102,-283,-377,1
6683,雍智科技,93,191,458,5,0,-45,-66,0
3529,力旺,82,328,68,2,78,171,380,3
3661,世芯-KY,77,582,1067,4,82,200,579,5
6515,穎崴,34,82,112,4,-1,0,-51,1
