排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,PCB,2.33,93.33,14/15,57.11,126.21,0.9,-3.64
2,電器電纜,0.83,90.0,9/10,4.76,4.52,0.61,1.92
3,CPO_光通訊,3.27,83.33,5/6,-4.31,0.84,-1.38,-0.86
4,無塵室與機電工程,1.61,80.0,4/5,1.15,0.83,6.99,10.76
5,TPU_伺服器主板與印刷電路板,0.89,80.0,4/5,29.17,72.46,1.55,2.33
6,記憶體封裝與測試,3.07,75.0,3/4,1.81,6.4,-1.67,-2.88
7,TPU_散熱,-0.28,75.0,3/4,-22.64,-6.63,0.45,2.91
8,記憶體製造,2.87,75.0,3/4,48.13,102.73,0.46,7.29
9,銅,1.39,70.0,7/10,9.35,22.94,1.3,-8.11
10,被動元件,0.95,63.16,12/19,14.21,13.76,-1.58,-4.49
11,半導體設備,2.07,57.14,4/7,-1.52,-2.95,-0.14,-0.18
12,工業自動化與機器人,0.3,57.14,4/7,-0.55,-3.13,-0.0,0.09
13,電池或電源,0.59,55.0,11/20,5.93,-24.02,-3.61,-6.05
14,光學元件或組裝,0.71,53.33,8/15,-12.49,-0.59,-0.96,-0.82
15,玻璃,1.45,53.33,8/15,50.77,122.42,5.68,11.78
16,軟體設計,-0.2,53.33,8/15,-0.45,-0.66,0.06,0.09
17,塑膠,0.22,50.0,9/18,-1.15,-16.57,-0.02,-6.93
18,TPU_光通訊與連接器,0.0,50.0,2/4,-2.15,-2.29,-1.51,-6.39
19,銀,-0.48,50.0,2/4,6.73,13.79,0.74,0.01
20,廠務系統與水處理,-0.23,50.0,3/6,0.23,6.2,-0.02,-0.18
21,金融,0.19,47.37,9/19,-1.15,-16.57,-0.02,-6.93
22,IC設計,0.85,46.15,6/13,5.83,21.21,0.03,-5.77
23,BBU_電池模組,0.34,42.86,3/7,-2.19,-17.87,-1.81,-2.71
24,CPO_先進封裝測試,0.98,40.0,2/5,-1.66,-1.64,-0.06,-1.76
25,紡織,-0.57,40.0,8/20,-2.61,-4.31,-0.79,-1.67
26,網通設備組件,-0.05,40.0,8/20,-10.38,89.22,0.14,-4.92
27,機器人,-0.59,35.71,5/14,3.39,-11.62,-1.76,-4.28
28,化學,-0.35,35.0,7/20,-1.74,-16.93,-0.38,-7.86
29,軍工_無人機相關,0.47,33.33,3/9,-2.43,51.78,0.33,0.13
30,航運,-0.16,33.33,5/15,-20.28,-50.62,-0.76,-1.12
31,記憶體模組,0.11,28.57,2/7,-10.08,-38.43,5.29,12.56
32,BBU_電源供應器與整合,-0.25,20.0,1/5,6.04,-3.05,-2.37,-5.15
33,記憶體控制IC,-0.32,20.0,1/5,-1.02,-6.26,-0.12,-0.25
34,軍工_航太製造與維修,-0.65,16.67,1/6,-1.19,-0.81,0.0,0.0
35,鋼鐵,-0.66,13.33,2/15,2.18,3.37,-0.03,-0.15
36,造紙,-0.78,0.0,0/7,-0.14,-0.32,0.0,0.0
