股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
1326,台化,41744,52712,56037,4,172,-248,-248,1
1303,南亞,27414,24161,42862,4,5377,-6776,-6315,2
1314,中石化,11732,4781,891,3,0,0,0,0
2886,兆豐金,5809,18366,34660,5,281,199,672,3
1304,台聚,5797,4297,-4465,3,0,0,0,0
3702,大聯大,5267,8357,28861,5,212,1682,2086,4
1308,亞聚,5113,1902,-2196,2,0,0,0,0
2615,萬海,4449,4799,5346,3,-2,-67,-83,0
2408,南亞科,4169,-18294,-1505,3,-172,-9329,-20553,0
4958,臻鼎-KY,3382,11134,15169,4,3,398,515,5
2337,旺宏,3218,18575,31015,5,3,-4055,-7874,1
3045,台灣大,3165,6506,12533,5,51,-63,-1321,2
8046,南電,2896,4707,3962,3,576,4540,5433,5
2449,京元電子,2283,-2841,-9076,1,-1372,-3284,-3481,2
2049,上銀,2241,2661,4270,5,1,90,90,2
3036,文曄,1209,3696,8011,5,164,1574,3956,5
8358,金居,953,4315,3874,3,-63,-5589,-5437,1
4971,IET-KY,626,1409,1428,5,0,5,5,1
3583,辛耘,611,1677,2106,4,1,2,2,4
8299,群聯,490,3807,5315,4,-202,-2881,-3696,0
2360,致茂,382,-173,-734,1,180,438,1340,5
8996,高力,325,633,1992,5,181,330,-383,3
1519,華城,303,-1320,-707,2,-437,-861,-855,2
6781,AES-KY,279,-9,-222,1,0,33,53,4
3443,創意,246,466,36,2,-72,-382,-151,3
7734,印能科技,114,146,251,4,57,57,104,2
3529,力旺,103,159,612,5,-102,-154,-107,2
6223,旺矽,99,-149,-123,2,49,-33,317,4
6515,穎崴,38,46,97,3,-42,-57,-123,0
