排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,1563,巧新,全部,50.3,101.2,,,,,
2,3141,晶宏,半導體類,8.2,34.7,77.2,110.0,74.6,102.5,32.8
3,8431,匯鑽科,其他電子類,4.8,20.3,47.45,69.7,45.6,68.8,45.0
4,3324,雙鴻,其他電子類,9.3,18.8,1075.0,1485.0,1075.0,1485.0,38.1
5,1815,富喬,電子零組件類,6.2,12.6,118.5,139.5,111.0,118.5,0.0
6,3580,友威科,其他電子類,1.5,12.4,82.0,93.0,79.5,88.1,7.4
7,3529,力旺,半導體類,5.7,11.7,2720.0,2720.0,2310.0,2385.0,-12.3
8,3374,精材,半導體類,6.0,9.9,352.0,431.0,350.0,430.0,22.2
9,2455,全新,全部,4.8,9.2,438.0,555.0,428.0,528.0,20.5
10,6933,AMAX-KY,全部,5.6,9.2,260.0,331.0,256.0,317.0,21.9
11,6218,豪勉,通信網路類,4.3,8.8,41.0,45.35,39.85,42.25,3.0
12,3693,營邦,電腦及週邊類,3.9,8.7,555.0,690.0,549.0,663.0,19.5
13,3094,聯傑,全部,1.3,8.4,38.05,46.5,38.05,46.5,22.2
14,6532,瑞耘,半導體類,2.7,8.2,90.6,103.5,89.1,98.0,8.2
15,8421,旭源,其他,5.2,8.1,13.6,13.8,12.7,12.85,-5.5
16,3661,世芯-KY,全部,2.6,7.4,3910.0,4350.0,3855.0,4220.0,7.9
17,2481,強茂,全部,4.1,7.2,150.0,162.5,146.0,156.0,4.0
18,5274,信驊,半導體類,2.3,7.0,15525.0,18790.0,14815.0,17470.0,12.5
19,2465,麗臺,全部,2.9,6.9,96.1,107.5,93.1,99.2,3.2
20,2421,建準,全部,4.1,6.8,161.5,184.0,157.0,178.0,10.2
21,4908,前鼎,通信網路類,2.9,5.5,195.0,241.5,183.0,224.5,15.1
22,6782,視陽,全部,2.6,5.2,242.5,256.0,228.0,229.5,-5.4
23,3450,聯鈞,全部,2.4,5.2,586.0,653.0,554.0,580.0,-1.0
24,6438,迅得,全部,1.6,4.9,149.0,167.0,146.0,156.5,5.0
25,5292,華懋,全部,2.6,4.8,221.5,241.0,215.5,220.5,-0.5
26,3491,昇達科,通信網路類,1.6,4.5,1500.0,1555.0,1360.0,1505.0,0.3
27,2436,偉詮電,全部,1.1,4.4,67.0,69.2,64.1,65.2,-2.7
28,3019,亞光,光電業,1.7,4.3,140.5,163.0,136.5,144.5,2.8
29,2471,資通,全部,1.0,4.3,50.0,50.9,49.55,50.2,0.4
30,3008,大立光,光電業,2.3,4.2,7005.0,7995.0,6865.0,7400.0,5.6
31,3390,旭軟,電子零組件類,1.2,3.9,22.55,22.75,21.75,22.2,-1.6
32,3680,家登,半導體類,2.1,3.9,495.0,544.0,484.5,518.0,4.6
33,6122,擎邦,電機機械,1.2,3.9,48.7,52.5,47.65,51.3,5.3
34,8103,瀚荃,全部,1.8,3.8,115.5,127.5,107.5,122.5,6.1
35,4968,立積,全部,0.6,3.7,94.5,94.5,90.3,91.0,-3.7
36,5386,青雲,電腦及週邊類,1.2,3.4,237.0,291.0,237.0,258.5,9.1
37,6023,元大期,金融業,2.9,3.4,82.6,87.1,82.0,86.4,4.6
38,4749,新應材,半導體類,1.1,3.4,786.0,814.0,755.0,776.0,-1.3
39,5608,四維航,全部,1.0,3.4,16.95,17.95,16.45,17.2,1.5
40,3592,瑞鼎,全部,1.2,3.3,230.0,230.5,219.0,224.0,-2.6
41,1717,長興,全部,2.2,3.3,76.5,85.5,73.1,76.1,-0.5
42,6133,金橋,全部,1.5,3.2,23.4,24.75,23.0,23.75,1.5
43,6667,信紘科,其他電子類,1.5,3.0,223.0,239.5,214.0,239.5,7.4
44,6165,浪凡,全部,1.5,3.0,48.6,51.6,48.2,48.9,0.6
45,6015,宏遠證,金融業,1.5,3.0,16.3,16.85,15.8,16.8,3.1
46,5272,笙科,半導體類,0.7,3.0,17.2,17.6,16.75,16.9,-1.7
47,3684,榮昌,通信網路類,1.7,2.9,54.5,54.5,52.8,54.3,-0.4
48,6179,亞通,其他,1.2,2.9,27.9,32.95,27.85,29.6,6.1
49,2734,易飛網,觀光事業,1.1,2.9,14.95,15.05,14.6,14.9,-0.3
50,8277,商丞,半導體類,0.6,2.9,8.15,8.48,7.55,8.0,-1.8
