排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體封裝與測試,4.56,100.0,4/4,-8.69,4.21,0.66,3.11
2,鋼鐵,1.59,100.0,15/15,12.68,-7.08,0.01,-1.64
3,造紙,1.97,100.0,7/7,0.55,0.34,-0.01,-0.01
4,記憶體控制IC,4.32,100.0,5/5,7.11,-15.32,-0.11,1.11
5,軍工_航太製造與維修,1.64,100.0,6/6,0.38,-3.36,0.61,0.9
6,記憶體製造,7.15,100.0,4/4,-57.24,-132.06,2.73,8.24
7,記憶體模組,5.58,100.0,7/7,2.99,11.99,-2.02,14.11
8,金融,4.15,89.47,17/19,27.37,85.52,1.15,1.59
9,塑膠,4.3,88.89,16/18,27.37,85.52,1.15,1.59
10,低軌衛星,4.93,85.71,6/7,-23.62,-6.7,0.19,1.22
11,紡織,2.79,85.0,17/20,4.85,2.63,-0.75,-2.21
12,機器人,2.46,78.57,11/14,-32.43,-6.42,2.39,13.4
13,軍工_無人機相關,2.63,77.78,7/9,19.79,192.98,12.22,-8.68
14,IC設計,2.19,76.92,10/13,19.16,230.4,10.72,-27.09
15,化學,3.26,75.0,15/20,27.48,75.94,0.72,0.87
16,TPU_散熱,2.18,75.0,3/4,0.5,-4.23,-0.93,15.06
17,工業自動化與機器人,1.85,71.43,5/7,4.24,7.49,0.88,0.97
18,玻璃,1.22,66.67,10/15,-20.35,32.62,0.68,13.88
19,航運,0.54,60.0,9/15,1.3,-2.24,-1.99,-9.59
20,CPO_先進封裝測試,1.83,60.0,3/5,-1.48,-3.45,2.34,7.08
21,廠務系統與水處理,0.98,57.14,4/7,-1.64,-0.98,-0.03,-0.18
22,TPU_光通訊與連接器,0.08,50.0,2/4,-13.71,-20.4,-4.97,14.03
23,銀,-0.58,50.0,2/4,-11.87,28.76,0.39,12.82
24,光學元件或組裝,1.53,46.67,7/15,-10.97,-17.07,-3.05,1.06
25,網通設備組件,1.04,45.0,9/20,10.37,194.47,4.73,-28.12
26,BBU_電源供應器與整合,-0.99,40.0,2/5,-33.28,-3.91,1.16,13.52
27,無塵室與機電工程,-1.42,40.0,2/5,-8.02,-19.74,-5.45,-11.56
28,銅,0.61,40.0,4/10,33.37,161.05,-10.62,-9.98
29,TPU_伺服器主板與印刷電路板,0.92,40.0,2/5,-14.78,122.32,-4.48,-8.35
30,PCB,0.58,40.0,6/15,-45.27,153.42,-5.88,6.41
31,軟體設計,-0.35,40.0,6/15,0.26,0.84,-0.02,-0.03
32,CPO_光通訊,-0.63,33.33,2/6,-23.79,-24.39,2.07,7.84
33,被動元件,-0.62,31.58,6/19,-47.39,17.73,1.89,24.65
34,BBU_電池模組,-0.78,28.57,2/7,-2.0,5.07,-1.18,-3.66
35,半導體設備,1.48,28.57,2/7,-2.97,-1.61,0.47,1.11
36,電池或電源,-0.61,25.0,5/20,-23.16,42.82,-3.84,4.33
37,電器電纜,-0.64,20.0,2/10,11.23,39.31,-2.46,-5.74
