排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,1591,駿吉-KY,電機機械,3.9,21.5,41.95,41.95,31.15,31.15,-25.7
2,3441,聯一光,光電業類,5.4,21.1,55.7,75.5,54.2,70.0,25.7
3,3213,茂訊,電腦及週邊類,4.9,19.7,131.0,140.5,128.5,138.5,5.7
4,6683,雍智科技,半導體類,3.4,18.2,1650.0,1660.0,1295.0,1445.0,-12.4
5,5328,華容,電子零組件類,6.0,14.8,36.9,47.0,35.0,42.35,14.8
6,2484,希華,全部,3.5,13.2,50.2,66.7,47.0,66.7,32.9
7,6695,芯鼎,全部,5.5,13.0,53.2,55.2,47.65,50.3,-5.5
8,2413,環科,全部,6.2,10.9,51.6,63.2,46.0,61.2,18.6
9,3490,單井,光電業類,1.7,10.4,37.5,37.75,31.0,32.2,-14.1
10,5410,國眾,資訊服務類,3.2,9.3,40.05,47.8,36.8,45.65,14.0
11,2241,艾姆勒,全部,3.6,9.2,32.5,43.7,31.85,43.1,32.6
12,6532,瑞耘,半導體類,2.7,8.6,100.0,100.5,83.0,88.9,-11.1
13,8289,泰藝,電子零組件類,3.7,8.5,67.2,75.3,60.7,68.0,1.2
14,8021,尖點,全部,4.0,8.3,430.0,627.0,412.5,522.0,21.4
15,6672,騰輝電子-KY,全部,2.0,8.2,222.0,232.5,197.5,221.0,-0.5
16,4541,晟田,其他,2.6,7.8,47.65,48.1,43.5,47.55,-0.2
17,3152,璟德,通信網路類,3.4,6.9,179.5,221.0,162.5,221.0,23.1
18,4977,眾達-KY,全部,1.0,6.2,205.0,206.0,166.5,180.5,-12.0
19,5498,凱崴,電子零組件類,1.9,5.7,60.5,70.8,55.7,69.4,14.7
20,6174,安碁,電子零組件類,3.2,5.2,43.25,55.6,39.35,50.3,16.3
21,2355,敬鵬,全部,2.0,5.0,55.9,64.4,49.9,61.6,10.2
22,6409,旭隼,全部,2.9,4.9,882.0,972.0,838.0,930.0,5.4
23,3147,大綜,資訊服務類,2.8,4.9,263.0,352.0,256.5,338.0,28.5
24,3550,聯穎,全部,2.3,4.8,24.1,30.5,21.7,29.05,20.5
25,8163,達方,全部,2.1,4.7,40.6,46.85,36.35,42.85,5.5
26,8024,佑華,半導體類,1.3,4.5,12.45,12.5,11.5,12.1,-2.8
27,3537,堡達,電子零組件類,1.5,4.4,74.9,89.1,71.0,75.6,0.9
28,2375,凱美,全部,1.4,4.4,142.5,178.0,132.0,172.5,21.1
29,2405,輔信,全部,1.0,4.3,20.05,21.2,17.85,18.7,-6.7
30,2314,台揚,全部,0.4,4.3,16.65,16.65,14.35,15.3,-8.1
31,4721,美琪瑪,化學工業,1.5,4.3,88.1,99.5,79.8,92.0,4.4
32,3546,宇峻,文化創意業,1.4,4.2,82.6,84.7,78.5,82.0,-0.7
33,4168,醣聯,生技醫療類,1.0,4.0,26.25,30.0,24.65,26.8,2.1
34,8043,蜜望實,電子零組件類,2.2,3.7,143.0,216.0,138.0,184.5,29.0
35,6244,茂迪,光電業類,1.3,3.7,30.2,33.8,25.85,31.1,3.0
36,3011,今皓,全部,1.3,3.7,15.2,15.2,13.5,14.5,-4.6
37,2641,正德,航運業,1.0,3.6,19.6,20.5,18.4,18.8,-4.1
38,6116,彩晶,光電業,1.5,3.5,18.45,18.45,13.1,15.6,-15.4
39,6890,來億-KY,全部,3.1,3.5,231.5,285.5,222.5,256.0,10.6
40,8454,富邦媒,全部,2.7,3.4,333.0,467.0,294.5,356.5,7.1
41,6716,應廣,半導體類,1.2,3.4,101.5,101.5,84.1,90.9,-10.4
42,2243,宏旭-KY,全部,2.0,3.4,27.55,37.2,25.25,37.2,35.0
43,4741,泓瀚,化學工業,1.7,3.3,63.6,86.6,56.8,78.0,22.6
44,8016,矽創,全部,1.4,3.3,301.5,306.0,274.0,289.5,-4.0
45,3042,晶技,全部,2.1,3.3,203.5,247.0,191.0,224.5,10.3
46,3322,建舜電,電子零組件類,1.1,3.1,14.6,16.0,13.05,15.35,5.1
47,2493,揚博,全部,1.6,3.1,177.0,207.0,155.0,207.0,16.9
48,8210,勤誠,全部,2.2,3.1,1420.0,1565.0,1235.0,1475.0,3.9
49,3128,昇銳,光電業類,0.9,3.0,25.5,26.35,23.0,23.75,-6.9
50,6761,穩得,電子零組件類,1.2,3.0,212.5,222.0,193.0,197.0,-7.3
