股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,122211,251313,0,0,98,-425,0,0
2409,友達,67940,101757,0,0,39,323,0,0
2883,凱基金,32815,108426,0,0,13833,19791,0,0
3576,聯合再生,29633,39558,0,0,0,0,0,0
8150,南茂,28816,20466,0,0,-3,-5,0,0
2344,華邦電,27413,-12576,0,0,3344,20413,0,0
2303,聯電,22588,80961,0,0,-25723,-48989,0,0
2887,台新金,22249,-16795,0,0,27097,30617,0,0
1326,台化,18439,42223,0,0,-5747,-7644,0,0
2884,玉山金,18360,24101,0,0,2065,1737,0,0
2609,陽明,16537,32252,0,0,-56,-324,0,0
6443,元晶,14267,17467,0,0,0,0,0,0
2834,臺企銀,14006,24911,0,0,-36,-197,0,0
2105,正新,13784,29906,0,0,-20936,-48685,0,0
2603,長榮,13360,28317,0,0,-3976,-8116,0,0
2891,中信金,12329,22111,0,0,596,-12960,0,0
2515,中工,10716,7906,0,0,0,0,0,0
2324,仁寶,10543,3160,0,0,-238,-4859,0,0
2406,國碩,10025,14510,0,0,0,0,0,0
1402,遠東新,9914,13116,0,0,-4794,-8681,0,0
2867,三商壽,9737,29805,0,0,0,0,0,0
2882,國泰金,9422,2153,0,0,2149,-7556,0,0
6116,彩晶,8832,8630,0,0,0,0,0,0
1717,長興,8572,7378,0,0,1194,2955,0,0
2605,新興,8412,26194,0,0,0,450,0,0
3711,日月光投控,7760,17346,0,0,-4717,-2952,0,0
2845,遠東銀,7526,5064,0,0,-40,-120,0,0
2618,長榮航,7093,20736,0,0,-10434,-18199,0,0
2892,第一金,7037,13593,0,0,-134,1500,0,0
3715,定穎投控,6176,9540,0,0,0,-22,0,0
2606,裕民,5852,10762,0,0,-1328,-1802,0,0
1605,華新,5557,-1191,0,0,-14,-177,0,0
2881,富邦金,5471,-1738,0,0,-2082,-11123,0,0
3702,大聯大,5350,14257,0,0,-1317,-2234,0,0
2353,宏碁,5233,23227,0,0,-304,-1671,0,0
2312,金寶,5054,495,0,0,-1513,-5259,0,0
5309,系統電,4817,3351,0,0,0,-1,0,0
8039,台虹,4713,4461,0,0,-2,-9,0,0
8110,華東,4635,1862,0,0,0,-31,0,0
4977,眾達-KY,4404,7705,0,0,0,0,0,0
2455,全新,4331,325,0,0,-5,-5,0,0
3374,精材,4320,6890,0,0,0,-1007,0,0
2449,京元電子,4210,201,0,0,-935,1430,0,0
8028,昇陽半導體,3844,6030,0,0,0,-14,0,0
1513,中興電,3641,823,0,0,-179,-183,0,0
2327,國巨,3093,33881,0,0,-3035,-1101,0,0
8103,瀚荃,2726,1569,0,0,0,0,0,0
2464,盟立,2684,748,0,0,0,0,0,0
6187,萬潤,2339,7869,0,0,0,0,0,0
2408,南亞科,2338,-7599,0,0,-1637,-2313,0,0
6139,亞翔,2223,1874,0,0,412,306,0,0
3017,奇鋐,2218,3636,0,0,29,85,0,0
3357,臺慶科,2181,3223,0,0,0,-17,0,0
2377,微星,2126,123,0,0,6,-25,0,0
2316,楠梓電,2104,3376,0,0,0,72,0,0
1519,華城,1981,3004,0,0,-82,287,0,0
3036,文曄,1961,4329,0,0,26,1176,0,0
3030,德律,1914,2223,0,0,0,31,0,0
6239,力成,1853,2574,0,0,-990,-1622,0,0
3450,聯鈞,1750,11450,0,0,238,1957,0,0
2385,群光,1621,2766,0,0,-977,-2192,0,0
6196,帆宣,1615,1062,0,0,0,-11,0,0
3264,欣銓,1614,4995,0,0,-1610,-1576,0,0
3034,聯詠,1539,3016,0,0,-513,-720,0,0
1503,士電,1460,-1579,0,0,-1,-2,0,0
3006,晶豪科,1377,-1550,0,0,97,135,0,0
8299,群聯,1330,-2429,0,0,-739,-288,0,0
2404,漢唐,1072,2020,0,0,28,3,0,0
3037,欣興,1057,-17862,0,0,4167,10793,0,0
3443,創意,897,1415,0,0,517,462,0,0
8358,金居,888,4421,0,0,83,2040,0,0
3665,貿聯-KY,881,2591,0,0,-83,-2244,0,0
3563,牧德,863,1477,0,0,0,0,0,0
3693,營邦,803,979,0,0,0,9,0,0
6667,信紘科,773,849,0,0,0,0,0,0
2454,聯發科,757,5432,0,0,309,153,0,0
6691,洋基工程,743,1295,0,0,-3,-149,0,0
6805,富世達,654,1404,0,0,411,106,0,0
3533,嘉澤,627,900,0,0,-54,-42,0,0
2379,瑞昱,529,-829,0,0,-471,-672,0,0
3008,大立光,504,1083,0,0,8,22,0,0
3406,玉晶光,482,488,0,0,-285,-490,0,0
4749,新應材,462,945,0,0,76,182,0,0
3131,弘塑,461,545,0,0,-34,-134,0,0
2368,金像電,440,2525,0,0,-1083,-1156,0,0
3324,雙鴻,413,1260,0,0,93,-125,0,0
3293,鈊象,323,941,0,0,-199,-486,0,0
6510,精測,136,306,0,0,-350,-341,0,0
3529,力旺,132,1693,0,0,-6,327,0,0
3653,健策,86,227,0,0,-13,-221,0,0
5274,信驊,58,103,0,0,-98,-167,0,0
