股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,84438,162281,145803,4,680,3994,5154,4
2892,第一金,79473,224174,291309,5,-66616,-216808,-271954,0
2891,中信金,37164,86269,150856,5,-29003,-78575,-143933,0
2337,旺宏,35348,24418,16098,3,0,3944,6150,3
2303,聯電,34325,88952,205876,5,-11610,-39285,-86465,0
2344,華邦電,29974,-52170,-45566,2,336,703,559,4
2882,國泰金,28756,72222,132162,5,-22335,-61729,-114283,0
1504,東元,19364,40893,48400,5,-16695,-36331,-40023,0
2371,大同,16482,37728,27388,3,-8928,-26619,-44489,0
2313,華通,16336,-13194,-19906,2,115,993,8454,5
1815,富喬,15829,13098,12190,2,2105,2105,2132,2
2324,仁寶,15762,30947,47382,5,-6196,-19349,-34378,0
2881,富邦金,14678,31887,57617,5,-9072,-23680,-44249,0
1605,華新,11328,7332,-35209,2,-39,-963,-1059,1
2885,元大金,9391,16262,15703,3,-14196,-30853,-37248,0
2367,燿華,8850,2642,-2858,1,0,0,0,0
2834,臺企銀,8513,16156,19083,3,-6,271,264,1
3711,日月光投控,8225,18315,20022,3,-7916,-18338,-19138,0
4958,臻鼎-KY,7684,16090,16281,4,-6992,-15062,-16610,0
4967,十銓,7627,4879,6722,3,-1,-2,-2,0
2330,台積電,7513,5918,-16122,2,32,-741,2022,4
2312,金寶,7473,11813,320,4,-5,-5,1114,1
2317,鴻海,7219,13244,-34083,2,-6974,-15919,-15368,2
6239,力成,6842,12393,25787,5,-3023,-11372,-22040,0
1314,中石化,6667,14744,6875,4,0,0,0,0
3231,緯創,5841,9042,-14925,2,-1924,-6136,-6692,1
1717,長興,5649,8959,3577,2,0,28,28,1
8150,南茂,5195,3259,9284,4,-3,-3,-20,0
6282,康舒,4953,10226,351,3,0,6,-5,2
2393,億光,4923,18723,30697,5,-7080,-21921,-35910,0
6257,矽格,4835,7692,10666,5,-2178,-7162,-13198,0
3105,穩懋,4543,6240,3049,4,596,1329,1315,3
2301,光寶科,4518,8611,7031,3,383,-562,1991,4
4979,華星光,4216,1545,2627,3,709,637,-1869,1
5871,中租-KY,3447,43123,46813,5,-5552,-35678,-36851,2
2449,京元電子,2973,4077,3621,3,-1923,-4969,-7373,0
2481,強茂,2795,-881,-5033,1,-3,1891,3134,3
3260,威剛,2702,-4360,-2514,2,1229,3580,5921,4
5483,中美晶,2577,5041,7580,5,-2120,-4872,-8128,0
8086,宏捷科,2457,2705,2904,4,0,-2,-2,0
2455,全新,2380,2401,1614,3,0,-5,-36,0
3030,德律,2342,6319,10308,5,-1062,-3661,-6581,0
2486,一詮,2291,-9977,-4472,3,0,0,0,0
5347,世界,2281,3311,9071,4,-675,245,-910,2
5469,瀚宇博,2192,3220,-2833,3,0,0,0,0
6274,台燿,1836,2243,-686,3,3013,4864,7103,5
6196,帆宣,1830,4556,6888,5,-872,-2722,-4750,0
8299,群聯,1748,3030,5943,4,-1261,-3246,-6558,0
2327,國巨,1602,-489,-8201,1,-81,-216,-641,1
3044,健鼎,1511,3964,7221,5,-802,-2502,-4497,0
2368,金像電,1458,2080,1962,4,1168,1811,2076,3
3019,亞光,1446,777,-503,2,-1,-1,-1,0
4991,環宇-KY,1360,2092,3181,4,43,738,738,3
1477,聚陽,1081,3487,5444,5,-1315,-4006,-6342,0
3592,瑞鼎,961,2361,3627,5,-1020,-3033,-4773,0
6788,華景電,718,2211,3941,4,0,126,231,2
2308,台達電,588,-2456,-10083,1,535,1213,869,3
3034,聯詠,583,1005,1600,4,-493,-1273,-1995,0
6488,環球晶,580,-681,533,3,-504,-563,-1269,1
8996,高力,577,177,49,2,-91,-336,-496,1
3081,聯亞,568,851,-499,3,-101,-375,-348,1
3017,奇鋐,526,2335,2042,2,280,927,694,4
1519,華城,311,204,-1916,2,75,221,458,5
4749,新應材,300,424,191,3,65,72,97,4
3533,嘉澤,211,-32,140,4,1,8,50,4
5274,信驊,102,103,-88,2,-14,55,162,4
