股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2409,友達,103121,197288,241750,4,41,27,307,3
3481,群創,43944,384570,503873,4,-55,-74,-18,2
1785,光洋科,12921,41175,47094,5,0,4,4,1
2344,華邦電,12767,-23654,3860,3,-1137,-1286,-3095,1
9933,中鼎,11237,18663,15602,3,-109,-86,-53,4
2481,強茂,9630,18439,14267,3,-762,-3082,-5920,0
2609,陽明,9627,22160,1954,3,-62,-316,-263,2
8112,至上,9026,48753,50600,4,-90,4012,3665,2
4938,和碩,8230,7384,11778,3,-120,-125,-137,2
2485,兆赫,8087,547,3276,3,0,0,0,0
2367,燿華,7790,13540,13772,4,-23,-23,-57,1
2897,王道銀行,6824,6700,8100,4,-236,-236,-241,0
2412,中華電,5222,8798,20047,5,-251,-236,-901,2
3663,鑫科,4863,5239,5089,4,0,0,0,0
3037,欣興,4701,8775,3099,3,-55,253,-490,1
5351,鈺創,3616,-4241,-1679,3,0,0,0,0
6147,頎邦,3612,5529,2833,2,-19,284,323,2
8039,台虹,3561,8103,9242,3,0,-6,5,2
8064,東捷,3533,4167,3908,3,0,0,0,0
2347,聯強,2945,1522,1885,3,-645,-647,-487,3
4904,遠傳,2915,2393,6042,4,-1220,-1149,-2091,2
8271,宇瞻,2914,10405,12328,5,-4,-4,-9,1
2603,長榮,2264,13214,10080,4,-28,-1884,491,2
6531,愛普*,2208,3204,2941,4,5,0,30,3
6706,惠特,2182,1691,645,2,0,0,0,0
2368,金像電,1954,2205,1368,3,103,3337,5965,5
2486,一詮,1602,1592,1741,3,0,0,-513,0
2458,義隆,1600,2952,4020,3,512,249,611,3
3036,文曄,1490,1623,1550,3,444,3960,7461,5
2049,上銀,1455,3776,4608,5,47,91,101,3
6197,佳必琪,1386,2151,1678,3,35,184,184,2
4977,眾達-KY,1210,918,1885,4,0,0,0,0
3376,新日興,1026,132,-820,2,14,14,44,2
3044,健鼎,583,-2122,-2704,1,-322,-539,148,2
3034,聯詠,547,1510,2338,5,-120,-203,-93,1
3324,雙鴻,529,-62,-902,2,-5,-30,-48,0
4749,新應材,507,923,1532,3,-29,-153,241,3
6643,M31,432,980,995,4,-1,-1,-1,0
3017,奇鋐,428,1204,-126,2,163,319,677,5
5289,宜鼎,417,2276,1732,3,38,38,19,2
3563,牧德,397,435,-76,3,-274,-274,-274,0
6739,竹陞科技,268,142,36,2,0,0,0,0
3533,嘉澤,245,-242,267,3,195,671,477,4
3131,弘塑,230,508,957,4,0,44,49,2
3443,創意,204,389,431,4,-240,-381,-505,0
6223,旺矽,162,364,97,4,123,441,710,5
6669,緯穎,158,379,-208,2,-421,-503,-470,3
3008,大立光,154,746,433,4,-181,-181,-167,3
3661,世芯-KY,77,915,20,3,-5,-18,-36,2
