CB代號,CB名稱,個股現價,轉換價格,餘額比例(%),距轉換價差距(%),已發行/近期上市
68211,聯寶一,42.2,42.19,41.5,0.02,已發行CB
77131,威力德生醫一,69.5,69.6,100,-0.14,已發行CB
41237,晟德七,39.4,39.3,62.98,0.25,已發行CB
62236,旺矽六,6225.0,6201.8,100,0.37,已發行CB
33035,岱稜五,56.0,55.7,100,0.54,已發行CB
66034,富強鑫四,26.85,26.63,100,0.83,已發行CB
64251,易發一,57.4,57.9,15.55,-0.86,已發行CB
61794,亞通四,27.9,28.2,99.2,-1.06,已發行CB
84113,福貞三KY,13.05,13.2,100,-1.14,已發行CB
35161,亞帝歐一,26.2,25.81,100,1.51,已發行CB
68401,東研信超一,66.0,64.7,98.9,2.01,已發行CB
41236,晟德六,39.4,38.6,90.89,2.07,已發行CB
55344,長虹四,78.3,80.0,100,-2.13,已發行CB
69041,伯鑫一,122.0,124.7,100,-2.17,已發行CB
53097,系統電七,55.8,54.6,99.08,2.2,已發行CB
12561,鮮活果汁一KY,178.0,182.5,99.15,-2.47,已發行CB
30954,及成四,38.5,39.5,100,-2.53,已發行CB
36913,碩禾三,115.0,118.0,100,-2.54,已發行CB
811211,至上11,92.4,90.1,100,2.55,已發行CB
81473,正淩三,126.0,129.4,99.6,-2.63,已發行CB
30454,台灣大四,110.5,113.5,99.71,-2.64,已發行CB
41904,佐登四KY,25.4,26.1,100,-2.68,已發行CB
65702,維田二,57.3,55.73,100,2.82,已發行CB
65702,維田二,57.3,55.73,100,2.82,近期上市
68692,雲豹能源二,70.2,72.3,100,-2.9,已發行CB
15142,亞力二,102.0,105.1,100,-2.95,已發行CB
81553,博智三,308.5,318.0,100,-2.99,已發行CB
81553,博智三,308.5,318.0,100,-2.99,近期上市
45811,光隆精密一KY,51.7,53.4,100,-3.18,已發行CB
61011,寬魚國際一,35.7,36.9,96.8,-3.25,已發行CB
14722,三洋實業二,88.9,91.9,100,-3.26,已發行CB
30455,台灣大五,110.5,106.9,100,3.37,已發行CB
52845,jpp五KY,307.5,318.5,100,-3.45,已發行CB
84423,威宏三KY,44.0,42.5,100,3.53,已發行CB
35122,皇龍二,19.75,20.5,100,-3.66,近期上市
35122,皇龍二,19.75,20.5,100,-3.66,已發行CB
41684,醣聯四,22.95,23.91,100,-4.02,已發行CB
61876,萬潤六,1090.0,1136.8,100,-4.12,已發行CB
24023,毅嘉三,55.5,53.3,100,4.13,已發行CB
89365,國統五,52.7,55.0,100,-4.18,已發行CB
89365,國統五,52.7,55.0,100,-4.18,近期上市
66292,泰金二KY,110.5,115.5,97.43,-4.33,已發行CB
66702,復盛應用二,266.5,254.5,100,4.72,已發行CB
