股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,43775,86331,59549,2,12160,11902,10461,1
2834,臺企銀,29798,15712,-29197,2,-26,-164,-232,0
8150,南茂,28682,17142,18351,3,-207,-216,3211,1
2891,中信金,16718,33998,66552,3,-9750,-9244,-3411,3
9904,寶成,15812,11989,9888,2,-1372,-1128,-1309,2
2002,中鋼,15591,29064,3420,3,-57,-100,-134,1
1101,台泥,13805,19760,-21894,2,-17,-117,-126,0
2883,凱基金,13739,40083,38279,4,-567,-6927,-7096,2
2412,中華電,13608,10905,17714,2,-301,-32,598,2
1402,遠東新,12663,52464,24126,3,1062,3641,13760,5
3045,台灣大,12363,22312,56952,5,-3207,-3354,-2812,2
2105,正新,11282,16540,22996,5,-2020,-1715,-1830,3
3231,緯創,10652,15006,6972,3,-6613,-6808,-7565,2
2356,英業達,9820,5522,-17332,3,-3967,16,4972,3
2610,華航,9697,39165,45029,4,-12352,-41770,-41267,2
2886,兆豐金,8552,1933,8685,3,-4118,-2107,6956,3
4904,遠傳,8485,10806,17327,5,-1916,-2454,3256,2
2353,宏碁,8451,20906,26495,3,-145,-33,-3929,1
2867,三商壽,8266,18733,24116,5,0,0,0,0
2618,長榮航,7953,77380,169390,5,-5354,-10599,-15394,0
2880,華南金,7865,5303,6997,3,-5022,-1585,144,3
2812,台中銀,7660,5956,9167,4,-13,-37,-82,0
2884,玉山金,7519,15501,28310,5,79,1632,2515,4
1102,亞泥,6956,-23060,-47581,1,-998,-287,-11,4
5880,合庫金,6926,19912,37616,5,-325,-586,-459,2
2317,鴻海,6698,6540,11104,3,-1077,-742,-687,2
3576,聯合再生,6481,25744,31756,5,0,0,0,0
2014,中鴻,5032,7125,6746,4,0,0,0,0
1301,台塑,4671,49437,40142,4,-18,-30,-35,0
6175,立敦,4244,3920,4124,3,0,0,0,0
8028,昇陽半導體,4185,4981,4102,3,-59,-30,-30,1
6505,台塑化,3891,27518,37149,5,2519,4439,5322,3
5871,中租-KY,3607,5785,5513,4,765,1679,1901,5
2449,京元電子,3576,-6498,-10838,2,571,3237,3303,5
2347,聯強,3081,9291,16481,4,-2129,-1414,-1251,4
2603,長榮,2738,15343,20695,5,-369,-1332,-2394,0
6173,信昌電,2656,5979,4304,2,0,-337,-337,1
4938,和碩,2638,3784,5065,4,-1880,-1804,-2233,3
3090,日電貿,2524,7129,7490,4,-1484,-6599,-8759,1
6274,台燿,2507,3853,3984,4,-1915,-2839,-3235,0
3036,文曄,2425,3457,2682,3,-2876,-2894,-2777,2
2382,廣達,2237,-8612,-12638,2,-1653,4423,7748,4
8932,智通*,2187,2084,-70,2,0,0,0,0
3026,禾伸堂,1714,428,-434,2,90,-771,1084,4
6213,聯茂,1664,2400,-1345,2,-26,86,626,4
3413,京鼎,1590,2311,2139,4,88,88,88,1
3264,欣銓,1487,62,373,2,461,1192,1389,4
6239,力成,1469,3095,2656,4,-1248,-997,-770,4
4979,華星光,1425,2949,2789,4,-302,-1219,-1539,0
3034,聯詠,1234,7502,9228,4,-732,-514,682,3
2301,光寶科,1191,-2385,2422,3,-2428,-2804,-3098,1
2379,瑞昱,1076,584,-1886,2,-1146,-989,-350,3
2467,志聖,1040,576,1114,3,-2,7,4,1
6488,環球晶,980,2956,1486,2,225,1643,1193,4
3044,健鼎,975,711,215,1,-586,-688,-727,1
2486,一詮,970,1635,4402,3,169,169,169,1
3105,穩懋,962,2607,2010,3,-173,-155,9,3
4991,環宇-KY,842,1912,2787,4,-8,-93,-312,1
5434,崇越,831,285,-647,1,208,1215,2005,5
5289,宜鼎,736,1391,2245,4,-528,-1073,-2056,0
6415,矽力*-KY,709,1668,1452,3,-438,-1546,-1541,2
8358,金居,612,1401,677,3,-1,-29,-13,2
3583,辛耘,523,957,1051,4,-538,-532,-533,1
6414,樺漢,522,1653,2307,5,56,163,160,2
1560,中砂,370,1016,805,2,-294,-540,-485,3
2368,金像電,364,2633,5737,5,-285,-1822,-4698,0
2357,華碩,309,2573,7906,5,-117,-250,-287,2
6515,穎崴,220,369,311,3,-312,-427,-398,1
8996,高力,184,350,-35,2,-86,-172,-248,2
3081,聯亞,140,-143,-888,2,-170,-135,1,3
6223,旺矽,35,-247,-385,2,-18,20,180,4
5274,信驊,14,78,144,4,43,24,-114,2
