股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
6770,力積電,96770,94431,44368,2,588,1153,1161,4
2344,華邦電,51442,32970,-35146,2,-1191,-2521,11161,3
1802,台玻,36032,30223,18076,2,11,32,32,2
3231,緯創,32967,53745,35176,2,-202,607,1086,4
2313,華通,29085,25035,45179,3,119,-143,5487,4
2409,友達,28252,168405,176783,4,-21,19,30,3
2882,國泰金,27782,53619,81837,5,-22136,-45038,-72575,0
6116,彩晶,24560,53032,49828,3,0,0,0,0
1717,長興,23653,46887,39176,3,540,446,84,2
2367,燿華,22863,20451,15599,3,0,0,0,0
2324,仁寶,21201,64202,66402,3,-24282,-49814,-89784,0
2317,鴻海,20814,32098,38622,4,-84,-2574,-4908,0
2377,微星,19983,25206,22455,3,2656,326,-2188,3
2312,金寶,18945,72775,78824,5,-4063,-9529,-12210,0
6282,康舒,18893,36562,40179,4,-4,102,137,3
3714,富采,17324,36969,35549,3,0,0,0,0
2609,陽明,16972,26042,33906,4,-26,-87,-81,2
2356,英業達,16238,22509,25379,3,1330,12783,17279,4
2353,宏碁,14415,35645,29731,2,-442,-2219,-4458,0
1605,華新,12081,33554,23374,2,-12,443,1712,3
3481,群創,11908,122964,51493,3,-29,-92,1048,2
4927,泰鼎-KY,10627,10628,8769,3,0,0,0,0
2885,元大金,10559,11767,24854,5,-9862,-20568,-35439,0
3706,神達,10470,11393,7415,2,2587,8618,11003,5
2369,菱生,10419,13133,11248,4,0,0,0,0
2891,中信金,10103,88710,125531,5,-2088,-28459,-47669,0
3006,晶豪科,9505,4860,-5558,1,-23,-14,-20,1
2337,旺宏,9084,-748,-56026,2,24,-10260,-13328,2
8039,台虹,8217,10579,7416,3,-92,-276,-374,0
3149,正達,7445,7805,2829,2,0,0,0,0
2615,萬海,7408,11259,26835,5,1782,4728,7034,4
3576,聯合再生,7084,-5391,8618,3,0,0,0,0
2603,長榮,6895,34284,24654,4,5061,3607,-780,2
6265,方土昶,6763,7710,5677,3,0,0,0,0
6120,達運,6592,9775,9858,5,84,254,329,4
1409,新纖,6442,10111,8664,3,6,335,498,4
2374,佳能,6269,7431,936,3,0,0,0,0
2485,兆赫,6169,3931,4645,2,-4,-4,-11,0
6285,啟碁,6023,-773,5609,3,-1623,-5878,-5749,1
2455,全新,5032,-2512,-1307,3,153,2975,2981,4
1815,富喬,4925,5097,2742,2,-96,-434,-538,0
6456,GIS-KY,4877,9775,9802,4,0,0,0,0
3037,欣興,4659,10839,11530,4,771,1668,1364,4
4919,新唐,4659,3288,2661,3,1028,4253,5498,4
2399,映泰,4635,5763,4660,4,-2,-2,-6,0
8096,擎亞,4259,3471,11805,3,0,0,0,0
2328,廣宇,4150,5601,5569,3,167,503,670,4
2363,矽統,4140,8223,11343,4,4,-11,-41,2
3019,亞光,4002,3035,3608,4,0,0,-2,0
2436,偉詮電,3999,6381,6856,4,10,45,55,4
3105,穩懋,3923,2239,1160,3,651,2856,2784,4
2338,光罩,3757,10005,10527,5,0,0,0,0
3707,漢磊,3735,10014,7739,3,0,0,0,0
2881,富邦金,3731,3384,17177,3,-16212,-29998,-37847,1
8112,至上,3681,4367,8510,4,-3,-1,-51,1
6202,盛群,3605,6984,6669,4,180,571,764,4
3048,益登,3356,4209,6677,4,0,0,0,0
4540,全球傳動,3352,1154,-2337,2,0,0,0,0
5388,中磊,3228,5889,8151,4,-2,-50,-61,0
3673,TPK-KY,3070,7432,7830,4,0,0,0,0
1727,中華化,3003,6489,3689,2,0,0,0,0
5309,系統電,2997,9743,10072,3,-2,105,135,2
3711,日月光投控,2979,4661,-5262,2,1248,1913,2193,4
2441,超豐,2927,1902,-6279,2,-18,-95,-454,0
2492,華新科,2801,7118,10228,5,885,1035,1130,4
2388,威盛,2430,12006,11106,3,74,414,601,4
8086,宏捷科,2423,2349,435,2,0,0,0,0
3305,昇貿,2382,3288,-1047,3,0,0,0,0
2375,凱美,2380,5704,5320,4,0,0,-1,0
2376,技嘉,2172,-320,-5624,2,-147,-3,3213,3
1513,中興電,2100,1134,-1173,2,264,1275,1837,4
4931,新盛力,2064,1807,1060,1,0,0,0,0
2421,建準,1973,4602,4390,2,947,2706,3622,4
3005,神基,1961,8572,8397,4,-1402,-4722,-6457,0
3715,定穎投控,1907,2675,956,3,-210,-210,-296,1
8046,南電,1855,1772,1681,3,1756,2825,2834,4
3265,台星科,1690,2444,1681,4,-26,-52,-53,0
8358,金居,1600,7562,9987,5,-4,49,29,1
6278,台表科,1553,2947,-1182,3,-13,64,2750,3
3014,聯陽,1542,4973,4435,3,-5,-5,-20,1
2404,漢唐,1473,5776,8186,5,-11,-389,-324,1
2357,華碩,1434,1739,1963,4,852,-99,122,3
3189,景碩,1394,12548,14946,4,584,2496,3537,5
3357,臺慶科,1362,2293,1654,3,0,0,-1,0
2449,京元電子,1264,-5814,-11126,2,-2869,-6202,-10667,0
8028,昇陽半導體,1175,275,4804,2,-39,-136,167,1
6257,矽格,1154,11814,9023,3,-1371,-7171,-9033,1
3152,璟德,1149,1704,1536,4,0,0,0,0
2301,光寶科,1124,-3722,-2449,2,-61,248,445,3
3211,順達,1105,1352,1361,4,-481,-2865,-3152,0
4722,國精化,1105,1266,619,3,0,0,0,0
4991,環宇-KY,1053,1722,2420,5,0,0,-188,0
3090,日電貿,1006,-901,5152,3,0,4050,7292,4
6271,同欣電,923,6178,7316,4,26,1103,1103,2
6415,矽力*-KY,858,-235,-75,2,893,1643,2555,5
8021,尖點,834,1216,1883,3,140,-836,-1201,2
2395,研華,812,1318,1881,4,-6,18,-300,2
4749,新應材,733,1359,699,2,0,-1,-14,0
2330,台積電,732,-9284,-36052,2,-464,1890,12464,4
3023,信邦,697,46,1070,3,-4,38,704,3
8996,高力,695,206,810,3,37,298,357,3
6531,愛普*,687,-294,-1293,2,258,877,1635,5
4760,勤凱,663,790,429,3,0,0,0,0
3167,大量,650,-2529,-2585,2,81,-1,-136,2
6291,沛亨,534,518,760,3,-1,117,125,3
3665,貿聯-KY,479,1056,2033,5,-69,-783,-1889,0
6274,台燿,448,882,1195,4,12,0,-132,2
3034,聯詠,412,3194,5905,5,-70,-138,45,3
3491,昇達科,378,539,264,2,4,13,69,3
6683,雍智科技,333,746,792,4,-635,-1013,-1019,0
6446,藥華藥,328,639,882,4,-1,-21,-1083,1
2383,台光電,271,1190,1771,5,230,-53,-248,2
3653,健策,226,604,259,3,1,-166,-115,3
5269,祥碩,214,417,-66,2,143,431,347,4
6669,緯穎,136,-106,-109,2,-65,-114,-215,2
5274,信驊,76,182,451,5,-35,-82,-326,0
