股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
1605,華新,81349,54035,50772,3,2407,7835,26015,5
1303,南亞,69561,71795,67371,3,198,-322,-324,3
2887,台新金,49130,122303,132437,5,-5029,-13831,-19806,0
2303,聯電,36739,57197,80972,3,-5443,-25616,-35333,0
1301,台塑,36419,40852,54880,4,-16,-43,-187,0
1802,台玻,33320,34666,34504,3,0,-4150,-5706,0
1326,台化,30819,36609,35747,3,-14,-46,-46,0
6282,康舒,27655,58756,79484,4,-2,375,1198,4
2367,燿華,23978,6303,21297,2,0,0,0,0
2883,凱基金,23661,42209,56032,4,-1164,-5690,-9121,0
2891,中信金,20007,27351,42934,5,-3528,-18315,-32363,0
2890,永豐金,14906,13446,1094,2,1152,-5110,-6758,1
2481,強茂,11825,8993,14654,4,1646,2116,3089,3
2618,長榮航,11114,21451,26836,3,-1701,-10340,-19761,0
8150,南茂,10396,2901,-13488,2,3,20,30,4
1717,長興,9963,14019,9458,2,2925,3003,3781,4
1314,中石化,9666,21443,26825,4,0,0,0,0
2610,華航,8310,54738,57633,3,-4388,-10834,-13376,0
2485,兆赫,7824,17299,22402,5,0,0,0,0
2882,國泰金,7204,10175,18348,4,-2931,-14983,-24611,0
1815,富喬,6802,5879,-5643,2,1451,353,353,1
2881,富邦金,6271,12859,12982,4,-3979,-18769,-27988,0
3535,晶彩科,5921,6734,3480,4,0,0,0,0
2880,華南金,5330,4255,6334,4,724,2477,2698,4
1312,國喬,5271,1198,3577,2,0,0,0,0
6770,力積電,5253,24888,65652,5,93,216,290,5
2605,新興,5221,1821,12861,4,0,500,500,1
1402,遠東新,5216,8620,11456,4,-1557,-4807,-5792,1
3711,日月光投控,4107,9435,13466,5,374,1331,2239,5
1216,統一,3336,3874,8451,3,-1691,-5266,-14476,0
1795,美時,3280,5607,5594,4,-1,-2,-5,1
2455,全新,2938,-2962,-2442,2,531,1020,1912,5
5340,建榮,2781,3114,2422,3,0,0,0,0
8021,尖點,2711,505,1411,3,2,834,1665,5
2317,鴻海,2218,23128,12371,2,-1747,-2378,-3134,1
8043,蜜望實,2098,3414,3719,4,0,0,0,0
3045,台灣大,2088,3173,4865,5,-329,-3675,-6043,0
8046,南電,2055,3653,7265,4,275,920,1083,4
6239,力成,1965,8460,12238,4,338,3070,4188,5
2454,聯發科,1512,6059,5262,4,-597,-1191,-1772,1
2345,智邦,1466,801,-1068,2,469,204,-50,1
2603,長榮,1407,3328,4821,4,-1216,-4284,-5874,0
1519,華城,1328,3307,6341,5,321,723,1110,5
4971,IET-KY,808,-995,-522,3,0,0,0,0
6446,藥華藥,808,1998,2415,4,2,58,40,3
2404,漢唐,773,2117,1142,2,-63,344,124,1
3653,健策,613,1089,918,4,-324,-601,-483,1
3680,家登,538,657,806,4,-44,-118,-118,0
1476,儒鴻,535,635,1034,4,-3,-116,-125,0
3443,創意,530,173,247,2,329,399,450,4
6691,洋基工程,401,1029,773,2,-92,-269,-283,0
5536,聖暉*,345,869,640,3,-627,-1302,-1396,0
6781,AES-KY,225,-54,-161,2,-435,-1028,-1071,0
6805,富世達,161,1927,2270,4,-131,-3021,-3959,0
