排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,低軌衛星,4.32,85.71,6/7,26.32,-10.79,20.11,32.08
2,記憶體封裝與測試,1.45,75.0,3/4,10.36,21.22,0.87,7.52
3,紡織,0.76,75.0,15/20,2.52,0.9,-0.34,-1.12
4,記憶體製造,1.05,75.0,3/4,3.01,10.49,0.26,0.9
5,鋼鐵,0.67,73.33,11/15,8.65,6.43,1.19,-0.29
6,塑膠,2.81,72.22,13/18,79.28,85.36,0.12,-0.55
7,工業自動化與機器人,1.07,71.43,5/7,0.86,6.14,-0.0,0.04
8,金融,2.64,68.42,13/19,79.28,85.37,0.12,-0.55
9,軍工_航太製造與維修,0.62,66.67,4/6,2.82,4.65,0.0,0.0
10,玻璃,2.76,66.67,10/15,6.28,3.38,3.42,1.62
11,銅,2.33,60.0,6/10,56.4,68.52,-3.35,-2.0
12,化學,1.46,60.0,12/20,83.84,86.03,1.17,-1.18
13,電器電纜,0.66,60.0,6/10,58.54,79.19,3.96,9.62
14,航運,0.35,60.0,9/15,11.79,33.51,-5.24,-17.71
15,半導體設備,0.51,57.14,4/7,1.28,0.96,-0.21,-1.96
16,PCB,1.01,53.33,8/15,-45.16,-104.85,11.44,31.81
17,TPU_光通訊與連接器,-0.49,50.0,2/4,17.49,17.06,4.0,-36.08
18,CPO_光通訊,0.12,50.0,3/6,1.73,-22.67,0.37,-4.13
19,廠務系統與水處理,-1.42,42.86,3/7,-1.98,0.41,-0.68,-0.58
20,造紙,0.14,42.86,3/7,0.15,0.8,-0.01,-0.01
21,記憶體模組,0.21,42.86,3/7,1.07,1.6,0.43,2.52
22,被動元件,0.17,42.11,8/19,-26.81,52.04,5.87,30.25
23,BBU_電源供應器與整合,0.16,40.0,2/5,-13.17,-3.26,-1.01,1.52
24,CPO_先進封裝測試,0.87,40.0,2/5,2.05,4.29,1.44,2.05
25,記憶體控制IC,-0.01,40.0,2/5,-0.51,0.02,-0.03,-0.17
26,機器人,-0.22,35.71,5/14,-31.23,-17.4,-0.97,1.47
27,電池或電源,-0.64,35.0,7/20,12.14,65.09,-4.11,-13.13
28,軍工_無人機相關,0.91,33.33,3/9,24.0,91.37,-8.64,-17.49
29,IC設計,-0.64,30.77,4/13,29.68,68.98,-7.54,-23.37
30,光學元件或組裝,-0.03,26.67,4/15,-7.85,-30.3,-0.35,-4.5
31,網通設備組件,-0.73,25.0,5/20,10.02,65.91,-10.89,-39.73
32,TPU_伺服器主板與印刷電路板,-1.53,20.0,1/5,-39.5,-48.17,-5.99,-5.47
33,BBU_電池模組,-1.24,14.29,1/7,0.73,-0.63,-5.85,-18.87
34,軟體設計,-0.8,0.0,0/15,-1.06,0.81,-0.01,-0.02
35,無塵室與機電工程,-0.74,0.0,0/5,11.41,58.88,-5.99,-5.99
36,銀,-0.87,0.0,0/4,-17.87,43.39,6.58,31.03
37,TPU_散熱,-2.26,0.0,0/4,-18.72,23.67,-5.7,-50.58
