股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,131973,85121,50762,2,-112,-34,1244,3
2409,友達,76690,175605,212858,4,-2,31,37,2
2883,凱基金,43513,70592,60360,4,997,2785,5589,4
2382,廣達,33610,29431,32290,3,239,1698,3096,5
2002,中鋼,32802,55609,75310,5,8,7,78,3
3231,緯創,22480,13180,10710,2,536,3201,4088,4
2344,華邦電,21232,10473,-15077,3,-1631,-1991,20784,2
2330,台積電,18393,14888,631,3,463,691,2745,4
1605,華新,15528,14917,14371,3,-2,-179,-722,1
2891,中信金,14406,14696,19621,3,2540,16604,25483,5
1717,長興,14301,11555,11708,3,0,276,276,1
2317,鴻海,11610,-4584,-15757,2,-49,-624,-789,1
2327,國巨,11387,13626,9859,3,-180,-310,-761,1
6116,彩晶,11018,9009,1652,2,0,0,0,0
4906,正文,10818,3359,-5362,2,0,-10,-11,0
1303,南亞,10653,9253,-5137,3,4199,9828,14276,5
1815,富喬,10502,15259,8933,2,-50,-1555,-5696,0
2890,永豐金,9775,20334,22709,4,-619,478,229,2
3711,日月光投控,8881,4214,4649,2,-329,2423,2027,2
2027,大成鋼,7150,22382,11889,2,0,200,2462,2
2618,長榮航,6956,6385,5492,3,-444,21,1615,3
3037,欣興,6613,2139,1518,1,606,5492,5423,4
2301,光寶科,6563,7744,9167,3,1,599,263,3
3714,富采,6510,-2701,799,3,10,160,477,3
2356,英業達,6399,4041,-1740,2,962,1856,644,4
6770,力積電,6370,7385,6270,4,-58,-164,-386,0
3702,大聯大,6214,16442,12297,4,-523,564,12888,3
2441,超豐,6185,9108,10644,3,-4904,-9018,-8922,2
1802,台玻,6146,10108,10229,3,0,0,0,0
2312,金寶,5767,5646,4914,3,2,-783,-779,2
8422,可寧衛,5681,4892,5375,3,-2,-36,-51,0
3706,神達,5532,3552,120,3,-2,0,2,2
6005,群益證,5440,5545,7144,3,-215,187,480,3
2376,技嘉,5312,3374,3949,2,3,18,30,5
3715,定穎投控,5291,880,-8686,1,0,-20,-1764,0
2882,國泰金,4848,-731,-3785,1,2542,8965,14853,5
6285,啟碁,4400,5264,6274,3,3278,4526,5051,4
2367,燿華,4393,-4243,-8135,1,0,-10,-19,1
2408,南亞科,4348,3957,5563,4,241,-1227,-13597,1
8150,南茂,4082,3434,5335,4,8,138,408,4
2472,立隆電,4056,2895,3107,3,-13,-12,-13,1
6271,同欣電,4004,3813,5268,4,0,0,-400,0
2308,台達電,3910,5339,153,3,-32,48,794,3
2316,楠梓電,3633,2899,2748,2,-2475,-4125,-4125,0
8358,金居,3288,6652,13168,4,723,502,-836,2
2486,一詮,3198,-1787,-1463,3,128,144,147,3
3162,精確,3016,4696,5523,4,0,0,0,0
3265,台星科,2726,2822,3006,3,50,200,80,3
8028,昇陽半導體,2718,2194,-2465,2,0,-2,10,1
2377,微星,2477,3678,1442,4,1,60,184,5
2548,華固,2146,3079,4423,5,0,0,0,0
2458,義隆,2057,823,746,2,-41,932,1000,4
3189,景碩,2038,5906,7085,4,-67,-1167,-4596,0
6415,矽力*-KY,1971,2786,2629,4,-170,-308,-97,2
5483,中美晶,1944,841,-3568,2,-22,94,291,3
3026,禾伸堂,1926,1827,2842,3,0,-1,3,2
6257,矽格,1912,-314,2545,2,-1653,-2170,-1592,3
4958,臻鼎-KY,1740,-147,-4467,3,43,413,1766,5
2049,上銀,1737,2386,825,3,-1,-325,-310,2
3376,新日興,1495,902,-1196,2,-1,-1,0,1
5439,高技,1495,1050,6,2,-554,-780,-70,2
8210,勤誠,1362,-842,-1144,3,-489,-2474,-2658,1
4576,大銀微系統,1348,1328,1711,3,0,0,0,0
3324,雙鴻,1255,1238,990,2,-326,-516,-758,1
6239,力成,1251,-6177,-10563,1,240,-553,1405,4
2395,研華,1078,1303,635,2,-19,-22,1661,2
3017,奇鋐,1064,678,-381,1,27,293,860,5
1560,中砂,789,1832,1885,3,216,190,234,2
6274,台燿,782,2386,3845,4,447,1473,2536,5
6196,帆宣,672,1158,1225,5,-2,-3,-8,2
3491,昇達科,660,960,465,3,154,350,271,3
2383,台光電,642,584,593,2,64,312,607,5
6488,環球晶,617,1382,-107,3,432,-478,-860,2
2368,金像電,579,-495,-1003,2,525,631,2166,5
3008,大立光,529,513,544,3,-4,0,5,4
5289,宜鼎,454,-2549,-2973,1,0,284,252,1
3363,上詮,406,294,59,2,0,0,0,0
3167,大量,402,1024,211,2,0,1674,2795,4
3661,世芯-KY,355,-131,727,3,-95,-106,-269,2
4749,新應材,312,74,90,3,0,-225,-323,1
6830,汎銓,304,119,941,4,0,40,40,1
6669,緯穎,293,131,-31,2,-3,-26,20,3
3533,嘉澤,197,587,1579,5,124,76,301,4
3653,健策,79,-623,-463,2,88,8,-53,3
6515,穎崴,74,192,292,5,-9,-194,-336,0
5274,信驊,72,23,-60,1,6,52,141,5
