排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_光通訊,7.24,100.0,6/6,17.36,32.75,0.81,4.87
2,工業自動化與機器人,4.03,100.0,7/7,6.11,8.08,0.12,1.03
3,半導體設備,3.9,100.0,7/7,7.23,1.13,-0.04,-0.95
4,TPU_光通訊與連接器,7.16,100.0,4/4,24.61,22.7,6.68,11.52
5,TPU_伺服器主板與印刷電路板,4.04,100.0,5/5,-24.78,-137.74,11.99,47.15
6,機器人,3.61,100.0,14/14,4.26,-73.34,0.52,6.21
7,記憶體封裝與測試,2.99,100.0,4/4,-0.51,1.82,-0.3,0.41
8,記憶體製造,6.07,100.0,4/4,-31.96,-17.1,10.22,4.64
9,軍工_無人機相關,1.95,88.89,8/9,77.16,18.44,3.92,22.02
10,PCB,3.28,86.67,13/15,-64.61,-241.24,11.35,53.0
11,記憶體模組,4.75,85.71,6/7,8.37,-14.35,-3.28,-6.72
12,軍工_航太製造與維修,1.26,83.33,5/6,-0.65,-3.89,-0.0,0.72
13,CPO_先進封裝測試,2.45,80.0,4/5,-6.62,-0.72,1.67,2.49
14,化學,1.82,80.0,16/20,25.27,12.05,-0.58,0.84
15,電器電纜,2.11,80.0,8/10,-1.33,-3.96,-0.32,-3.01
16,BBU_電源供應器與整合,3.07,80.0,4/5,14.63,-78.48,0.45,5.83
17,記憶體控制IC,0.96,80.0,4/5,-2.2,6.34,0.0,0.12
18,被動元件,1.84,78.95,15/19,-8.07,-97.27,-0.94,-6.58
19,TPU_散熱,1.98,75.0,3/4,-8.53,-7.27,8.58,20.93
20,塑膠,2.41,72.22,13/18,25.85,13.02,-0.48,1.28
21,廠務系統與水處理,0.51,71.43,5/7,-0.31,-1.46,0.0,0.0
22,銅,2.5,70.0,7/10,38.3,4.58,-0.28,13.69
23,網通設備組件,2.8,70.0,14/20,96.72,47.17,18.62,47.1
24,IC設計,1.74,69.23,9/13,76.38,2.63,13.91,33.02
25,金融,1.83,68.42,13/19,25.86,13.03,-0.48,1.28
26,玻璃,0.76,66.67,10/15,-43.37,-110.63,4.56,18.08
27,電池或電源,0.99,65.0,13/20,11.19,-84.15,-1.33,2.91
28,鋼鐵,0.65,60.0,9/15,-0.2,-6.5,-0.09,1.43
29,光學元件或組裝,1.75,60.0,9/15,3.67,1.29,-0.41,3.63
30,低軌衛星,0.94,57.14,4/7,-17.44,-48.9,6.86,12.71
31,造紙,0.38,57.14,4/7,0.26,0.48,0.0,-0.0
32,軟體設計,-0.12,53.33,8/15,0.34,-1.94,0.0,-0.08
33,銀,-0.52,50.0,2/4,-4.38,-15.89,-1.41,-12.39
34,航運,0.29,46.67,7/15,7.21,21.0,-0.08,-0.97
35,紡織,-0.11,40.0,8/20,0.1,1.11,-0.1,0.06
36,BBU_電池模組,-0.3,28.57,2/7,-0.65,0.4,-1.78,-3.36
37,無塵室與機電工程,-0.36,20.0,1/5,-7.19,-17.11,-0.35,-0.63
