排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體封裝與測試,4.59,100.0,4/4,7.64,-0.29,5.07,12.91
2,軍工_航太製造與維修,0.82,100.0,6/6,2.04,5.03,-0.03,-0.03
3,無塵室與機電工程,1.85,100.0,5/5,-5.98,-6.44,2.8,11.11
4,記憶體製造,9.66,100.0,4/4,-13.94,68.18,18.5,40.72
5,記憶體模組,4.38,85.71,6/7,14.21,-0.97,-0.4,-5.95
6,低軌衛星,4.63,85.71,6/7,25.54,32.58,1.12,-16.48
7,TPU_伺服器主板與印刷電路板,1.86,80.0,4/5,6.7,-10.22,-3.66,-46.04
8,化學,1.76,80.0,16/20,14.87,6.4,-0.91,1.07
9,機器人,2.74,78.57,11/14,56.18,136.66,1.46,10.88
10,軍工_無人機相關,1.26,77.78,7/9,-34.5,-35.59,4.16,39.44
11,IC設計,2.67,76.92,10/13,-41.65,-63.03,17.67,73.98
12,銀,3.36,75.0,3/4,55.62,84.95,2.86,17.5
13,被動元件,1.83,73.68,14/19,113.56,234.77,3.41,27.95
14,PCB,1.97,73.33,11/15,9.63,-51.79,-6.39,-57.83
15,塑膠,1.16,72.22,13/18,14.5,-7.92,-2.1,-8.84
16,工業自動化與機器人,1.41,71.43,5/7,1.28,2.12,-0.0,-0.0
17,BBU_電池模組,1.59,71.43,5/7,-2.62,-4.48,-1.25,-10.15
18,電器電纜,1.46,70.0,7/10,18.16,31.15,-3.79,-6.81
19,金融,1.09,68.42,13/19,14.5,-7.92,-2.1,-8.84
20,玻璃,1.13,66.67,10/15,-10.91,-49.38,-6.03,-28.05
21,電池或電源,1.11,65.0,13/20,60.41,147.85,-14.88,-40.28
22,銅,1.89,60.0,6/10,35.78,13.76,-4.49,-2.14
23,BBU_電源供應器與整合,1.48,60.0,3/5,61.62,155.44,-8.27,-18.59
24,記憶體控制IC,1.26,60.0,3/5,2.06,6.71,-0.12,-0.3
25,CPO_先進封裝測試,0.38,60.0,3/5,-10.31,-17.44,4.74,6.58
26,航運,0.38,60.0,9/15,7.35,8.41,-4.74,-1.63
27,軟體設計,0.47,60.0,9/15,-0.32,-2.44,-0.0,-0.2
28,紡織,0.29,50.0,10/20,2.92,1.94,-0.5,-2.73
29,半導體設備,0.74,42.86,3/7,3.03,22.0,4.29,12.02
30,造紙,0.15,42.86,3/7,-0.2,-0.77,-0.04,-0.15
31,鋼鐵,0.08,40.0,6/15,-11.93,-34.54,-0.09,-5.08
32,網通設備組件,-0.14,35.0,7/20,-57.41,-42.43,-18.38,-21.41
33,光學元件或組裝,-0.56,33.33,5/15,-15.97,-35.31,9.49,27.32
34,廠務系統與水處理,0.18,28.57,2/7,1.86,0.34,-1.74,-0.21
35,TPU_光通訊與連接器,-0.01,25.0,1/4,2.42,6.16,-3.57,-27.81
36,CPO_光通訊,-2.57,0.0,0/6,-16.2,-32.87,-2.43,-0.2
37,TPU_散熱,-1.66,0.0,0/4,-17.7,-24.1,-23.45,-52.21
