股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2324,仁寶,69366,45550,45571,2,-21,-852,-1302,0
2303,聯電,26550,3452,-43201,2,2474,-9022,8416,3
2317,鴻海,26407,15665,25284,2,1145,1109,1974,4
3231,緯創,23925,33754,30392,4,3435,24564,26918,5
2327,國巨,18525,-2833,-6277,2,-42,-2405,-10178,0
2892,第一金,14323,40164,83230,5,1307,4382,4899,3
2353,宏碁,14303,12101,17435,4,165,3246,7020,5
2356,英業達,13444,17098,23543,5,282,790,2034,4
2886,兆豐金,13042,54041,76497,5,3457,6298,2759,2
2382,廣達,12836,16324,20603,4,242,903,4681,5
2426,鼎元,11198,5704,3573,2,0,0,0,0
2377,微星,10951,13793,22977,5,1518,1860,1761,3
2492,華新科,10242,6995,8330,2,-2,-71,-303,0
2883,凱基金,10007,8756,57592,4,442,724,1901,5
3714,富采,9578,11127,11929,4,0,0,0,0
4938,和碩,9303,2876,3657,2,25,3074,4598,5
2884,玉山金,8186,24042,27417,4,5238,11582,17231,5
2885,元大金,7943,25990,41987,5,1036,1301,-1640,2
5880,合庫金,7784,52443,62576,5,-73,-3566,-5798,1
2889,國票金,6722,38226,47346,5,0,0,0,0
2344,華邦電,5354,-6488,-49192,3,-6914,-9493,-15661,2
2312,金寶,5308,4510,10858,4,0,6,6,2
2891,中信金,5083,10248,14927,5,2060,10671,21701,5
3090,日電貿,4896,3852,2691,2,82,676,659,2
2301,光寶科,4774,657,-6988,2,512,1613,2191,5
2388,威盛,4346,4335,3710,3,0,0,0,0
6271,同欣電,4342,3587,6521,3,123,123,-578,1
5483,中美晶,4021,5646,6205,3,82,-92,-343,1
2313,華通,3876,4473,6301,3,786,2247,7893,5
3624,光頡,3653,3069,2763,2,0,0,0,0
2347,聯強,3537,5104,4887,4,374,-414,-374,2
2881,富邦金,3294,6001,117,3,-36,-10,2990,3
8042,金山電,3136,1654,1939,3,0,0,0,0
2337,旺宏,2750,-12645,-13683,2,-1008,-2256,-3774,0
3037,欣興,2585,2827,9304,5,-4448,-7720,-10409,1
6182,合晶,2416,-13121,-6027,2,0,0,-267,0
2478,大毅,2389,2331,1464,2,0,-36,-60,0
2357,華碩,2385,3225,5317,4,113,902,2418,5
3045,台灣大,2166,14393,18090,5,375,1661,2805,5
2882,國泰金,2098,-516,3018,3,2,7337,14015,5
8046,南電,2022,-2896,-2659,3,-1163,-4133,-4871,0
2330,台積電,1885,-11062,-9886,2,-322,-1107,-1964,2
2385,群光,1843,988,4277,4,22,-85,35,3
2376,技嘉,1823,537,968,2,-558,170,1023,4
2412,中華電,1584,12042,13678,4,167,-42,-155,3
6488,環球晶,1471,-845,1168,2,214,-322,-1666,2
6290,良維,1468,1116,1274,3,0,0,0,0
6538,倉和,1440,1388,2198,3,0,0,0,0
3026,禾伸堂,1429,1925,-730,2,98,-16,1403,3
2308,台達電,1406,-3514,-3741,3,264,-628,-594,3
3374,精材,1339,2848,7068,5,0,-6,7749,2
2455,全新,1267,6702,8340,4,-98,2036,4073,4
6285,啟碁,1148,1218,2102,3,-213,-814,-1121,0
4979,華星光,1118,1874,2306,5,671,-604,-2142,1
2049,上銀,1090,814,1975,3,139,-832,-1348,1
2428,興勤,1078,827,338,3,0,-20,-33,0
6274,台燿,1025,1161,2816,5,-909,-1956,-4189,0
2395,研華,945,772,1984,3,340,441,907,5
2472,立隆電,936,1214,1961,5,-1,-48,-1204,0
8358,金居,908,1837,1806,4,-20,-266,-149,3
4967,十銓,740,-448,321,4,21,142,244,3
3189,景碩,732,-4115,-2561,3,-55,-1141,-4158,2
3081,聯亞,626,1335,987,3,-547,-690,-126,2
3532,台勝科,555,137,331,2,12,816,1526,4
2454,聯發科,534,485,-467,2,339,1645,1313,3
3017,奇鋐,448,1121,1438,4,462,323,338,3
2408,南亞科,429,-33140,-64235,3,-1954,-4350,-5621,1
3167,大量,311,162,331,3,-1,-164,-113,1
1519,華城,282,-345,-291,2,2,143,149,4
3406,玉晶光,264,1063,1773,5,-17,-40,2998,2
3661,世芯-KY,185,39,255,3,2,161,334,5
3324,雙鴻,178,1937,6127,5,0,-297,430,2
8299,群聯,122,671,305,4,-22,-166,-156,1
3653,健策,98,519,397,3,-19,-241,-177,2
2059,川湖,86,37,147,3,-89,-196,-254,0
3443,創意,63,318,81,3,3,-51,-79,3
