股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2618,長榮航,102133,138506,181943,5,-11667,-16989,-26596,1
2409,友達,75931,44197,5963,1,0,-28,-715,1
2610,華航,21447,39761,68731,3,89,2350,3553,3
1303,南亞,19476,43178,61063,4,43,537,3245,4
2313,華通,19005,-961,-5689,2,46,-2560,-3289,2
2892,第一金,13375,36462,84736,5,18791,37615,38004,3
2887,台新金,10037,37702,120183,4,10949,51467,68359,5
2890,永豐金,9936,48220,92686,5,7737,5788,6650,2
5880,合庫金,9857,44557,52222,4,-53,876,918,2
2834,臺企銀,9295,17967,39169,3,-32,550,381,1
2885,元大金,9123,16403,15371,4,-5623,-9497,-13682,0
2888,新光金,8438,13436,0,0,0,760,0,0
1326,台化,8280,32277,34940,4,0,0,-31,0
1802,台玻,7656,27121,30724,4,0,2416,2406,2
2002,中鋼,7387,-9126,3232,3,42,65,198,4
2606,裕民,6192,5166,4721,3,-188,-409,-106,2
3673,TPK-KY,5972,3054,2707,2,0,0,0,0
1301,台塑,5934,22514,18101,4,-6,-7,-37,1
6269,台郡,5926,8850,10360,4,0,0,-2,0
6005,群益證,5846,17351,21170,4,-4120,-11567,-15991,0
2812,台中銀,5708,17336,14081,4,-11,601,691,2
2603,長榮,5421,-3616,-5663,2,-479,1946,2345,3
2489,瑞軒,5415,15789,17499,4,0,-4,16,1
6285,啟碁,5047,1916,-3788,1,-6504,-7821,-7383,2
2375,凱美,4897,752,1507,4,0,0,0,0
2609,陽明,4604,-15967,16637,4,59,-677,-29794,1
4904,遠傳,4488,11689,16559,5,-4872,-7991,-7998,1
3189,景碩,4189,1876,-301,1,128,101,-1419,2
2408,南亞科,4145,44575,67287,3,2241,9300,10487,5
1727,中華化,3139,3002,4008,3,0,0,0,0
6213,聯茂,3070,4806,4856,3,0,-1,-3,0
3105,穩懋,2602,-1658,363,2,-570,-1065,-733,3
4938,和碩,2546,6851,-6430,2,-1428,-1009,10261,3
2316,楠梓電,2395,3403,3205,4,0,0,0,0
2478,大毅,2389,9828,4673,3,0,0,0,0
5425,台半,2322,-7674,-3563,2,0,0,1196,1
3715,定穎投控,2238,4967,4140,4,0,0,-229,0
8261,富鼎,2169,-402,-3204,2,0,0,4,1
2455,全新,1812,3693,5638,4,790,1113,314,3
2382,廣達,1704,-3559,-19595,1,959,3215,28945,5
8064,東捷,1618,262,394,2,0,0,5,1
6147,頎邦,1502,-3266,5083,2,547,222,-4906,1
3362,先進光,1253,1116,-18,3,0,0,0,0
3034,聯詠,1095,1575,2431,5,-400,-282,-28,4
6414,樺漢,1008,2260,1383,3,-318,-1099,-1096,1
3044,健鼎,974,5295,5759,4,-64,64,90,3
3357,臺慶科,967,-738,-2437,3,0,19,124,3
8021,尖點,955,-1917,-8530,2,0,-457,981,2
3533,嘉澤,952,1688,2582,4,-68,-330,-670,0
5439,高技,946,2953,2103,3,-1000,-3051,-5166,0
3042,晶技,939,5658,-634,3,-4,516,1685,3
2360,致茂,891,1735,2594,5,-985,-1873,-2017,1
2472,立隆電,879,-5606,-5031,3,-574,-284,-214,3
6446,藥華藥,807,1820,735,4,7,-17,-18,1
3260,威剛,779,3199,1912,2,-689,-696,-1270,0
6197,佳必琪,757,178,-56,2,0,0,21,2
2379,瑞昱,571,2135,-1424,3,149,723,3147,4
3017,奇鋐,531,570,602,3,-1292,-2176,-1958,1
3653,健策,505,987,578,4,128,34,-9,2
2357,華碩,488,-243,23,3,-208,-147,-1066,1
6274,台燿,456,2191,1500,3,521,1204,1108,4
3081,聯亞,441,179,2849,3,-697,-672,-1519,2
1560,中砂,384,184,89,2,0,176,789,3
3008,大立光,311,504,-857,2,470,753,1068,5
6531,愛普*,247,-41,771,2,-158,-357,-824,1
2383,台光電,237,1487,877,4,-54,-98,-294,0
2345,智邦,104,681,285,3,-4,34,-26,3
2059,川湖,98,150,213,4,-71,-259,-266,2
5274,信驊,38,95,250,5,-4,-12,-20,2
