股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2887,台新金,32409,67213,181704,4,-25160,-43478,-159843,0
2890,永豐金,30861,42698,46551,4,-13086,-23956,-24859,0
2891,中信金,30684,50071,80646,5,-15648,-24979,-36950,1
2882,國泰金,25404,57498,60975,4,-17966,-48439,-52406,1
2886,兆豐金,21977,29357,29411,4,240,151,-82,1
2412,中華電,16215,17040,25858,4,7872,7918,9546,4
2881,富邦金,14429,74415,88920,4,-2841,-44602,-51887,0
2880,華南金,13565,16769,15325,4,-12526,-22013,-23232,0
3045,台灣大,13020,22457,38742,5,1816,1329,1479,2
2883,凱基金,12795,-11072,-2411,3,-13245,-25338,-31594,0
2885,元大金,12228,11991,8057,3,-10199,-15353,-17378,0
2027,大成鋼,10937,40661,62524,4,-652,-2464,-3369,0
5876,上海商銀,10744,16537,24330,5,-157,-734,-1202,0
3576,聯合再生,10655,15103,22080,4,0,0,0,0
2884,玉山金,9501,6928,7017,3,-714,-2905,-8951,0
1402,遠東新,9500,-5470,-11136,2,-4142,-9023,-9326,1
2615,萬海,8509,15054,5148,2,2306,2300,2267,1
3090,日電貿,7538,8776,5434,2,0,2482,3377,3
2313,華通,6896,5693,-17132,3,2649,4997,3997,4
2609,陽明,6670,2619,-15876,2,6,-269,-272,3
2867,三商壽,6512,13323,15984,5,0,0,0,0
2355,敬鵬,6250,9470,21978,3,-12,-20,-27,0
2834,臺企銀,5309,-16027,-33406,1,-23,-48,-141,0
6443,元晶,5206,3654,-1820,1,0,0,0,0
2317,鴻海,4857,65698,65730,4,-2320,-1947,-6797,1
6209,今國光,4190,1242,3792,2,0,0,0,0
3376,新日興,3493,4490,2825,2,-1732,-1732,-1733,0
5388,中磊,3203,3356,-8995,2,-10,-10,-11,0
2301,光寶科,2802,85,-8273,2,246,-3578,-13198,1
2492,華新科,2638,5020,17920,5,875,95,2009,2
3189,景碩,2380,-4498,2961,4,428,1536,-6,3
2379,瑞昱,2225,4056,5535,5,-654,-701,-771,2
2404,漢唐,1833,1107,2167,4,109,57,-49,1
6285,啟碁,1619,9893,9570,4,229,68,-576,1
2464,盟立,1602,1282,1000,2,0,0,0,0
6139,亞翔,1443,842,3271,4,200,418,476,5
2603,長榮,1436,-17775,-14769,2,-4216,-4554,-4964,0
6414,樺漢,1317,17,210,3,40,7,-107,1
2360,致茂,1206,1185,1983,4,-606,-376,-771,1
8358,金居,1106,3247,2167,3,-19,-111,-1986,1
8069,元太,1061,3842,28226,5,1086,711,9061,3
6789,采鈺,981,839,359,3,-80,-66,-51,4
4958,臻鼎-KY,894,-7766,5154,3,3553,-2260,-254,3
6446,藥華藥,874,2407,4617,4,-701,-1063,-1071,0
8021,尖點,825,-1461,-1410,2,-168,-432,-767,1
3023,信邦,810,688,130,2,514,664,660,3
3034,聯詠,786,3663,7040,5,181,470,398,4
6415,矽力*-KY,724,-543,479,2,460,1013,1428,5
2395,研華,721,756,1346,3,-317,-324,-334,1
2049,上銀,606,-771,-1042,3,483,1397,1667,4
3293,鈊象,550,385,-7,2,186,198,196,3
3529,力旺,526,615,1278,4,-255,-258,-433,2
3443,創意,513,2036,3042,5,47,-598,-967,2
3037,欣興,464,-5441,-7532,3,-516,-1450,3403,3
4991,環宇-KY,348,807,1242,5,-188,-171,-171,1
6274,台燿,326,389,1182,4,-46,-129,-1018,2
3008,大立光,325,1806,2638,5,249,246,583,3
2383,台光電,301,474,947,4,-208,-371,53,3
8996,高力,284,460,151,2,-9,275,430,3
6223,旺矽,258,394,290,2,-59,281,582,3
5289,宜鼎,202,-208,-1086,3,-17,-83,50,2
3081,聯亞,194,103,-358,2,-200,-276,-104,2
3665,貿聯-KY,149,3512,4279,4,-581,-4487,-5499,1
1590,亞德客-KY,143,551,804,5,-13,-308,-464,1
5274,信驊,142,256,281,4,-119,-239,-238,2
6669,緯穎,41,457,-280,2,-137,-121,383,3
