排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,5.21,100.0,4/4,-42.74,-126.72,20.22,47.14
2,塑膠,3.5,88.89,16/18,54.45,78.93,0.56,-7.31
3,航運,2.15,86.67,13/15,54.86,63.23,-9.39,-18.9
4,鋼鐵,4.07,86.67,13/15,11.09,-8.2,-0.49,-0.35
5,記憶體模組,4.9,85.71,6/7,-4.66,-8.92,-2.77,3.74
6,金融,3.27,84.21,16/19,54.45,78.93,0.56,-7.31
7,記憶體控制IC,3.53,80.0,4/5,3.18,4.39,-0.08,-0.2
8,紡織,1.04,75.0,15/20,3.98,7.08,-0.79,-1.84
9,記憶體封裝與測試,1.41,75.0,3/4,-1.36,-9.76,2.05,11.02
10,軟體設計,1.1,73.33,11/15,1.0,-1.52,-0.0,-0.14
11,造紙,1.64,71.43,5/7,0.26,-0.13,-0.01,-0.1
12,廠務系統與水處理,1.0,71.43,5/7,0.74,1.69,0.29,-0.36
13,化學,3.19,70.0,14/20,54.4,86.94,1.4,-4.09
14,電器電纜,1.73,70.0,7/10,4.88,32.89,0.74,-4.01
15,IC設計,0.94,69.23,9/13,-5.5,-37.63,11.94,54.56
16,CPO_先進封裝測試,0.64,60.0,3/5,3.31,-9.8,2.65,9.32
17,玻璃,0.97,60.0,9/15,-13.25,-33.05,-10.41,-22.34
18,低軌衛星,4.16,57.14,4/7,0.45,45.0,3.88,-6.21
19,銅,0.88,50.0,5/10,29.57,78.39,-31.25,-50.85
20,軍工_無人機相關,0.06,44.44,4/9,-11.1,-44.17,11.02,36.11
21,電池或電源,0.08,40.0,8/20,-32.34,76.46,-13.13,-41.12
22,網通設備組件,-0.13,40.0,8/20,-20.47,-54.53,-8.33,-28.17
23,機器人,-0.65,35.71,5/14,-21.19,78.42,3.31,7.85
24,PCB,0.02,33.33,5/15,-56.25,-61.62,-26.17,-67.9
25,CPO_光通訊,0.07,33.33,2/6,-9.0,-45.61,1.97,-1.48
26,TPU_光通訊與連接器,-1.37,25.0,1/4,-2.25,18.02,-4.19,-21.91
27,銀,-0.11,25.0,1/4,27.86,107.19,5.77,15.03
28,光學元件或組裝,-0.66,20.0,3/15,-8.21,-45.9,4.23,20.46
29,TPU_伺服器主板與印刷電路板,-2.21,20.0,1/5,-40.59,-33.65,-31.88,-56.7
30,被動元件,-0.95,15.79,3/19,8.87,187.19,8.17,20.46
31,工業自動化與機器人,-1.19,14.29,1/7,-0.65,-0.57,-0.0,-0.01
32,半導體設備,-1.23,14.29,1/7,-3.42,14.89,2.32,13.37
33,BBU_電池模組,-0.94,14.29,1/7,-1.79,-5.6,-3.49,-8.78
34,BBU_電源供應器與整合,-1.58,0.0,0/5,-29.79,84.52,-7.04,-22.14
35,無塵室與機電工程,-1.05,0.0,0/5,-9.41,-6.11,4.0,11.61
36,軍工_航太製造與維修,-0.62,0.0,0/6,-0.25,3.51,-0.0,-0.03
37,TPU_散熱,-4.22,0.0,0/4,-3.48,-10.5,-21.98,-62.11
