股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6558,興能高,BBU_電池模組,0.13,1.33,537
6781,AES-KY,BBU_電池模組,-0.76,1.16,1715
3323,加百裕,BBU_電池模組,-0.88,1.54,2335
6121,新普,BBU_電池模組,-1.09,0.28,461
4931,新盛力,BBU_電池模組,-1.11,7.23,3287
3625,西勝,BBU_電池模組,-2.18,-0.74,676
3211,順達,BBU_電池模組,-2.41,9.69,10459
5309,系統電,BBU_電源供應器與整合,2.87,13.81,43653
2301,光寶科,BBU_電源供應器與整合,0.0,-3.46,9256
3305,昇貿,BBU_電源供應器與整合,-0.41,-1.83,2096
2308,台達電,BBU_電源供應器與整合,-0.74,-3.4,9967
3625,西勝,BBU_電源供應器與整合,-2.18,-0.74,676
6515,穎崴,CPO_先進封裝測試,5.07,4.67,1584
3363,上詮,CPO_先進封裝測試,3.06,4.34,1255
6451,訊芯-KY,CPO_先進封裝測試,2.03,5.39,2316
6257,矽格,CPO_先進封裝測試,-0.49,6.44,8911
3265,台星科,CPO_先進封裝測試,-4.0,11.0,10376
3081,聯亞,CPO_光通訊,8.32,6.25,857
4977,眾達-KY,CPO_光通訊,6.52,13.51,17891
6442,光聖,CPO_光通訊,6.35,11.67,1033
3163,波若威,CPO_光通訊,5.14,10.99,21434
4979,華星光,CPO_光通訊,2.76,0.97,24932
2455,全新,CPO_光通訊,-1.42,-1.42,4059
3443,創意,IC設計,4.12,7.57,3942
3443,創意,IC設計,4.12,7.57,3942
2454,聯發科,IC設計,0.72,-1.06,5427
3035,智原,IC設計,0.0,-0.29,1293
3035,智原,IC設計,0.0,-0.29,1293
3529,力旺,IC設計,0.0,-5.26,677
6643,M31,IC設計,-0.5,-3.02,361
8054,安國,IC設計,-0.68,3.19,4788
6533,晶心科,IC設計,-0.76,-3.89,261
6531,愛普*,IC設計,-2.22,-2.94,2671
3661,世芯-KY,IC設計,-2.28,-1.23,1414
3661,世芯-KY,IC設計,-2.28,-1.23,1414
2388,威盛,IC設計,-3.75,2.56,18459
6274,台燿,PCB,3.02,4.24,8113
2313,華通,PCB,2.89,1.07,12493
2368,金像電,PCB,2.49,3.69,7432
2383,台光電,PCB,0.63,7.0,2675
2367,燿華,PCB,0.59,-8.27,6754
3037,欣興,PCB,0.0,-0.44,19839
3189,景碩,PCB,0.0,-5.02,10509
5469,瀚宇博,PCB,-0.51,1.35,9129
6213,聯茂,PCB,-0.87,-0.44,4651
3715,定穎投控,PCB,-1.23,3.45,30661
1815,富喬,PCB,-1.29,-3.1,55731
2316,楠梓電,PCB,-1.38,-3.6,3202
4958,臻鼎-KY,PCB,-2.05,-3.05,5593
8046,南電,PCB,-2.34,-4.4,8862
8358,金居,PCB,-2.72,5.71,30443
2368,金像電,TPU_伺服器主板與印刷電路板,2.49,3.69,7432
2383,台光電,TPU_伺服器主板與印刷電路板,0.63,7.0,2675
3037,欣興,TPU_伺服器主板與印刷電路板,0.0,-0.44,19839
5469,瀚宇博,TPU_伺服器主板與印刷電路板,-0.51,1.35,9129
3715,定穎投控,TPU_伺服器主板與印刷電路板,-1.23,3.45,30661
3081,聯亞,TPU_光通訊與連接器,8.32,6.25,857
6442,光聖,TPU_光通訊與連接器,6.35,11.67,1033
2345,智邦,TPU_光通訊與連接器,1.76,16.08,5584
6805,富世達,TPU_光通訊與連接器,0.94,6.64,2174
6831,未知,TPU_散熱,5.71,3.31,2631
6805,富世達,TPU_散熱,0.94,6.64,2174
3017,奇鋐,TPU_散熱,-0.35,1.06,5865
3324,雙鴻,TPU_散熱,-0.76,1.89,8711
6209,今國光,光學元件或組裝,9.93,14.76,20846
3081,聯亞,光學元件或組裝,8.32,6.25,857
4977,眾達-KY,光學元件或組裝,6.52,13.51,17891
6442,光聖,光學元件或組裝,6.35,11.67,1033
4979,華星光,光學元件或組裝,2.76,0.97,24932
6451,訊芯-KY,光學元件或組裝,2.03,5.39,2316
3362,先進光,光學元件或組裝,1.98,1.2,654
3504,揚明光,光學元件或組裝,1.75,0.58,99
6668,中揚光,光學元件或組裝,1.2,0.53,224
2374,佳能,光學元件或組裝,0.88,-1.71,3866
4976,佳凌,光學元件或組裝,0.82,-1.59,292
3019,亞光,光學元件或組裝,0.73,0.0,1421
3406,玉晶光,光學元件或組裝,0.36,-7.08,487
3450,聯鈞,光學元件或組裝,-0.37,-2.89,12477
3008,大立光,光學元件或組裝,-0.96,-0.48,350
1303,南亞,化學,2.0,-1.61,38711
4749,新應材,化學,1.61,3.67,1949
1710,東聯,化學,1.23,0.41,1191
1440,南紡,化學,1.1,-3.5,1751
1409,新纖,化學,0.68,-2.3,2801
1326,台化,化學,0.63,-1.85,8882
4755,三福化,化學,0.49,2.91,110
1773,勝一,化學,0.36,-0.36,315
6505,台塑化,化學,0.31,-4.69,3311
1723,中碳,化學,0.29,1.61,342
1301,台塑,化學,0.13,-0.99,14108
1402,遠東新,化學,0.0,-1.23,4868
1722,台肥,化學,0.0,-0.21,1305
4720,德淵,化學,0.0,0.0,133
1725,元禎,化學,-0.19,-1.53,34
4763,材料-KY,化學,-1.7,-2.67,6911
1304,台聚,化學,-1.71,-3.36,2871
1727,中華化,化學,-1.79,-0.39,3783
4770,上品,化學,-2.1,-0.43,333
1717,長興,化學,-2.43,-0.86,8388
6196,帆宣,半導體設備,4.9,8.44,4305
6187,萬潤,半導體設備,1.41,1.69,930
3680,家登,半導體設備,1.31,3.11,1714
3138,耀登,半導體設備,1.01,0.67,175
2460,建通,半導體設備,0.5,0.25,376
3583,辛耘,半導體設備,0.15,5.31,591
6640,均華,半導體設備,-2.92,2.76,359
1303,南亞,塑膠,2.0,-1.61,38711
1307,三芳,塑膠,1.25,1.09,440
1326,台化,塑膠,0.63,-1.85,8882
1337,再生-KY,塑膠,0.41,-0.41,554
4306,炎洲,塑膠,0.36,1.44,1276
6505,台塑化,塑膠,0.31,-4.69,3311
1323,永裕,塑膠,0.26,0.26,25
1301,台塑,塑膠,0.13,-0.99,14108
1315,達新,塑膠,0.0,-0.77,37
1314,中石化,塑膠,-0.38,-0.38,17788
1321,大洋,塑膠,-0.43,-1.27,132
1305,華夏,塑膠,-0.44,-1.75,1046
1325,恆大,塑膠,-0.48,-1.26,381
1309,台達化,塑膠,-0.86,-2.95,1298
1312,國喬,塑膠,-1.28,-2.11,4515
1304,台聚,塑膠,-1.71,-3.36,2871
