排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,電器電纜,2.96,100.0,10/10,28.06,21.87,1.35,4.31
2,記憶體製造,5.36,100.0,4/4,105.3,53.27,1.31,1.07
3,TPU_光通訊與連接器,4.34,100.0,4/4,-10.55,74.56,2.25,21.09
4,光學元件或組裝,2.82,86.67,13/15,-1.17,-5.68,-2.44,-5.75
5,半導體設備,0.91,85.71,6/7,0.14,6.52,0.26,0.67
6,記憶體模組,2.53,85.71,6/7,5.38,-23.98,6.19,9.54
7,CPO_光通訊,4.61,83.33,5/6,-2.11,12.01,-1.59,-2.89
8,無塵室與機電工程,2.71,80.0,4/5,10.08,12.76,9.67,34.65
9,軍工_無人機相關,1.23,77.78,7/9,-3.35,-2.59,-2.31,-3.89
10,記憶體封裝與測試,3.12,75.0,3/4,2.08,8.05,-0.62,-3.65
11,造紙,0.63,71.43,5/7,0.19,-0.0,-0.01,-0.01
12,機器人,1.44,64.29,9/14,-5.88,-26.28,-1.35,-9.77
13,記憶體控制IC,0.17,60.0,3/5,0.93,1.95,-0.01,-0.14
14,銅,1.16,60.0,6/10,13.92,33.59,3.59,20.21
15,網通設備組件,1.56,60.0,12/20,-42.07,49.48,-1.96,15.7
16,鋼鐵,0.53,60.0,9/15,-3.71,-9.51,0.02,-0.14
17,CPO_先進封裝測試,1.13,60.0,3/5,0.56,-1.89,0.94,-1.66
18,工業自動化與機器人,-12.96,57.14,4/7,6.68,8.83,0.09,0.09
19,化學,-0.05,55.0,11/20,-6.43,-16.31,0.2,-3.39
20,紡織,0.39,55.0,11/20,-0.24,-4.81,-0.48,-1.5
21,玻璃,0.06,53.33,8/15,7.74,-4.59,0.08,-0.93
22,軍工_航太製造與維修,0.08,50.0,3/6,-0.74,-1.0,0.0,-0.21
23,銀,-0.0,50.0,2/4,0.22,-21.02,2.55,2.76
24,電池或電源,0.67,50.0,10/20,3.83,-22.8,-0.04,-0.2
25,TPU_散熱,1.39,50.0,2/4,-33.84,-42.81,0.36,11.49
26,塑膠,-0.28,44.44,8/18,-3.3,-16.72,0.03,-3.07
27,廠務系統與水處理,-0.78,42.86,3/7,1.77,9.83,-0.02,0.02
28,金融,-5.52,42.11,8/19,-3.3,-16.73,0.03,-3.07
29,航運,-0.59,40.0,6/15,-0.45,-1.08,1.57,1.6
30,TPU_伺服器主板與印刷電路板,0.28,40.0,2/5,-9.11,-3.55,3.32,13.53
31,PCB,-0.18,33.33,5/15,-15.58,5.39,4.76,26.73
32,被動元件,-0.64,26.32,5/19,-14.99,-69.3,2.27,0.69
33,IC設計,-0.27,23.08,3/13,-0.22,6.78,-7.46,-7.82
34,BBU_電源供應器與整合,-0.09,20.0,1/5,-5.24,-28.78,-0.6,-8.25
35,軟體設計,-0.16,20.0,3/15,-0.33,-1.52,-0.01,-0.35
36,BBU_電池模組,-1.19,14.29,1/7,-8.86,-4.5,-0.07,3.16
