股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2409,友達,177670,118917,47117,2,-308,-299,-254,3
6116,彩晶,23080,824,-11756,2,0,45,84,3
2887,台新金,19106,37138,46259,4,3402,-4466,-15801,1
3016,嘉晶,13958,13726,17396,4,0,0,0,0
2303,聯電,10372,5439,40352,4,-26113,-76650,-117705,0
2834,臺企銀,9844,22541,55197,4,-116,-116,-153,1
2883,凱基金,8248,12901,11897,3,-2342,4216,9644,2
4938,和碩,7918,8255,14527,3,-1504,-8762,-11725,0
2105,正新,6734,15286,6895,3,-299,-440,-1649,0
1815,富喬,6384,456,5991,3,0,-54,36,2
2885,元大金,6352,25763,18913,4,-9368,-32893,-60428,0
1301,台塑,5987,22127,37241,3,-10,-10,-3,1
1314,中石化,5738,20832,18668,4,0,0,0,0
2890,永豐金,5684,-12270,-53627,2,5203,42572,97609,5
2609,陽明,5430,-2759,-5751,2,-61,-48,-57,2
2353,宏碁,5367,12384,26804,4,-6519,-13814,-14307,0
3706,神達,5236,-2875,-7279,1,4147,7567,7574,4
1802,台玻,4902,1625,-45165,2,-6,-6,265,1
2891,中信金,4591,6489,8166,3,1142,-1633,-10777,2
1717,長興,3813,589,2341,3,466,467,403,2
6147,頎邦,3791,2694,-9029,2,-2472,-4210,-3653,2
6239,力成,3273,7350,4809,3,-2703,-5347,-5651,1
2327,國巨,3152,-6774,-5677,2,1796,6148,9052,5
3105,穩懋,2512,-2394,-14486,2,-1992,-5024,-5906,0
8046,南電,2358,9791,24502,5,1906,5671,6994,5
2301,光寶科,2069,-7958,-8442,2,-1136,-6737,-15398,0
2481,強茂,1884,-5961,4980,3,-1058,4546,4546,1
6207,雷科,1883,2673,2251,3,0,0,0,0
1785,光洋科,1772,2753,-819,4,1,24,-10,3
2377,微星,1726,3174,4274,4,4003,8239,10111,5
2368,金像電,1593,5184,3954,4,-1541,-2682,-5886,0
2492,華新科,1538,3164,-4104,4,2,37,2372,5
3035,智原,1482,-1987,-817,2,0,0,10,1
6274,台燿,1402,1406,-147,2,-33,110,796,4
3036,文曄,1313,3753,4871,3,-2219,-5190,-8141,1
3227,原相,1199,1395,1254,2,519,602,626,5
2454,聯發科,1125,-2750,-4016,3,-615,-3246,-5846,0
2233,宇隆,1046,1012,485,3,0,0,0,0
3260,威剛,1006,969,-3777,2,321,120,-438,2
8028,昇陽半導體,1003,1142,-310,4,251,258,344,3
4766,南寶,854,1412,1583,5,0,-47,-36,1
2395,研華,800,618,-62,2,76,283,650,5
3034,聯詠,700,-2039,-2526,3,431,889,30,3
6139,亞翔,663,6311,6018,4,750,1340,1277,3
3406,玉晶光,659,1278,414,3,-252,-689,-1069,0
4979,華星光,576,2037,2849,5,-56,-944,-2213,0
6414,樺漢,563,2167,3249,5,-340,-1213,-1856,0
5434,崇越,524,467,566,4,335,686,558,2
3163,波若威,462,206,-68,1,-101,-286,-294,0
5269,祥碩,455,222,319,4,269,496,501,5
3680,家登,423,691,426,4,-338,-795,-795,0
3081,聯亞,391,1017,1471,5,-98,-292,-972,1
3583,辛耘,387,522,614,3,0,-1,-13,0
3026,禾伸堂,378,45,530,3,16,-89,-129,2
4749,新應材,350,87,-669,1,0,-317,-463,1
3653,健策,318,1395,1456,4,82,-119,-593,1
6442,光聖,318,-367,-789,1,-178,-527,-541,1
3017,奇鋐,312,-2086,-1186,3,214,539,492,4
3293,鈊象,292,-125,-908,1,93,170,257,5
3665,貿聯-KY,274,762,1792,4,-75,-498,-543,1
5289,宜鼎,268,-975,-2213,1,-599,-887,-891,1
8299,群聯,261,325,605,3,23,-55,23,4
8996,高力,252,689,1056,4,-57,-420,-1106,0
2308,台達電,233,-5383,-10190,1,-79,-2325,-6130,0
3661,世芯-KY,215,-244,-317,2,14,-33,-177,2
3533,嘉澤,203,350,329,4,12,45,88,5
3008,大立光,188,-677,-620,2,-280,-222,-209,3
6515,穎崴,114,136,-59,2,-172,-281,-73,3
6669,緯穎,78,-64,-466,2,-78,-86,-387,1
5274,信驊,76,-11,-59,1,-70,-191,-165,2
6223,旺矽,74,-156,-379,2,-60,50,435,4
2383,台光電,72,524,829,4,-30,-61,-115,2
