排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,5904,寶雅*,居家生活類,30.6,44.1,,,,,
2,5351,鈺創,半導體類,9.0,29.0,72.7,110.5,72.6,104.0,43.1
3,4533,協易機,電機機械,7.7,26.0,23.05,25.75,22.8,24.6,6.7
4,4967,十銓,全部,5.0,24.8,230.0,288.5,222.0,280.0,21.7
5,3605,宏致,全部,8.2,14.8,84.2,113.0,77.5,107.5,27.7
6,2464,盟立,全部,5.2,13.3,134.5,185.0,131.5,173.5,29.0
7,8271,宇瞻,全部,5.6,13.2,223.0,249.5,213.0,235.5,5.6
8,3006,晶豪科,全部,6.4,12.5,180.0,263.5,180.0,256.5,42.5
9,6226,光鼎,光電業,3.0,12.4,20.95,23.8,18.95,22.05,5.3
10,3141,晶宏,半導體類,2.0,11.7,63.0,83.5,63.0,79.0,25.4
11,6538,倉和,電子零組件類,4.2,11.6,134.0,163.0,128.0,145.0,8.2
12,4931,新盛力,電腦及週邊類,2.5,8.7,177.5,233.0,174.5,216.5,22.0
13,6533,晶心科,全部,1.8,8.2,213.0,256.0,212.0,256.0,20.2
14,2465,麗臺,全部,3.0,8.2,72.5,89.4,72.3,85.1,17.4
15,2359,所羅門,全部,3.6,8.1,127.0,151.5,117.0,143.5,13.0
16,3260,威剛,半導體類,2.3,7.6,409.0,437.0,384.5,416.0,1.7
17,3324,雙鴻,其他電子類,3.0,6.8,894.0,1075.0,887.0,1015.0,13.5
18,4979,華星光,通信網路類,2.3,5.9,380.5,498.0,360.0,488.0,28.3
19,5371,中光電,光電業類,2.4,5.8,75.3,90.8,72.0,83.0,10.2
20,3081,聯亞,通信網路類,2.5,5.7,1630.0,2555.0,1630.0,2305.0,41.4
21,6269,台郡,全部,1.6,5.7,48.1,70.8,48.0,66.6,38.5
22,6213,聯茂,全部,3.3,5.5,263.0,401.0,263.0,389.0,47.9
23,6206,飛捷,全部,2.8,5.3,123.0,153.5,120.0,144.0,17.1
24,3014,聯陽,全部,1.6,5.1,126.0,137.0,123.5,135.0,7.1
25,6187,萬潤,其他電子類,2.6,5.0,929.0,1185.0,922.0,1130.0,21.6
26,8227,巨有科技,半導體類,1.3,4.8,142.5,152.0,135.0,145.0,1.8
27,3594,磐儀,電腦及週邊類,2.5,4.6,49.5,61.9,48.7,60.0,21.2
28,3437,榮創,光電業,1.1,4.5,16.2,18.2,16.0,17.4,7.4
29,3231,緯創,全部,2.8,4.5,176.0,202.5,165.5,183.5,4.3
30,6265,方土昶,電子通路類,1.9,4.3,42.2,56.2,41.25,55.4,31.3
31,6782,視陽,全部,2.0,4.3,183.0,218.5,183.0,218.0,19.1
32,1526,日馳,全部,1.6,4.3,19.55,19.55,17.25,18.25,-6.6
33,2425,承啟,全部,2.1,4.3,44.6,52.9,44.55,52.9,18.6
34,3588,通嘉,全部,1.1,4.1,49.0,55.6,48.2,54.3,10.8
35,1815,富喬,電子零組件類,1.3,4.1,66.2,91.9,64.5,85.9,29.8
36,1536,和大,全部,1.3,4.0,46.5,53.4,46.0,51.4,10.5
37,4749,新應材,半導體類,1.3,4.0,739.0,832.0,717.0,809.0,9.5
38,6491,晶碩,全部,2.4,3.9,329.0,387.0,324.0,373.0,13.4
39,3388,崇越電,電子零組件類,1.6,3.9,70.0,74.5,70.0,72.6,3.7
40,2313,華通,全部,2.1,3.8,168.5,223.0,166.5,208.5,23.7
41,3152,璟德,通信網路類,1.6,3.7,213.5,243.0,213.5,218.0,2.1
42,2421,建準,全部,2.1,3.7,127.0,155.5,127.0,151.5,19.3
43,2471,資通,全部,0.8,3.6,48.45,49.25,48.0,48.4,-0.1
44,8050,廣積,電腦及週邊類,1.5,3.5,55.5,69.4,52.5,69.0,24.3
45,6202,盛群,全部,1.4,3.5,53.4,62.6,53.4,59.9,12.2
46,6209,今國光,光電業,1.4,3.4,62.2,77.9,61.4,74.3,19.5
47,3520,華盈,電子零組件類,1.3,3.4,17.9,19.7,17.3,18.35,2.5
48,3706,神達,全部,1.8,3.4,87.9,94.0,86.3,91.7,4.3
49,3293,鈊象,文化創意業,1.8,3.3,758.0,805.0,754.0,799.0,5.4
50,2388,威盛,全部,2.3,3.3,69.4,84.7,68.6,77.9,12.2
