排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,6129,普誠,半導體類,82.9,484.8,,,,,
2,8227,巨有科技,半導體類,6.4,24.4,159.0,239.0,155.0,239.0,50.3
3,3094,聯傑,全部,4.1,24.4,43.2,50.8,40.3,40.9,-5.3
4,6727,亞泰金屬,電子零組件類,4.6,19.6,560.0,570.0,499.0,507.0,-9.5
5,5314,世紀*,其他,7.4,18.7,32.0,46.8,31.05,42.15,31.7
6,4967,十銓,全部,2.5,12.6,275.5,287.5,270.5,280.5,1.8
7,6179,亞通,其他,5.3,12.3,29.4,39.5,28.7,35.75,21.6
8,6426,統新,全部,5.4,12.0,270.0,328.0,251.0,302.0,11.9
9,3693,營邦,電腦及週邊類,5.5,11.3,669.0,719.0,633.0,663.0,-0.9
10,6538,倉和,電子零組件類,5.3,11.3,261.5,370.0,257.5,368.0,40.7
11,2409,友達,光電業,4.7,11.0,27.35,32.2,26.35,30.2,10.4
12,6226,光鼎,光電業,2.7,10.0,33.0,34.4,29.45,30.0,-9.1
13,8431,匯鑽科,其他電子類,2.7,9.5,64.8,70.3,56.9,56.9,-12.2
14,8021,尖點,全部,4.1,9.4,425.0,462.0,413.0,418.5,-1.5
15,6672,騰輝電子-KY,全部,2.6,8.6,289.0,317.5,278.0,292.0,1.0
16,6517,保勝光學,光電業類,1.5,7.6,68.0,71.0,63.2,63.2,-7.1
17,6224,聚鼎,全部,2.9,7.4,83.0,92.8,81.2,87.5,5.4
18,6770,力積電,全部,2.9,7.1,69.3,75.3,67.0,70.7,2.0
19,6834,天二科技,全部,3.9,6.9,90.0,114.5,89.1,108.0,20.0
20,3624,光頡,電子零組件類,3.7,6.9,87.6,124.5,87.6,124.5,42.1
21,3167,大量,全部,3.6,6.8,752.0,971.0,719.0,828.0,10.1
22,8064,東捷,光電業類,2.6,5.9,104.5,141.5,104.0,115.0,10.0
23,2492,華新科,全部,3.5,5.6,282.5,344.0,282.5,311.5,10.3
24,6218,豪勉,通信網路類,2.9,5.5,43.25,49.0,41.5,44.9,3.8
25,8042,金山電,電子零組件類,3.2,5.0,104.0,123.5,104.0,113.0,8.7
26,3260,威剛,半導體類,1.6,4.5,401.0,428.0,390.5,402.5,0.4
27,6290,良維,電子零組件類,1.7,4.5,248.5,284.0,247.5,258.0,3.8
28,3026,禾伸堂,全部,2.4,4.4,692.0,826.0,683.0,744.0,7.5
29,3006,晶豪科,全部,2.3,3.9,285.0,319.0,263.5,290.5,1.9
30,8277,商丞,半導體類,0.8,3.8,7.99,8.15,7.75,8.05,0.8
31,6127,九豪,電子零組件類,0.8,3.7,47.6,51.9,47.2,47.3,-0.6
32,6182,合晶,半導體類,0.9,3.7,108.5,119.0,103.5,104.5,-3.7
33,6716,應廣,半導體類,1.2,3.6,129.0,131.5,112.5,115.0,-10.9
34,8071,能率網通,電子零組件類,1.1,3.5,23.2,23.5,21.8,21.85,-5.8
35,6173,信昌電,電子零組件類,2.2,3.4,260.0,321.0,254.5,290.0,11.5
36,4908,前鼎,通信網路類,1.9,3.4,214.0,265.0,199.0,237.5,11.0
37,3374,精材,半導體類,2.2,3.3,420.0,496.0,403.0,463.5,10.4
38,3715,定穎投控,全部,0.9,3.2,122.0,138.0,115.5,123.0,0.8
39,4923,力士,半導體類,1.2,3.1,52.0,58.3,49.9,51.7,-0.6
40,6416,瑞祺電通,全部,1.5,3.1,95.8,117.5,95.8,115.5,20.6
41,3615,安可,光電業類,0.9,2.9,36.25,37.3,33.2,33.85,-6.6
42,3680,家登,半導體類,1.6,2.8,530.0,573.0,504.0,510.0,-3.8
43,2305,全友,全部,1.8,2.8,30.4,41.05,29.05,41.05,35.0
44,6532,瑞耘,半導體類,1.0,2.8,102.5,103.0,90.7,93.2,-9.1
45,5386,青雲,電腦及週邊類,1.0,2.7,263.5,339.0,252.0,318.0,20.7
46,6531,愛普*,全部,1.7,2.7,942.0,1065.0,901.0,988.0,4.9
47,2436,偉詮電,全部,0.7,2.7,65.5,73.0,64.1,67.1,2.4
48,6840,東研信超,其他電子類,1.4,2.6,90.5,101.0,89.0,89.0,-1.7
49,4906,正文,全部,0.7,2.6,36.7,37.45,35.5,35.9,-2.2
50,3406,玉晶光,光電業,1.5,2.5,1020.0,1140.0,961.0,1060.0,3.9
