排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,光學元件或組裝,1.0,73.33,11/15,12.68,18.51,16.03,13.81
2,軍工_航太製造與維修,1.78,66.67,4/6,2.21,0.57,0.21,1.48
3,軍工_無人機相關,1.47,66.67,6/9,8.81,-0.39,-12.14,-12.68
4,航運,0.92,60.0,9/15,26.02,64.05,-4.38,-23.77
5,電器電纜,0.07,50.0,5/10,-30.68,17.76,-2.58,-6.26
6,半導體設備,-0.64,42.86,3/7,0.46,2.74,0.22,1.92
7,玻璃,-0.12,40.0,6/15,66.72,121.02,-4.16,8.31
8,CPO_先進封裝測試,0.19,40.0,2/5,6.84,-2.98,1.18,11.24
9,TPU_伺服器主板與印刷電路板,-1.51,40.0,2/5,61.67,66.22,-31.7,-53.44
10,機器人,0.11,35.71,5/14,19.68,2.55,-4.92,-3.23
11,CPO_光通訊,-0.0,33.33,2/6,-0.48,-1.87,17.01,16.12
12,廠務系統與水處理,-1.32,28.57,2/7,0.46,3.7,-0.09,-0.12
13,低軌衛星,-0.65,28.57,2/7,21.78,40.08,-4.62,-11.19
14,工業自動化與機器人,-0.21,28.57,2/7,0.78,5.05,-0.11,-0.01
15,PCB,-0.77,26.67,4/15,96.94,139.4,-23.85,-2.87
16,電池或電源,-0.67,25.0,5/20,10.09,44.59,-5.82,-14.37
17,TPU_光通訊與連接器,1.06,25.0,1/4,17.07,30.07,-1.57,-18.96
18,BBU_電源供應器與整合,-1.43,20.0,1/5,30.39,22.03,-5.05,-7.97
19,銅,-1.83,20.0,2/10,26.97,21.84,-25.36,-41.16
20,無塵室與機電工程,-3.06,20.0,1/5,14.05,-0.61,-8.01,0.97
21,塑膠,-0.46,16.67,3/18,7.21,-10.58,-0.96,0.3
22,金融,-0.44,15.79,3/19,7.21,-10.58,-0.96,0.3
23,網通設備組件,-1.27,15.0,3/20,15.78,45.87,-3.06,-56.7
24,化學,-1.09,15.0,3/20,9.48,-3.57,-1.98,-7.1
25,鋼鐵,-1.24,13.33,2/15,9.59,49.14,-0.45,3.01
26,軟體設計,-1.06,13.33,2/15,-0.89,-0.04,-0.01,-0.15
27,紡織,-0.3,10.0,2/20,0.02,4.54,-1.25,-4.09
28,被動元件,-2.8,5.26,1/19,31.03,-28.69,-4.68,25.93
29,IC設計,-2.61,0.0,0/13,-0.41,-10.39,-11.24,-9.11
30,銀,-2.7,0.0,0/4,-0.45,-41.64,-0.57,29.6
31,記憶體製造,-6.78,0.0,0/4,-38.33,-50.19,-9.09,-10.2
32,造紙,-0.79,0.0,0/7,-0.49,-0.24,-0.0,-0.03
33,TPU_散熱,-2.2,0.0,0/4,0.92,13.3,-3.75,-49.17
34,記憶體模組,-5.81,0.0,0/7,-33.52,-62.78,19.13,21.54
35,記憶體控制IC,-3.95,0.0,0/5,-1.7,-3.9,-0.0,0.12
36,記憶體封裝與測試,-6.7,0.0,0/4,2.94,11.6,-3.02,-4.53
37,BBU_電池模組,-2.31,0.0,0/7,-5.19,-4.92,-2.35,-8.16
