排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體模組,2.35,100.0,7/7,2.44,-27.52,-0.89,2.31
2,記憶體製造,4.08,75.0,3/4,73.48,190.46,9.16,24.7
3,PCB,1.57,53.33,8/15,-6.26,-10.35,1.65,13.38
4,TPU_光通訊與連接器,-1.06,50.0,2/4,13.43,76.89,-8.06,1.19
5,低軌衛星,-1.59,42.86,3/7,12.5,14.59,-23.84,-36.84
6,鋼鐵,-0.15,40.0,6/15,-6.04,1.74,2.0,1.73
7,TPU_伺服器主板與印刷電路板,1.08,40.0,2/5,-3.68,21.37,13.71,19.5
8,記憶體控制IC,1.88,40.0,2/5,-1.96,-1.36,0.0,0.3
9,網通設備組件,-1.0,35.0,7/20,-31.89,150.81,-6.31,20.51
10,CPO_光通訊,-1.9,33.33,2/6,18.75,88.23,-2.53,26.26
11,BBU_電池模組,-2.83,28.57,2/7,0.08,4.1,-1.83,-4.35
12,銀,-1.64,25.0,1/4,-14.94,-43.88,-1.3,-1.17
13,記憶體封裝與測試,-1.84,25.0,1/4,10.87,5.02,0.1,1.54
14,無塵室與機電工程,-3.21,20.0,1/5,-21.64,-24.77,-4.05,-3.49
15,玻璃,-1.09,20.0,3/15,-6.14,-8.99,8.89,24.01
16,CPO_先進封裝測試,-2.57,20.0,1/5,2.66,5.43,-0.7,-9.81
17,光學元件或組裝,-2.6,20.0,3/15,0.04,76.74,-3.48,20.64
18,電池或電源,-3.26,15.0,3/20,-0.17,21.96,-2.13,-0.46
19,化學,-1.29,15.0,3/20,-6.08,11.2,3.95,10.98
20,工業自動化與機器人,-1.68,14.29,1/7,-2.58,-4.65,-0.64,0.11
21,半導體設備,-1.81,14.29,1/7,1.25,-0.17,-0.43,-0.49
22,造紙,-1.02,14.29,1/7,-0.12,0.13,-0.01,-0.01
23,塑膠,-1.68,11.11,2/18,-0.17,27.31,4.89,11.64
24,軍工_無人機相關,-3.01,11.11,1/9,-22.29,0.79,7.93,16.81
25,金融,-1.75,10.53,2/19,-0.17,27.31,4.89,11.64
26,紡織,-1.5,10.0,2/20,-3.38,-5.7,-0.68,-1.71
27,IC設計,-2.73,7.69,1/13,-60.2,-55.38,18.68,25.17
28,機器人,-3.01,7.14,1/14,-12.19,-11.28,-0.77,4.49
29,被動元件,-2.21,5.26,1/19,-18.7,-51.0,-0.62,3.69
30,電器電纜,-4.37,0.0,0/10,8.97,37.28,1.63,8.89
31,銅,-2.98,0.0,0/10,-1.35,21.05,3.62,4.72
32,廠務系統與水處理,-1.45,0.0,0/7,-0.09,-0.3,-0.42,-0.63
33,軟體設計,-2.3,0.0,0/15,-1.91,-3.43,-0.01,-0.02
34,軍工_航太製造與維修,-4.31,0.0,0/6,-2.15,-1.12,0.33,0.33
35,航運,-1.49,0.0,0/15,-14.2,18.97,-0.93,-16.62
36,BBU_電源供應器與整合,-4.03,0.0,0/5,-13.74,-1.82,0.19,3.92
37,TPU_散熱,-2.7,0.0,0/4,-7.73,88.35,-2.52,2.0
