股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2883,凱基金,31980,51115,82325,3,1,954,5392,4
6770,力積電,30443,14853,-20587,2,-48,-48,-269,1
1815,富喬,24792,20234,55872,3,1020,7645,14923,5
2610,華航,19177,35060,43765,4,239,440,657,5
1301,台塑,16341,-4430,898,4,0,2612,2612,1
1802,台玻,15449,18023,16716,4,80,-277,-279,1
1326,台化,14581,-508,12166,4,0,500,485,1
2344,華邦電,14236,7742,45801,3,-57,-166,-3225,1
2892,第一金,11221,38372,70860,5,-1669,-6012,-7403,1
1605,華新,10490,16585,16964,4,4,3,-10,1
1303,南亞,10201,-15401,-25078,2,1453,6661,10475,5
2618,長榮航,8698,14522,33054,4,3,-100,-388,3
2615,萬海,8676,25875,59836,5,26,27,845,3
6116,彩晶,8433,16557,4662,2,0,0,0,0
5425,台半,7254,7802,1326,2,1064,1083,1349,3
2002,中鋼,7011,-952,48229,3,0,-15,-15,0
2324,仁寶,6996,23870,7332,2,-74,1693,1517,3
2887,台新金,6734,-1380,187,3,323,-341,4892,3
2356,英業達,6686,6687,9755,3,-173,-362,-629,0
2337,旺宏,6522,9428,9498,3,-25,-22,-1423,2
2313,華通,6051,3686,6403,2,967,3060,6316,5
1314,中石化,5940,-9975,2718,3,0,0,0,0
2481,強茂,5614,8207,3499,3,400,402,-1021,2
1102,亞泥,5569,8887,32632,5,23,69,80,4
2886,兆豐金,5546,32027,69942,5,275,-3916,-6317,1
2330,台積電,5204,2432,8961,3,-626,189,880,4
3045,台灣大,4946,16102,30681,5,-47,645,2584,4
8150,南茂,4690,4707,1306,2,0,3,59,3
3231,緯創,3413,-10279,-25178,1,54,234,1121,5
5871,中租-KY,3286,7753,16580,5,1,23,24,4
3105,穩懋,3273,5174,4355,3,3582,3604,4053,5
2408,南亞科,3157,-8763,23546,3,423,-613,370,4
3374,精材,3010,3410,-286,3,0,0,0,0
6239,力成,2920,2359,1423,2,-12,-107,78,1
3037,欣興,2916,6531,9882,5,914,-469,-775,1
5347,世界,2913,-79,-2121,3,-6,3323,3060,3
2382,廣達,2766,5333,3489,3,143,325,1426,4
2882,國泰金,2481,10529,17603,3,-5,-40,-28,2
3034,聯詠,2204,6327,6991,5,-33,-73,47,3
2377,微星,1738,3849,1096,4,112,83,-1629,3
8358,金居,1530,-382,3272,3,-85,-75,90,2
2603,長榮,1295,16234,39865,5,260,-653,278,4
2454,聯發科,1231,1514,979,2,-110,-359,-2301,0
6451,訊芯-KY,1163,1734,1082,4,0,1,1,1
2357,華碩,1119,1854,2174,5,-80,-121,-184,1
3376,新日興,1039,1285,445,3,0,0,1,1
3711,日月光投控,939,1846,5332,5,-801,-1282,-6486,1
2455,全新,894,3146,-1972,3,-11,-12,3565,3
2449,京元電子,889,2783,2925,3,16,-633,-1370,3
2376,技嘉,876,459,-3132,2,-1236,-1197,-860,2
3363,上詮,840,1060,1175,3,0,0,0,0
6446,藥華藥,704,459,313,3,88,117,116,2
2308,台達電,605,-1628,-2171,1,-413,-466,-1052,2
3450,聯鈞,569,1435,-478,3,989,-2117,-1587,2
4991,環宇-KY,531,-802,-3480,1,-2,-3,339,1
3680,家登,503,326,200,1,0,0,0,0
3583,辛耘,466,353,371,2,0,0,0,0
3026,禾伸堂,371,347,-96,3,-410,-232,-591,1
2345,智邦,325,591,319,3,-616,-1227,-1523,0
2395,研華,322,103,-624,2,-6,595,865,2
6805,富世達,262,-14,-313,1,248,459,1089,5
5269,祥碩,167,141,88,3,0,1,2,2
3131,弘塑,90,158,113,3,0,-23,-23,0
2383,台光電,52,218,1173,5,22,-319,-683,2
3443,創意,49,277,79,3,195,404,728,5
2059,川湖,43,-3,-28,3,-6,237,275,4
6515,穎崴,42,87,85,3,-1,-25,-1,3
