股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2408,南亞科,36559,5774,16899,3,60,-2644,-2471,3
2337,旺宏,29694,43389,35088,4,367,-20146,-33184,1
2317,鴻海,19578,43098,93038,4,3561,3284,9337,3
2887,台新金,14784,58660,102731,5,-18127,-67085,-110323,0
2883,凱基金,12151,4497,4817,3,-520,-2856,-5672,0
2884,玉山金,11866,24489,61565,5,-5484,-24124,-46351,0
2344,華邦電,11770,14878,61064,3,17767,20054,11235,2
1303,南亞,11761,8808,20602,3,331,-9147,-11665,1
3481,群創,10980,-37852,-14741,2,-161,-9620,-19700,0
6770,力積電,10865,-39773,-7621,3,-215,-267,-287,0
1326,台化,10150,14790,16763,4,0,0,2,1
4927,泰鼎-KY,9984,10782,8330,2,0,0,0,0
1806,冠軍,9905,9674,9569,1,0,0,0,0
3231,緯創,7536,15024,48962,4,-301,2528,4213,4
8112,至上,7533,2180,-90,3,-3019,-5775,-5806,2
2886,兆豐金,7188,15113,25602,4,-844,-16272,-32091,0
2301,光寶科,6756,7076,30061,4,-494,-3471,-6758,0
2880,華南金,6565,24315,48906,5,-3158,-21736,-44975,0
2867,三商壽,6439,10551,23756,5,0,0,0,0
3260,威剛,5887,-3246,-10843,1,990,-1048,-271,2
5483,中美晶,5467,12696,23469,5,-556,-4084,-8115,0
2890,永豐金,5401,36230,51207,5,-418,-20565,-42240,0
2881,富邦金,4196,3679,16010,4,-3020,-7336,-17758,0
2327,國巨,3311,3379,202,3,444,-3403,-4531,1
2615,萬海,2735,4931,5542,4,-20,-327,-1652,0
6919,康霈*,2703,3437,2607,2,-12,-32,-32,1
6213,聯茂,2320,4471,-2929,3,30,226,439,5
2376,技嘉,2299,4616,7615,4,-53,-556,-1838,1
3037,欣興,2271,6274,6454,5,-1267,-1655,-1934,1
8358,金居,1863,3553,-2150,4,-2160,-3622,-2873,2
2395,研華,1542,2262,3580,5,-21,-41,-75,0
3374,精材,1401,4901,6756,5,0,-415,-498,2
8299,群聯,1373,798,2015,2,145,-296,-929,1
6415,矽力*-KY,1338,5968,5927,4,8,1579,1752,4
2360,致茂,1302,1405,-1258,3,-1593,-1979,-2281,0
3036,文曄,1292,2183,6114,5,-273,-785,-2673,1
2379,瑞昱,1088,2086,7189,5,-187,-1129,-2636,0
2474,可成,1055,5307,6859,5,-694,-3994,-8024,0
3081,聯亞,1047,421,534,3,-829,-562,-713,3
4967,十銓,1013,-208,739,2,0,-86,-191,0
6488,環球晶,968,5187,9373,5,45,-184,-95,4
2049,上銀,874,4688,4751,3,-412,-372,-372,2
6805,富世達,702,707,1128,4,392,-407,-606,1
8021,尖點,680,963,1294,4,-83,-456,-578,0
3406,玉晶光,614,1598,4877,5,-768,-1362,-2877,0
5289,宜鼎,600,-127,-643,2,0,98,385,3
6187,萬潤,584,2521,470,3,-22,-986,-69,2
6442,光聖,576,370,1350,3,-772,-1998,-2038,1
2383,台光電,517,-30,-497,2,162,874,1204,5
3665,貿聯-KY,448,706,1700,4,-33,468,859,4
5536,聖暉*,411,3013,4907,5,-7,-269,-383,0
3529,力旺,388,810,661,4,-232,-368,-224,1
6584,南俊國際,322,250,391,3,-260,-185,-102,3
3563,牧德,249,135,-31,3,-349,-294,-254,4
3533,嘉澤,243,836,460,4,-100,-229,208,3
3131,弘塑,236,108,105,3,71,110,175,5
6515,穎崴,208,274,283,4,-130,-159,-38,3
3008,大立光,191,230,1231,4,0,-245,-440,0
2454,聯發科,143,1719,1105,3,565,2929,5627,5
6223,旺矽,111,416,159,4,77,-134,-200,2
3443,創意,82,296,-221,3,-5,-260,-210,3
3653,健策,81,251,312,4,-64,-97,179,3
6510,精測,73,44,-362,2,-35,-63,374,2
5274,信驊,43,91,165,4,17,-39,-63,3
