排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,8093,保銳,電子零組件類,17.8,35.7,18.0,18.6,17.5,18.25,1.4
2,3234,光環,通信網路類,8.8,29.8,100.0,143.0,99.6,125.0,25.0
3,4967,十銓,全部,6.0,27.5,277.5,315.5,272.0,279.0,0.5
4,6207,雷科,電子零組件類,4.9,21.8,108.0,164.0,107.0,144.5,33.8
5,4513,福裕,電機機械,8.5,18.8,14.2,16.05,14.2,15.25,7.4
6,4939,亞電,電子零組件類,5.4,18.7,47.05,59.7,45.75,59.7,26.9
7,4931,新盛力,電腦及週邊類,4.6,15.4,221.0,274.0,219.0,242.5,9.7
8,4534,慶騰,電機機械,4.5,13.6,26.85,34.75,26.5,33.15,23.5
9,1514,亞力,全部,6.1,13.4,128.5,149.5,121.0,135.0,5.1
10,3689,湧德,電子零組件類,3.7,12.6,136.5,145.0,133.0,141.5,3.7
11,3550,聯穎,全部,5.1,11.8,20.15,24.9,20.0,24.05,19.4
12,4720,德淵,全部,4.5,11.1,26.0,29.7,24.8,27.3,5.0
13,2406,國碩,光電業,4.1,11.1,33.75,41.8,33.05,34.65,2.7
14,6164,華興,光電業,2.6,10.8,12.25,13.9,12.0,13.1,6.9
15,3490,單井,光電業類,1.6,10.8,39.2,39.2,36.2,36.7,-6.4
16,3615,安可,光電業類,3.3,10.4,49.6,63.6,46.35,60.2,21.4
17,6282,康舒,全部,5.2,10.2,59.4,70.8,57.0,63.8,7.4
18,6530,創威,通信網路類,1.8,9.8,106.0,120.0,103.5,109.5,3.3
19,3324,雙鴻,其他電子類,4.4,9.5,1035.0,1295.0,1020.0,1110.0,7.2
20,2243,宏旭-KY,全部,5.0,9.2,24.85,30.0,24.85,28.05,12.9
21,2349,錸德,光電業,2.4,8.7,14.0,16.15,13.75,14.0,0.0
22,3535,晶彩科,光電業,2.2,8.6,124.0,145.5,122.0,130.5,5.2
23,5351,鈺創,半導體類,2.7,8.3,85.1,96.0,84.1,86.2,1.3
24,8112,至上,全部,2.9,7.5,87.7,99.0,86.4,92.6,5.6
25,3060,銘異,全部,1.4,7.3,29.55,35.05,28.5,30.8,4.2
26,6104,創惟,半導體類,1.3,7.1,98.9,105.0,98.0,103.0,4.1
27,3147,大綜,資訊服務類,3.7,6.9,181.5,293.0,179.0,284.5,56.7
28,3706,神達,全部,3.4,6.7,84.6,103.5,84.6,92.4,9.2
29,6806,森崴能源,全部,3.8,6.7,5.49,8.11,5.49,5.64,2.7
30,3260,威剛,半導體類,2.2,6.7,413.5,481.0,411.0,421.5,1.9
31,6226,光鼎,光電業,1.6,6.6,13.2,14.25,12.85,13.6,3.0
32,6265,方土昶,電子通路類,3.4,6.6,55.0,64.7,53.0,57.6,4.7
33,6805,富世達,全部,3.5,6.2,1835.0,2260.0,1800.0,1950.0,6.3
34,6485,點序,半導體類,2.1,6.1,107.0,124.0,102.5,112.0,4.7
35,2444,兆勁,全部,1.6,6.1,12.35,13.9,12.1,13.5,9.3
36,3231,緯創,全部,3.5,6.0,154.0,201.0,153.0,171.0,11.0
37,3338,泰碩,全部,1.8,6.0,73.5,94.3,72.8,78.6,6.9
38,2399,映泰,全部,1.9,5.7,49.8,54.6,47.4,48.75,-2.1
39,5289,宜鼎,電腦及週邊類,2.2,5.6,1760.0,1980.0,1715.0,1755.0,-0.3
40,1563,巧新,全部,2.5,5.6,67.2,72.5,60.7,65.3,-2.8
41,1708,東鹼,全部,2.6,5.6,37.0,49.95,36.9,49.1,32.7
42,2342,茂矽,全部,2.2,5.4,44.1,47.25,39.7,41.4,-6.1
43,6126,信音,電子零組件類,2.0,5.3,36.0,44.5,35.35,42.5,18.1
44,5309,系統電,電子零組件類,2.3,5.2,68.0,84.4,66.5,74.3,9.3
45,3312,弘憶股,全部,2.4,5.1,49.75,73.2,48.4,67.5,35.7
46,8936,國統,其他,1.7,5.1,52.3,63.0,51.5,62.8,20.1
47,2457,飛宏,全部,1.5,5.0,25.4,32.05,25.15,30.15,18.7
48,2468,華經,全部,2.5,4.9,33.7,47.1,33.2,40.9,21.4
49,2471,資通,全部,1.1,4.8,51.0,56.2,50.8,53.6,5.1
50,5475,德宏,電子零組件類,1.7,4.6,265.0,325.0,246.0,280.5,5.8
