排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體模組,6.09,100.0,7/7,-15.77,-10.91,2.22,1.95
2,記憶體製造,9.83,100.0,4/4,-2.89,8.67,-1.62,-1.21
3,被動元件,3.45,94.74,18/19,-21.53,56.48,17.99,31.11
4,IC設計,4.04,84.62,11/13,-1.35,60.7,2.09,-8.8
5,電器電纜,2.15,80.0,8/10,-10.27,32.3,-3.93,6.08
6,記憶體控制IC,3.35,80.0,4/5,-1.7,-3.46,0.15,0.14
7,記憶體封裝與測試,6.06,75.0,3/4,1.93,17.73,-0.74,0.05
8,銀,3.9,75.0,3/4,-2.54,5.36,19.33,33.13
9,化學,1.37,75.0,15/20,-7.96,100.12,0.25,4.62
10,玻璃,4.88,73.33,11/15,-28.1,6.86,10.19,36.78
11,塑膠,1.31,72.22,13/18,-9.52,106.39,3.83,4.68
12,造紙,1.52,71.43,5/7,0.63,0.43,-0.02,-0.04
13,金融,1.07,68.42,13/19,-9.52,106.39,3.83,4.68
14,軍工_航太製造與維修,0.49,66.67,4/6,0.9,3.1,0.55,0.55
15,無塵室與機電工程,0.11,60.0,3/5,-8.59,-36.83,8.64,-1.22
16,鋼鐵,1.06,60.0,9/15,21.98,32.64,3.6,9.91
17,紡織,0.49,60.0,12/20,3.22,7.32,-1.47,-2.43
18,低軌衛星,-0.08,57.14,4/7,-15.57,-9.44,-1.79,20.75
19,網通設備組件,0.43,55.0,11/20,-14.84,6.12,-30.99,-59.32
20,銅,-0.14,50.0,5/10,-35.82,31.58,-7.13,-10.64
21,電池或電源,0.59,50.0,10/20,-15.71,69.23,-6.33,-7.22
22,PCB,1.36,46.67,7/15,-61.64,-43.87,12.08,55.29
23,軍工_無人機相關,-0.11,44.44,4/9,-15.06,48.18,-2.63,-15.14
24,機器人,0.67,42.86,6/14,-24.01,10.89,0.45,1.75
25,廠務系統與水處理,0.55,42.86,3/7,1.3,-2.14,-0.0,-2.46
26,工業自動化與機器人,0.66,42.86,3/7,2.21,2.16,0.11,0.89
27,光學元件或組裝,-0.1,40.0,6/15,9.72,-6.35,-4.18,-7.57
28,軟體設計,-0.13,40.0,6/15,0.65,-1.37,-0.13,-0.15
29,CPO_先進封裝測試,-0.84,40.0,2/5,-8.24,-8.39,3.73,7.24
30,航運,-0.05,33.33,5/15,4.82,-14.28,-10.03,-20.02
31,半導體設備,-0.05,28.57,2/7,-1.27,-12.47,0.89,1.02
32,BBU_電源供應器與整合,-1.24,20.0,1/5,-16.49,36.09,-2.83,-2.52
33,TPU_伺服器主板與印刷電路板,-0.62,20.0,1/5,-27.75,-49.52,-10.86,-2.69
34,BBU_電池模組,-0.81,14.29,1/7,1.84,0.58,-3.07,-12.93
35,TPU_散熱,-4.34,0.0,0/4,-3.21,-32.32,-22.61,-37.37
36,TPU_光通訊與連接器,-3.41,0.0,0/4,-2.59,0.46,-7.52,-5.15
37,CPO_光通訊,-2.17,0.0,0/6,1.37,-11.83,-2.15,-4.26
