股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,96566,361636,518546,5,3706,3909,2461,3
2881,富邦金,37499,60162,82575,5,-6848,-12491,-27835,0
2887,台新金,36299,130789,192730,5,-55368,-142377,-230391,0
2317,鴻海,30089,152933,262911,5,342,3801,7963,5
2892,第一金,19114,73424,65179,4,88,410,-616,2
2883,凱基金,17894,82680,162370,5,358,-6495,-42284,2
1216,統一,16940,16161,9900,2,767,-1318,-1981,2
4906,正文,16510,21859,23757,4,0,-15,-1334,0
2882,國泰金,16243,23650,33955,4,-6258,-9226,-26380,1
2884,玉山金,15786,40295,17844,4,-9006,-21282,-43453,0
2027,大成鋼,12942,47579,50008,5,-716,-1107,-1302,1
2890,永豐金,12193,33623,31794,4,392,1924,1422,3
2886,兆豐金,11720,20309,13443,3,3,631,174,3
6282,康舒,10801,12204,19715,4,0,0,-1,0
6116,彩晶,10430,39816,44336,5,0,0,0,0
2301,光寶科,10059,58392,69024,4,-4807,-5584,-6308,1
2356,英業達,9713,39500,47486,5,-152,-421,-628,0
3450,聯鈞,9368,9480,11157,3,0,1263,4937,4
2891,中信金,8763,53610,111988,5,-3736,-17070,-42402,0
2363,矽統,8514,7815,11234,4,0,35,45,2
5388,中磊,7934,10284,11957,4,0,0,-1,0
3033,威健,7812,15908,20811,4,-28,-82,973,2
6147,頎邦,7776,18730,10900,4,-4821,-2390,-761,3
3231,緯創,7444,34101,52789,5,-27,242,-220,2
3374,精材,7283,4220,218,2,0,0,115,2
3006,晶豪科,6307,11941,14208,4,0,11,-3,2
8112,至上,5489,9258,13128,4,-503,-446,-2133,1
2885,元大金,4501,-989,-11324,1,288,633,-830,3
2451,創見,4261,4172,11269,4,-383,-497,-1253,1
8042,金山電,4178,8816,8730,2,0,0,0,0
2376,技嘉,4094,11805,12406,5,-108,-323,-1083,1
5425,台半,3951,8226,9549,3,0,0,0,0
2313,華通,3880,-16596,116,4,892,-2132,195,3
3189,景碩,3659,2589,3109,4,-3549,-4280,-3651,2
2357,華碩,3219,3586,3365,2,-996,944,317,2
2606,裕民,3213,8145,10909,5,-567,-1654,-2452,0
8086,宏捷科,2905,3416,4734,5,0,0,0,0
2458,義隆,2794,4333,5554,5,-959,-1379,-1924,0
2395,研華,2770,5557,9507,5,49,120,130,4
6173,信昌電,2763,5371,5060,2,0,0,0,0
2351,順德,2711,4465,5594,5,0,-6,-17,0
8033,雷虎,2627,2753,5141,5,0,0,0,0
2377,微星,2559,7552,3700,2,6,-110,-400,2
3045,台灣大,2494,4372,6701,4,-840,-1830,-2596,0
6488,環球晶,2122,7728,10494,5,2,1385,2873,5
3034,聯詠,2025,4828,4940,4,646,693,726,4
3227,原相,1991,2460,3115,5,0,4,-365,2
3305,昇貿,1935,1463,1659,3,0,0,0,0
2379,瑞昱,1882,1551,322,3,-264,-249,-194,3
4961,天鈺,1879,2261,2593,4,0,-2,-6,0
2404,漢唐,1804,2756,2615,4,-63,-213,-410,0
6285,啟碁,1580,14418,11557,4,287,2269,1945,3
4966,譜瑞-KY,1558,1307,1126,2,461,619,626,5
3035,智原,1528,1770,1783,4,0,-64,-62,1
6446,藥華藥,1509,2324,2217,4,0,-444,-966,0
8358,金居,1446,3201,5377,4,-3840,-2944,-3547,2
2382,廣達,1384,17015,20026,4,164,100,-102,2
2472,立隆電,1318,1324,1363,3,0,47,115,4
6414,樺漢,1218,2369,3702,5,-60,-126,-220,0
8299,群聯,1070,3230,4683,4,297,1436,1570,5
6789,采鈺,1045,1346,-186,3,13,172,233,5
4749,新應材,1031,929,-146,2,-20,-992,-1026,0
4967,十銓,858,92,2532,4,0,0,0,0
8210,勤誠,766,-1026,-744,2,1044,2418,2794,5
3026,禾伸堂,765,2041,1549,4,2145,6395,8351,5
8996,高力,754,1873,777,3,-22,-841,-793,2
6196,帆宣,709,1001,147,2,0,-1,8,1
3260,威剛,703,-1939,1113,3,-500,-775,-8448,2
4991,環宇-KY,693,-315,-485,2,-1017,-1212,-1220,0
2327,國巨,667,4795,15595,4,6097,9357,9596,5
6727,亞泰金屬,612,9,292,4,0,0,0,0
3526,凡甲,610,1311,734,3,152,306,781,4
6781,AES-KY,590,854,968,4,0,1,1,3
3665,貿聯-KY,531,2900,3855,5,21,-1630,-1558,2
6187,萬潤,495,471,-1686,2,-346,-806,-348,3
2059,川湖,402,320,366,3,236,405,512,4
3533,嘉澤,335,903,1778,5,91,429,97,3
1590,亞德客-KY,320,572,429,3,2,23,33,4
6409,旭隼,306,186,214,3,-2,-3,-39,0
3491,昇達科,283,-123,15,3,-5,-167,-147,1
6830,汎銓,257,137,160,3,0,5,56,3
2360,致茂,248,839,-160,2,71,54,481,4
6805,富世達,241,399,-11,3,195,-1582,-2170,3
3081,聯亞,235,181,-703,2,-170,-567,-237,2
3661,世芯-KY,190,675,661,3,117,495,112,4
