股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2618,長榮航,20001,29562,39856,5,3998,12511,11558,3
2344,華邦電,13048,-155976,-120767,3,-5895,60545,62574,3
3702,大聯大,10036,31272,55365,5,43,1,1863,3
3481,群創,8517,-38881,-106401,1,261,895,853,3
2867,三商壽,5801,2995,1018,1,0,34,34,1
6919,康霈*,5171,7213,5941,2,0,-401,-398,2
2006,東和鋼鐵,4260,11157,12407,3,-53,-1804,-2250,0
2485,兆赫,3628,-1251,-9286,2,0,0,0,0
3045,台灣大,3509,6467,18518,5,61,-758,-2159,1
4958,臻鼎-KY,3469,5199,12892,3,-783,-588,-609,3
2408,南亞科,2698,-55944,-62066,1,-5219,-11559,-7409,2
2412,中華電,2552,4122,9127,5,1399,646,230,2
1785,光洋科,2551,4719,5699,3,0,6,-108,2
8046,南電,1877,-1494,-6768,1,170,568,1992,5
3264,欣銓,1757,3987,4813,4,62,-989,-1670,2
6285,啟碁,1660,1060,-2459,3,-28,91,-615,2
3105,穩懋,1435,-5236,-8396,2,166,5310,6645,5
3587,閎康,987,917,690,2,0,0,0,0
3533,嘉澤,593,902,1331,4,29,951,1042,4
3583,辛耘,542,1853,3671,5,51,51,51,3
6139,亞翔,484,2380,5410,5,41,25,2,2
6274,台燿,445,1949,1157,3,183,-967,-608,3
6531,愛普*,434,-569,-874,3,2,108,-4,4
6584,南俊國際,400,708,1053,5,43,330,430,3
3529,力旺,315,198,89,2,1,23,365,5
3443,創意,112,-239,240,4,169,1756,1869,5
