排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,低軌衛星,0.33,71.43,5/7,1.06,14.31,2.91,-28.94
2,CPO_先進封裝測試,2.52,60.0,3/5,15.02,24.13,2.68,-0.93
3,TPU_散熱,-0.28,50.0,2/4,40.23,104.13,10.38,12.06
4,無塵室與機電工程,-0.04,40.0,2/5,6.75,-5.05,-4.62,-9.29
5,TPU_伺服器主板與印刷電路板,-1.59,40.0,2/5,-35.69,-57.11,30.72,49.96
6,網通設備組件,-0.12,40.0,8/20,19.51,147.01,15.14,18.48
7,CPO_光通訊,-2.37,33.33,2/6,8.31,87.05,-1.8,13.89
8,IC設計,-2.72,30.77,4/13,-47.1,-78.86,10.78,33.25
9,TPU_光通訊與連接器,-0.86,25.0,1/4,8.17,77.38,0.53,-6.84
10,銀,-4.41,25.0,1/4,0.37,5.21,-3.18,-4.11
11,玻璃,-1.37,20.0,3/15,-38.11,-62.97,14.77,35.94
12,PCB,-3.26,20.0,3/15,-42.02,-96.99,29.97,37.32
13,光學元件或組裝,-2.4,20.0,3/15,-1.23,59.64,-2.33,4.34
14,鋼鐵,-1.24,20.0,3/15,2.38,2.62,-0.52,1.41
15,BBU_電源供應器與整合,-0.61,20.0,1/5,4.16,-26.35,-15.87,-14.98
16,電池或電源,-1.37,15.0,3/20,12.98,-5.07,-20.11,-23.0
17,BBU_電池模組,-1.8,14.29,1/7,-0.52,-7.27,-3.48,-7.3
18,工業自動化與機器人,-3.8,14.29,1/7,8.27,5.48,-0.0,-0.49
19,半導體設備,-2.89,14.29,1/7,3.49,0.16,0.01,-0.23
20,廠務系統與水處理,-1.7,14.29,1/7,0.68,0.28,-0.53,-1.13
21,軟體設計,-1.15,13.33,2/15,-0.74,-3.48,-0.13,-0.15
22,航運,-1.32,13.33,2/15,-1.99,-4.28,-1.08,-7.0
23,塑膠,-4.02,11.11,2/18,-8.53,-10.41,-0.18,9.74
24,金融,-3.88,10.53,2/19,-8.54,-10.41,-0.18,9.74
25,紡織,-1.55,10.0,2/20,-0.89,-4.47,0.11,-1.16
26,化學,-3.38,10.0,2/20,-4.13,-21.62,-1.04,7.45
27,銅,-4.31,10.0,1/10,-5.28,-25.97,5.94,3.04
28,機器人,-4.24,7.14,1/14,14.82,-17.06,-12.91,-11.66
29,軍工_航太製造與維修,-2.28,0.0,0/6,0.04,-2.42,-0.0,0.33
30,軍工_無人機相關,-4.89,0.0,0/9,-43.13,-27.88,3.55,9.94
31,造紙,-2.12,0.0,0/7,-0.38,-0.28,0.0,-0.01
32,記憶體模組,-8.99,0.0,0/7,-64.04,-93.77,-6.53,-4.28
33,記憶體控制IC,-5.59,0.0,0/5,0.1,-11.13,-0.23,0.06
34,記憶體封裝與測試,-5.88,0.0,0/4,13.68,39.48,-4.66,-4.21
35,被動元件,-4.69,0.0,0/19,7.54,-0.96,-15.21,-14.75
36,電器電纜,-3.97,0.0,0/10,2.27,17.37,-1.0,3.88
37,記憶體製造,-9.56,0.0,0/4,-139.2,-65.88,-12.36,2.84
