股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2409,友達,245313,429044,534740,4,-42,3560,3543,2
2303,聯電,50545,73185,89105,4,7857,29388,61207,5
3481,群創,24829,35191,52233,3,-44,-6774,-7975,1
3264,欣銓,17273,15951,19936,2,-2350,-1099,925,2
2449,京元電子,16162,39975,42713,5,2979,7391,7259,2
1101,台泥,14828,4915,15472,2,-31,-20,1529,4
2886,兆豐金,12736,18109,18087,4,-4781,-9239,-4641,3
6168,宏齊,11576,18856,22520,5,0,0,0,0
5483,中美晶,11141,15423,22633,4,-4,-16,-13,1
6182,合晶,10272,23957,34134,4,-77,-274,-274,0
8150,南茂,9867,37671,41644,5,0,0,6,1
4958,臻鼎-KY,9732,-1347,-6189,2,1129,-2466,-2709,2
3189,景碩,9136,10295,6571,2,179,413,877,4
2892,第一金,9026,20584,26611,5,171,-634,11505,4
6770,力積電,8722,62391,137684,4,-26,3863,4273,3
3711,日月光投控,8479,20817,25887,5,1163,1144,481,3
6116,彩晶,8390,20441,25180,3,0,0,0,0
2327,國巨,7871,11449,2999,3,185,1510,2344,5
2344,華邦電,7783,27345,35574,3,-15494,-16558,-16432,1
2317,鴻海,6811,-5589,1602,2,-18,-156,1234,3
2618,長榮航,6621,-3005,-1955,3,3993,14191,18933,5
3105,穩懋,6516,12541,12383,3,282,1224,2617,5
3016,嘉晶,6315,8255,7440,3,0,0,0,0
8046,南電,5863,3480,2255,2,-134,-770,-650,3
6257,矽格,5709,22001,31372,5,-98,-57,-708,2
2481,強茂,5343,3840,901,3,78,1296,6965,5
2610,華航,5252,-415,1274,2,5133,8193,10419,5
3037,欣興,5130,9643,9148,4,-82,993,-694,2
2885,元大金,4305,15827,24413,5,-567,-6258,-14410,2
2354,鴻準,4091,-2217,19,3,-3,-5,-100,1
2441,超豐,4023,6797,8839,4,-666,-504,-496,2
3045,台灣大,3839,5897,8907,4,-196,1970,2446,4
2609,陽明,3611,3759,38897,4,74,12,-455,3
6456,GIS-KY,2992,5923,6586,4,0,0,0,0
6278,台表科,2928,2206,1935,3,0,31,52,4
3035,智原,2687,4767,6349,5,0,0,0,0
3715,定穎投控,2457,2076,1408,2,0,0,0,0
3042,晶技,2408,6426,9201,4,-159,80,-30,3
2412,中華電,2401,10905,26808,5,53,-773,-1664,2
6213,聯茂,2398,10395,-1760,3,39,816,1684,4
2492,華新科,2329,5252,740,3,0,-124,-1706,0
5425,台半,2179,2361,4061,3,0,0,0,0
2379,瑞昱,2022,4612,7073,5,-51,-81,-190,0
5347,世界,1873,8964,22617,5,3086,3399,-522,2
3265,台星科,1762,3367,3764,4,0,0,0,0
3374,精材,1713,-255,-4452,1,1536,1536,3436,3
6488,環球晶,1711,747,-1279,2,-14,-129,-173,1
6239,力成,1666,8362,11073,5,-2132,-5982,-6792,0
8299,群聯,1589,3782,3812,4,187,284,561,5
2454,聯發科,1541,7584,8882,5,373,565,120,3
6526,達發,1459,2979,3288,5,-43,-44,-265,0
3044,健鼎,1459,2368,916,3,70,26,485,2
3034,聯詠,1447,3341,4165,5,-79,32,353,2
6173,信昌電,1236,2894,2356,4,0,0,82,2
6669,緯穎,946,820,-1882,3,-1244,-2637,-3004,1
6533,晶心科,797,1653,1785,4,10,10,20,2
2376,技嘉,657,1574,-622,3,-6,263,2772,4
6223,旺矽,602,671,529,3,-886,-1172,-1078,2
2395,研華,536,1229,2905,4,-120,-94,-245,1
8358,金居,482,2009,-3310,4,-100,-114,-97,2
3293,鈊象,471,133,1211,3,56,347,887,5
2383,台光電,331,1016,1359,5,-653,-2006,-2896,0
3563,牧德,300,286,318,3,0,0,-2,0
3167,大量,248,-940,-1806,1,44,93,344,4
3661,世芯-KY,190,2549,1696,2,1,-2153,-2552,1
3533,嘉澤,163,-88,165,3,-50,-120,-236,0
6515,穎崴,93,-255,-376,2,-320,-787,-862,0
5274,信驊,21,24,-10,2,15,82,147,5
