排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,工業自動化與機器人,4.19,100.0,7/7,5.76,8.47,0.04,0.03
2,CPO_光通訊,2.8,100.0,6/6,-6.64,-28.39,-2.44,-2.57
3,TPU_光通訊與連接器,1.59,100.0,4/4,8.1,0.45,-27.41,-50.08
4,TPU_散熱,2.62,100.0,4/4,29.38,39.23,-23.27,-69.26
5,機器人,4.18,100.0,14/14,20.01,47.99,4.95,7.09
6,電池或電源,3.4,95.0,19/20,47.32,97.86,-2.11,-10.18
7,紡織,1.21,95.0,19/20,1.24,-1.33,-0.27,-2.6
8,被動元件,4.69,94.74,18/19,-1.75,122.49,24.48,34.33
9,電器電纜,5.07,90.0,9/10,-4.05,40.26,1.98,8.18
10,銅,2.51,90.0,9/10,-4.03,29.96,3.02,0.38
11,BBU_電池模組,1.33,85.71,6/7,0.3,-3.89,-7.23,-16.69
12,網通設備組件,2.41,85.0,17/20,19.79,37.01,-7.61,-50.35
13,化學,1.32,80.0,16/20,9.64,11.25,-1.23,-3.23
14,無塵室與機電工程,2.67,80.0,4/5,4.97,14.63,6.11,-1.57
15,CPO_先進封裝測試,1.21,80.0,4/5,0.47,1.21,0.44,2.55
16,BBU_電源供應器與整合,2.05,80.0,4/5,21.92,43.12,5.0,6.17
17,記憶體控制IC,2.8,80.0,4/5,-0.47,0.0,-0.09,-0.23
18,玻璃,1.39,80.0,12/15,-7.32,27.93,0.64,-4.35
19,光學元件或組裝,1.22,80.0,12/15,-5.89,-34.07,-3.04,-3.75
20,軍工_無人機相關,1.4,77.78,7/9,14.84,77.97,0.61,-13.88
21,記憶體封裝與測試,2.08,75.0,3/4,2.1,-10.28,1.23,9.02
22,銀,2.57,75.0,3/4,-14.25,70.9,20.97,29.62
23,航運,0.97,73.33,11/15,22.56,34.88,-7.77,-18.13
24,造紙,0.85,71.43,5/7,0.37,0.85,-0.0,-0.01
25,半導體設備,0.46,71.43,5/7,-0.79,-2.46,-0.31,-1.63
26,廠務系統與水處理,0.76,71.43,5/7,-0.06,1.34,-0.23,0.1
27,金融,1.11,68.42,13/19,17.69,20.85,-0.26,-1.69
28,軍工_航太製造與維修,0.08,66.67,4/6,0.85,6.31,0.0,0.01
29,塑膠,0.86,66.67,12/18,17.68,20.84,-0.26,-1.69
30,軟體設計,1.22,66.67,10/15,2.65,1.12,-0.01,-0.01
31,TPU_伺服器主板與印刷電路板,0.29,60.0,3/5,-5.69,38.77,0.3,-0.71
32,PCB,0.46,60.0,9/15,-45.63,10.99,7.09,19.5
33,低軌衛星,3.0,57.14,4/7,-24.99,-28.99,2.47,12.31
34,IC設計,-0.5,53.85,7/13,-16.89,24.74,-5.77,-19.44
35,鋼鐵,1.18,53.33,8/15,2.78,3.22,-1.18,-2.0
36,記憶體模組,-0.29,42.86,3/7,-1.22,-26.0,-0.94,1.99
37,記憶體製造,0.33,25.0,1/4,3.95,31.45,0.31,0.78
