排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,2.61,89.47,17/19,80.6,137.0,-0.01,11.11
2,無塵室與機電工程,3.08,80.0,4/5,42.5,9.13,-6.52,-10.71
3,銀,2.28,75.0,3/4,75.52,90.43,3.47,9.46
4,低軌衛星,3.54,71.43,5/7,-12.12,-18.08,10.14,8.94
5,造紙,0.32,71.43,5/7,0.27,0.47,-0.0,-0.01
6,廠務系統與水處理,2.16,71.43,5/7,2.45,1.2,0.33,0.32
7,軍工_航太製造與維修,0.23,66.67,4/6,0.98,-1.27,0.0,0.0
8,記憶體控制IC,0.32,60.0,3/5,1.0,0.77,-0.05,-0.23
9,半導體設備,1.11,57.14,4/7,0.47,-2.15,-0.06,0.08
10,電器電纜,2.22,50.0,5/10,24.69,59.42,3.68,12.23
11,記憶體封裝與測試,3.19,50.0,2/4,8.76,7.23,5.42,7.89
12,PCB,0.54,46.67,7/15,-14.07,71.21,13.28,6.12
13,記憶體模組,-0.82,42.86,3/7,1.75,-14.21,3.08,1.39
14,銅,0.64,40.0,4/10,16.15,21.28,-1.68,-1.77
15,鋼鐵,-0.1,40.0,6/15,-5.0,-11.35,-0.3,-1.01
16,化學,0.07,40.0,8/20,-7.44,-5.85,-1.11,-0.62
17,TPU_伺服器主板與印刷電路板,-0.33,40.0,2/5,-2.98,56.06,0.22,-7.95
18,網通設備組件,-1.13,40.0,8/20,36.11,-45.58,-20.4,-52.12
19,CPO_先進封裝測試,1.08,40.0,2/5,1.77,12.04,0.18,4.66
20,塑膠,-0.87,33.33,6/18,-11.6,-7.68,-0.4,-0.54
21,軟體設計,-0.13,33.33,5/15,-0.79,-1.37,-0.01,-0.02
22,金融,-0.86,31.58,6/19,-11.6,-7.68,-0.4,-0.54
23,IC設計,-0.56,30.77,4/13,56.19,45.64,-9.83,-16.68
24,玻璃,-0.3,26.67,4/15,4.42,29.8,-2.44,-9.54
25,記憶體製造,-1.15,25.0,1/4,3.52,50.56,0.32,2.07
26,電池或電源,-0.6,25.0,5/20,5.63,64.41,-6.83,-10.69
27,紡織,-0.37,25.0,5/20,-2.86,-0.02,-1.1,-2.9
28,軍工_無人機相關,-0.64,22.22,2/9,52.53,43.01,-9.21,-17.57
29,機器人,-0.86,21.43,3/14,-6.18,39.26,-2.42,2.35
30,航運,-0.85,20.0,3/15,-0.84,12.99,-4.67,-15.13
31,工業自動化與機器人,-0.37,14.29,1/7,-0.49,8.26,-0.0,-0.01
32,光學元件或組裝,-3.07,6.67,1/15,-16.55,-34.95,-1.11,-6.57
33,BBU_電源供應器與整合,-1.7,0.0,0/5,-12.02,26.89,-2.38,0.11
34,TPU_散熱,-2.78,0.0,0/4,13.0,-8.06,-21.62,-49.69
35,TPU_光通訊與連接器,-3.02,0.0,0/4,-8.53,-27.31,-12.17,-27.5
36,CPO_光通訊,-5.13,0.0,0/6,-17.76,-30.86,-2.01,-4.16
37,BBU_電池模組,-2.09,0.0,0/7,-1.66,-12.73,-5.79,-11.03
